,name,path,cone
1280,1991_224b15b5ba3d72f2e61f025c4f5d30accb5f6f0fb85272b22a0589d832f72bdd0b54c2ac12656cdb863a4a618361a8892351bff1f07e7cec804aff35f7cf04f8_28.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1991_224b15b5ba3d72f2e61f025c4f5d30accb5f6f0fb85272b22a0589d832f72bdd0b54c2ac12656cdb863a4a618361a8892351bff1f07e7cec804aff35f7cf04f8_28.jpg,"[[(187.52, 224.18), (185.28, 223.06), (185.84, 218.88), (189.47, 218.32), (188.36, 193.75), (190.31, 192.63), (192.54, 219.43), (196.73, 219.15), (197.85, 223.34), (193.38, 225.58)], [(97.78, 259.42), (99.71, 253.63), (101.64, 234.33), (106.47, 233.37), (106.95, 258.94), (107.0, 262.0), (97.0, 262.0)]]"
1281,1992_224b15b5ba3d72f2e61f025c4f5d30accb5f6f0fb85272b22a0589d832f72bdd0b54c2ac12656cdb863a4a618361a8892351bff1f07e7cec804aff35f7cf04f8_37.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1992_224b15b5ba3d72f2e61f025c4f5d30accb5f6f0fb85272b22a0589d832f72bdd0b54c2ac12656cdb863a4a618361a8892351bff1f07e7cec804aff35f7cf04f8_37.jpg,"[[(233.8, 200.83), (232.25, 184.54), (234.19, 183.57), (236.9, 199.48)], [(250.3, 191.62), (249.52, 179.21), (251.07, 179.41), (251.85, 191.43)], [(191.0, 220.0), (189.78, 196.06), (192.57, 196.06), (195.83, 218.63)], [(98.21, 266.15), (105.0, 263.0), (100.0, 227.0), (101.56, 221.25), (106.0, 226.0), (111.0, 262.0), (111.95, 263.47), (102.23, 266.82)], [(27.33, 353.99), (26.37, 337.1), (26.37, 329.87), (19.61, 282.58), (20.1, 278.24), (24.92, 278.72), (36.02, 330.35), (41.81, 332.76), (43.74, 353.03)]]"
1282,1993_224b15b5ba3d72f2e61f025c4f5d30accb5f6f0fb85272b22a0589d832f72bdd0b54c2ac12656cdb863a4a618361a8892351bff1f07e7cec804aff35f7cf04f8_8.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1993_224b15b5ba3d72f2e61f025c4f5d30accb5f6f0fb85272b22a0589d832f72bdd0b54c2ac12656cdb863a4a618361a8892351bff1f07e7cec804aff35f7cf04f8_8.jpg,"[[(590.01, 214.6), (591.0, 199.0), (592.0, 199.0), (592.14, 214.6)], [(594.0, 215.0), (595.28, 198.29), (599.0, 198.0), (598.39, 215.55)], [(598.58, 215.55), (599.0, 198.0), (601.0, 198.0), (601.68, 214.77)], [(606.34, 215.74), (607.11, 199.07), (609.83, 199.26), (608.47, 215.16)], [(616.61, 213.42), (616.61, 197.9), (618.75, 197.71), (618.94, 213.42)], [(628.64, 214.77), (628.83, 199.84), (630.77, 200.04), (631.74, 215.16)]]"
1288,1999_1a416a96b4a2599534e337a3da71a2db183f34bb149fa2037cf693a5497924c31a18afc2e6ef89c336ca50a5af125f8df93f51486d468699402832a3a8a471cb_5.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1999_1a416a96b4a2599534e337a3da71a2db183f34bb149fa2037cf693a5497924c31a18afc2e6ef89c336ca50a5af125f8df93f51486d468699402832a3a8a471cb_5.jpg,"[[(633.04, 263.24), (640.32, 233.08), (645.11, 232.68), (638.71, 268.07)]]"
1296,10_74b89f5bbb8b7e68b06f5ee7182a8c35fcdb9d171ae72ad3fc18ea4fe7b31880cc443ee280dd2650e14e63c0fb13b42f8e5412958444875a430c2b4c38ae97ff_52.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/10_74b89f5bbb8b7e68b06f5ee7182a8c35fcdb9d171ae72ad3fc18ea4fe7b31880cc443ee280dd2650e14e63c0fb13b42f8e5412958444875a430c2b4c38ae97ff_52.jpg,"[[(514.0, 301.0), (519.0, 299.0), (523.0, 261.0), (526.81, 260.27), (529.0, 271.0), (530.0, 286.0), (531.0, 301.0), (534.0, 304.0), (522.0, 304.0)], [(700.0, 283.0), (687.0, 346.43), (707.0, 354.0), (709.52, 284.51)]]"
1297,11_74b89f5bbb8b7e68b06f5ee7182a8c35fcdb9d171ae72ad3fc18ea4fe7b31880cc443ee280dd2650e14e63c0fb13b42f8e5412958444875a430c2b4c38ae97ff_68.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/11_74b89f5bbb8b7e68b06f5ee7182a8c35fcdb9d171ae72ad3fc18ea4fe7b31880cc443ee280dd2650e14e63c0fb13b42f8e5412958444875a430c2b4c38ae97ff_68.jpg,"[[(462.0, 266.0), (467.0, 316.0), (451.0, 316.0), (457.0, 267.0)], [(608.0, 262.0), (605.0, 285.0), (602.0, 300.0), (599.0, 303.0), (608.55, 304.55), (613.0, 303.0), (611.0, 285.0), (611.0, 262.0)], [(541.0, 272.0), (543.0, 308.0), (540.0, 311.0), (530.0, 311.0), (535.0, 272.0), (537.0, 271.0)], [(218.14, 264.23), (226.14, 311.36), (229.08, 312.21), (228.66, 315.57), (208.88, 317.68), (208.88, 312.21), (211.41, 311.36), (214.35, 264.23)], [(208.33, 248.34), (206.0, 273.0), (205.0, 280.0), (213.59, 280.2), (212.42, 265.58), (210.0, 248.0)], [(202.18, 240.01), (200.96, 256.33), (199.99, 262.17), (199.0, 265.0), (203.0, 264.0), (206.81, 264.12), (204.0, 246.0), (203.64, 239.76)], [(197.71, 236.26), (197.0, 243.0), (196.53, 251.65), (197.0, 254.0), (200.0, 254.0), (200.0, 244.0), (199.0, 240.0), (199.0, 236.0)], [(194.44, 236.18), (195.61, 242.02), (195.32, 248.75), (191.81, 248.45), (192.98, 239.39)], [(345.15, 262.91), (350.0, 310.18), (355.0, 315.0), (331.82, 316.24), (330.61, 311.39), (334.85, 309.58), (339.09, 264.73)]]"
1305,12_1866046a0d252145ddf2c8fa950323abc4f56d94f6ea9ea876e3ccabdfafe017d32376eee7e196e175f167acc7e8adda3e2967a383da1ee951d229a834fc7390_57.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/12_1866046a0d252145ddf2c8fa950323abc4f56d94f6ea9ea876e3ccabdfafe017d32376eee7e196e175f167acc7e8adda3e2967a383da1ee951d229a834fc7390_57.jpg,"[[(97.02, 265.26), (110.63, 325.12), (114.25, 325.12), (105.18, 333.28), (88.86, 333.28), (88.86, 267.98)]]"
1317,141_b8916821fc919bdc9a3abbe83a7ef4e0224d507d7b6b65cfa3d7f8f9c23d760483849d966b8a91dde0e0700247cc7ec89bb9c11c7dda9fdd5d4d6a28ffaaad69_42.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/141_b8916821fc919bdc9a3abbe83a7ef4e0224d507d7b6b65cfa3d7f8f9c23d760483849d966b8a91dde0e0700247cc7ec89bb9c11c7dda9fdd5d4d6a28ffaaad69_42.jpg,"[[(408.0, 218.0), (409.45, 222.79), (409.7, 245.2), (403.61, 244.22), (406.0, 222.0)], [(390.03, 202.92), (390.6, 207.99), (391.0, 218.0), (388.0, 218.0), (388.06, 212.22), (388.76, 203.91)]]"
1318,142_b8916821fc919bdc9a3abbe83a7ef4e0224d507d7b6b65cfa3d7f8f9c23d760483849d966b8a91dde0e0700247cc7ec89bb9c11c7dda9fdd5d4d6a28ffaaad69_58.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/142_b8916821fc919bdc9a3abbe83a7ef4e0224d507d7b6b65cfa3d7f8f9c23d760483849d966b8a91dde0e0700247cc7ec89bb9c11c7dda9fdd5d4d6a28ffaaad69_58.jpg,"[[(383.0, 201.0), (383.96, 211.76), (380.71, 211.76), (381.12, 200.8)], [(401.0, 210.0), (403.0, 231.0), (397.05, 230.7), (398.45, 209.3)], [(564.25, 309.05), (555.53, 398.51), (543.16, 394.15), (556.98, 308.33)], [(57.65, 216.77), (57.3, 232.91), (53.09, 234.31), (54.49, 216.07)]]"
1328,152_610107d49dc8040453c76472c3feef00795b617686477a79e93784138c824ff1d755d3547b1a971ac36f5408b895db6ec0dc7a954ac7d74772424eccc4497c61_116.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/152_610107d49dc8040453c76472c3feef00795b617686477a79e93784138c824ff1d755d3547b1a971ac36f5408b895db6ec0dc7a954ac7d74772424eccc4497c61_116.jpg,"[[(266.0, 268.0), (267.92, 292.01), (268.29, 311.7), (275.0, 312.0), (276.31, 315.34), (269.0, 318.0), (260.0, 318.0), (255.89, 314.98), (260.27, 311.7), (262.0, 268.0)], [(284.57, 232.93), (284.87, 250.25), (289.43, 249.94), (286.69, 231.72)], [(275.85, 235.17), (276.28, 250.92), (281.09, 250.92), (278.91, 233.86)], [(318.58, 237.64), (321.0, 256.0), (315.0, 257.0), (315.85, 238.55)], [(312.45, 244.41), (313.66, 264.46), (306.98, 265.67), (309.11, 244.11)], [(301.86, 249.09), (303.97, 262.1), (305.72, 272.82), (300.0, 274.0), (299.75, 254.54), (300.1, 248.39)], [(255.0, 241.0), (256.0, 259.0), (250.07, 259.16), (251.38, 256.82), (253.0, 240.0)], [(228.07, 247.22), (229.42, 256.01), (230.39, 267.73), (232.71, 267.85), (232.71, 269.32), (229.29, 269.56), (224.41, 269.68), (224.0, 268.0), (226.0, 267.0), (226.61, 246.98)], [(202.35, 252.22), (203.0, 264.0), (203.06, 280.69), (205.69, 281.75), (204.46, 283.33), (200.42, 283.15), (194.27, 282.98), (193.74, 281.05), (196.73, 279.99), (200.0, 252.0)], [(134.97, 265.19), (136.99, 306.96), (131.17, 308.22), (131.68, 265.19)], [(295.44, 255.83), (297.21, 276.58), (298.0, 281.0), (298.48, 284.18), (294.68, 284.18), (290.12, 283.16), (291.0, 278.0), (293.16, 255.58)], [(216.33, 288.92), (221.0, 317.0), (226.83, 348.22), (235.75, 348.75), (237.85, 352.42), (234.17, 356.09), (225.78, 356.62), (216.33, 357.67), (207.93, 355.05), (208.98, 349.27), (215.8, 347.17), (211.08, 289.96)], [(125.0, 379.71), (131.3, 380.24), (136.55, 384.44), (134.45, 389.69), (126.58, 392.31), (117.13, 392.31), (106.64, 392.31), (102.44, 389.16), (102.96, 384.44), (105.06, 379.19), (109.0, 380.0), (109.26, 311.48), (111.36, 297.84), (115.56, 297.84), (120.81, 350.32)]]"
1329,153_610107d49dc8040453c76472c3feef00795b617686477a79e93784138c824ff1d755d3547b1a971ac36f5408b895db6ec0dc7a954ac7d74772424eccc4497c61_56.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/153_610107d49dc8040453c76472c3feef00795b617686477a79e93784138c824ff1d755d3547b1a971ac36f5408b895db6ec0dc7a954ac7d74772424eccc4497c61_56.jpg,"[[(232.29, 413.62), (222.22, 411.1), (214.66, 402.28), (219.07, 397.87), (226.0, 395.35), (232.29, 394.09), (236.07, 328.59), (237.0, 319.0), (244.0, 319.0), (244.0, 327.0), (247.41, 351.27), (246.78, 396.61), (255.6, 399.13), (258.12, 407.95), (256.23, 412.36), (248.04, 414.25)], [(294.02, 389.69), (285.83, 387.17), (283.0, 384.0), (283.31, 377.09), (286.46, 375.2), (294.02, 374.57), (307.24, 304.66), (312.28, 297.1), (316.69, 298.99), (313.54, 312.85), (309.76, 377.72), (317.0, 382.0), (317.0, 387.0), (309.0, 392.0)], [(393.0, 305.0), (384.08, 333.0), (377.78, 360.71), (376.52, 370.16), (381.56, 371.42), (375.26, 377.09), (362.04, 375.2), (354.48, 373.94), (348.81, 368.9), (352.59, 363.86), (360.78, 363.86), (376.52, 322.92), (388.0, 303.0)], [(454.61, 285.87), (451.98, 318.41), (449.88, 342.55), (453.56, 342.03), (453.56, 346.23), (446.21, 348.33), (438.34, 347.28), (433.09, 345.18), (432.04, 340.98), (437.29, 338.36), (450.41, 286.4)], [(405.26, 256.38), (402.2, 290.94), (406.58, 293.56), (402.0, 295.0), (396.95, 294.87), (391.27, 294.87), (391.27, 289.62), (395.64, 287.44), (400.45, 255.95)], [(470.87, 277.38), (467.0, 325.0), (472.0, 328.0), (467.81, 329.86), (462.12, 329.86), (455.56, 327.24), (452.94, 325.05), (456.87, 321.99), (466.06, 277.38)], [(501.92, 270.82), (496.68, 305.81), (500.61, 307.56), (496.68, 308.43), (490.55, 307.99), (486.0, 304.0), (491.0, 302.0), (497.55, 269.94)], [(508.76, 269.88), (506.0, 299.0), (509.77, 300.0), (508.0, 302.0), (503.0, 302.0), (498.0, 301.0), (498.13, 297.72), (501.0, 297.0), (506.0, 269.0)], [(481.0, 259.0), (476.74, 286.58), (478.01, 289.37), (473.7, 289.87), (470.41, 288.86), (473.0, 275.0), (478.26, 258.99)], [(535.72, 254.44), (534.96, 275.44), (530.0, 275.0), (533.69, 255.2)], [(519.0, 245.0), (519.0, 262.0), (515.07, 262.09), (517.19, 243.87)]]"
1330,154_610107d49dc8040453c76472c3feef00795b617686477a79e93784138c824ff1d755d3547b1a971ac36f5408b895db6ec0dc7a954ac7d74772424eccc4497c61_65.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/154_610107d49dc8040453c76472c3feef00795b617686477a79e93784138c824ff1d755d3547b1a971ac36f5408b895db6ec0dc7a954ac7d74772424eccc4497c61_65.jpg,"[[(326.0, 223.0), (326.0, 237.0), (322.63, 236.15), (324.0, 222.0)], [(174.34, 247.5), (178.0, 292.0), (173.29, 294.74), (166.0, 293.0), (169.09, 246.98)], [(304.49, 224.76), (304.7, 237.84), (301.0, 238.0), (302.59, 224.55)], [(161.22, 259.58), (162.27, 299.99), (163.84, 312.59), (169.62, 316.26), (166.47, 318.36), (159.64, 318.36), (151.77, 318.36), (147.57, 314.16), (152.82, 310.49), (157.02, 259.58)], [(275.64, 267.45), (275.64, 299.46), (274.59, 319.93), (281.41, 322.03), (280.88, 325.71), (270.91, 326.23), (262.51, 326.23), (258.84, 322.56), (265.14, 317.83), (271.96, 267.97)], [(260.67, 243.54), (261.0, 273.0), (262.13, 276.34), (256.0, 278.0), (250.0, 276.0), (253.74, 273.43), (256.66, 243.17)], [(314.25, 254.47), (312.06, 278.89), (314.61, 282.54), (307.69, 282.54), (303.68, 280.72), (306.23, 277.44), (309.87, 253.38)], [(222.0, 240.0), (224.0, 270.0), (226.0, 274.0), (213.0, 274.0), (215.8, 268.5), (218.43, 240.68)]]"
1332,156_947f62105be717173f1a9c5d3019f5ff4cf7cf4973510e7e9b59c39f9a390775ba4797fd981967f2d6b04aceecf519e77b851f0bce2d010a33d5da6d8b5aa225_72.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/156_947f62105be717173f1a9c5d3019f5ff4cf7cf4973510e7e9b59c39f9a390775ba4797fd981967f2d6b04aceecf519e77b851f0bce2d010a33d5da6d8b5aa225_72.jpg,"[[(428.0, 227.0), (429.16, 234.99), (427.0, 235.0), (426.96, 227.82)], [(441.0, 235.0), (442.42, 247.2), (438.37, 247.45), (438.88, 235.05)]]"
1333,157_59bbacc486fc8b5430d86a0bd363910cf3a4d473859043ebdd6427fdfe5c73fec8945a8dca6abc9e62b599d6b7b91557c2084cd3701f58543bce5edefbdab290_30.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/157_59bbacc486fc8b5430d86a0bd363910cf3a4d473859043ebdd6427fdfe5c73fec8945a8dca6abc9e62b599d6b7b91557c2084cd3701f58543bce5edefbdab290_30.jpg,"[[(549.41, 239.06), (550.87, 260.56), (553.78, 261.65), (549.77, 264.57), (542.12, 262.38), (543.94, 259.1), (545.0, 239.0)], [(693.79, 259.21), (690.76, 303.05), (698.0, 305.0), (689.25, 308.34), (680.94, 308.34), (672.0, 302.0), (678.0, 299.0), (688.0, 257.0)]]"
1334,158_59bbacc486fc8b5430d86a0bd363910cf3a4d473859043ebdd6427fdfe5c73fec8945a8dca6abc9e62b599d6b7b91557c2084cd3701f58543bce5edefbdab290_52.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/158_59bbacc486fc8b5430d86a0bd363910cf3a4d473859043ebdd6427fdfe5c73fec8945a8dca6abc9e62b599d6b7b91557c2084cd3701f58543bce5edefbdab290_52.jpg,"[[(715.0, 286.0), (711.0, 353.0), (726.0, 364.0), (711.0, 369.0), (684.44, 355.78), (695.46, 350.53), (701.0, 353.0), (709.0, 285.0)]]"
1335,159_59bbacc486fc8b5430d86a0bd363910cf3a4d473859043ebdd6427fdfe5c73fec8945a8dca6abc9e62b599d6b7b91557c2084cd3701f58543bce5edefbdab290_60.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/159_59bbacc486fc8b5430d86a0bd363910cf3a4d473859043ebdd6427fdfe5c73fec8945a8dca6abc9e62b599d6b7b91557c2084cd3701f58543bce5edefbdab290_60.jpg,"[[(567.0, 239.0), (567.43, 268.69), (571.23, 270.21), (567.43, 273.24), (560.6, 273.75), (555.79, 272.99), (555.79, 270.71), (560.0, 268.0), (564.0, 239.0)], [(581.1, 241.35), (581.1, 286.66), (585.65, 290.2), (583.88, 291.72), (574.52, 292.48), (567.0, 286.0), (574.0, 283.0), (578.06, 240.59)], [(627.81, 253.89), (629.99, 308.56), (638.01, 311.11), (641.66, 313.66), (630.36, 316.94), (620.52, 314.39), (609.0, 309.0), (621.0, 306.0), (622.7, 253.53)], [(737.03, 276.53), (733.0, 310.0), (727.0, 352.0), (724.43, 355.78), (714.0, 359.0), (705.0, 355.0), (702.0, 349.0), (710.0, 346.0), (718.0, 345.0), (732.0, 277.0)]]"
1336,160_21b3c17d4b76c669fa44e2cfb73632edd915d5fb52b3452273b812f0c3582660a86cf2fe6febd1cc036325751d9ec1dfb2bb153b9611fc40df71830229dca330_106.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/160_21b3c17d4b76c669fa44e2cfb73632edd915d5fb52b3452273b812f0c3582660a86cf2fe6febd1cc036325751d9ec1dfb2bb153b9611fc40df71830229dca330_106.jpg,"[[(237.0, 228.0), (238.0, 235.0), (239.0, 247.0), (240.58, 261.51), (246.28, 262.14), (245.01, 265.73), (237.0, 269.0), (230.0, 268.0), (231.0, 265.0), (234.0, 263.0), (232.99, 228.6)], [(221.0, 227.0), (227.29, 269.52), (232.78, 269.52), (230.04, 273.32), (224.97, 275.43), (215.06, 276.06), (215.06, 273.74), (220.33, 271.84), (217.0, 228.0)], [(320.0, 202.0), (322.0, 216.0), (323.0, 218.0), (318.25, 218.88), (319.0, 216.0), (318.0, 202.0)], [(327.04, 198.67), (327.77, 215.22), (324.0, 215.0), (325.0, 199.0)], [(334.07, 197.64), (335.0, 211.0), (332.0, 211.0), (332.0, 198.0)], [(339.0, 196.0), (339.49, 207.46), (337.0, 207.6), (337.29, 196.32)]]"
1337,161_21b3c17d4b76c669fa44e2cfb73632edd915d5fb52b3452273b812f0c3582660a86cf2fe6febd1cc036325751d9ec1dfb2bb153b9611fc40df71830229dca330_43.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/161_21b3c17d4b76c669fa44e2cfb73632edd915d5fb52b3452273b812f0c3582660a86cf2fe6febd1cc036325751d9ec1dfb2bb153b9611fc40df71830229dca330_43.jpg,"[[(153.14, 232.39), (156.13, 250.32), (157.53, 262.8), (159.47, 274.05), (159.99, 277.21), (157.88, 282.66), (148.22, 283.19), (151.91, 279.15), (153.31, 276.86), (150.0, 233.0)]]"
1338,162_21b3c17d4b76c669fa44e2cfb73632edd915d5fb52b3452273b812f0c3582660a86cf2fe6febd1cc036325751d9ec1dfb2bb153b9611fc40df71830229dca330_56.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/162_21b3c17d4b76c669fa44e2cfb73632edd915d5fb52b3452273b812f0c3582660a86cf2fe6febd1cc036325751d9ec1dfb2bb153b9611fc40df71830229dca330_56.jpg,"[[(141.0, 217.0), (142.54, 238.25), (136.0, 238.0), (138.0, 216.0)]]"
1339,163_01dbb3dc696d4c17955ec587cc6079da4f2a47c6355cd8bf3aa2d5d42cd510726abb58c25ea4cc0a100916860dc9df8479b7c69234d89ca037d39729eb0109db_117.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/163_01dbb3dc696d4c17955ec587cc6079da4f2a47c6355cd8bf3aa2d5d42cd510726abb58c25ea4cc0a100916860dc9df8479b7c69234d89ca037d39729eb0109db_117.jpg,"[[(472.0, 230.0), (471.0, 256.0), (468.73, 298.68), (475.55, 298.68), (469.78, 316.52), (445.11, 313.37), (452.98, 297.1), (455.08, 297.1), (466.0, 229.0)], [(447.61, 208.39), (447.61, 271.26), (457.33, 271.57), (456.42, 278.86), (419.36, 276.12), (423.31, 267.92), (436.37, 269.14), (442.75, 206.57)], [(481.0, 230.0), (512.18, 230.78), (513.09, 246.27), (480.9, 245.96)], [(393.0, 177.0), (408.35, 176.76), (408.61, 184.1), (393.0, 184.0)], [(374.0, 160.0), (373.84, 175.22), (375.74, 176.06), (375.74, 177.54), (368.0, 178.0), (368.0, 175.0), (371.1, 173.95), (372.37, 159.19)], [(364.0, 158.0), (365.0, 171.0), (361.27, 171.08), (362.12, 168.76), (362.54, 158.43)]]"
1340,164_01dbb3dc696d4c17955ec587cc6079da4f2a47c6355cd8bf3aa2d5d42cd510726abb58c25ea4cc0a100916860dc9df8479b7c69234d89ca037d39729eb0109db_71.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/164_01dbb3dc696d4c17955ec587cc6079da4f2a47c6355cd8bf3aa2d5d42cd510726abb58c25ea4cc0a100916860dc9df8479b7c69234d89ca037d39729eb0109db_71.jpg,"[[(272.13, 161.09), (275.93, 184.38), (270.1, 185.14), (269.6, 161.34)], [(284.68, 183.92), (287.47, 212.27), (291.26, 213.53), (290.0, 218.09), (285.44, 218.09), (280.38, 217.84), (279.62, 215.05), (282.0, 212.0), (281.0, 183.0)], [(349.0, 260.0), (353.74, 302.04), (358.55, 359.78), (367.3, 369.84), (379.11, 380.33), (375.61, 389.96), (365.99, 389.96), (344.12, 392.58), (335.37, 380.77), (326.62, 361.53), (340.18, 358.47), (339.75, 259.18)]]"
1341,165_01dbb3dc696d4c17955ec587cc6079da4f2a47c6355cd8bf3aa2d5d42cd510726abb58c25ea4cc0a100916860dc9df8479b7c69234d89ca037d39729eb0109db_97.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/165_01dbb3dc696d4c17955ec587cc6079da4f2a47c6355cd8bf3aa2d5d42cd510726abb58c25ea4cc0a100916860dc9df8479b7c69234d89ca037d39729eb0109db_97.jpg,"[[(594.0, 296.0), (591.0, 344.31), (577.4, 422.16), (592.51, 434.25), (603.85, 445.59), (566.81, 461.46), (524.49, 416.11), (558.5, 401.75), (586.46, 293.68)], [(391.0, 178.0), (393.24, 219.87), (400.23, 226.55), (384.43, 228.38), (381.09, 221.09), (386.0, 219.0), (387.0, 177.0)], [(356.0, 161.0), (357.52, 182.9), (360.26, 185.0), (352.67, 186.69), (350.98, 183.74), (352.25, 181.0), (352.67, 159.9)], [(342.0, 153.0), (343.46, 168.25), (339.43, 169.35), (340.0, 153.0)]]"
1342,166_df6e81b4c9c669209e517b72972297361c1045767031e076c92943ed407401acfdaf7f94e0b7920f871327e741f42aa5c50e508e5e58efaa0ded0ff02cad308b_19.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/166_df6e81b4c9c669209e517b72972297361c1045767031e076c92943ed407401acfdaf7f94e0b7920f871327e741f42aa5c50e508e5e58efaa0ded0ff02cad308b_19.jpg,"[[(333.54, 250.92), (334.42, 264.1), (336.47, 265.12), (336.18, 266.3), (328.42, 267.17), (328.56, 264.83), (330.0, 264.0), (331.0, 251.0)], [(354.34, 258.34), (355.57, 275.74), (358.03, 277.67), (357.86, 278.9), (348.54, 279.78), (347.66, 276.62), (350.47, 276.09), (351.7, 258.34)], [(392.0, 280.0), (395.3, 303.82), (400.36, 305.08), (395.72, 309.51), (384.54, 307.4), (383.69, 304.87), (387.0, 305.0), (389.0, 280.0)], [(496.7, 324.82), (498.89, 349.6), (500.35, 372.56), (506.18, 372.2), (506.91, 378.76), (484.68, 379.85), (478.48, 373.29), (480.67, 370.38), (485.41, 370.74), (491.97, 324.45)]]"
1343,167_df6e81b4c9c669209e517b72972297361c1045767031e076c92943ed407401acfdaf7f94e0b7920f871327e741f42aa5c50e508e5e58efaa0ded0ff02cad308b_27.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/167_df6e81b4c9c669209e517b72972297361c1045767031e076c92943ed407401acfdaf7f94e0b7920f871327e741f42aa5c50e508e5e58efaa0ded0ff02cad308b_27.jpg,"[[(375.75, 260.74), (377.52, 271.62), (380.05, 272.64), (379.04, 274.66), (369.42, 274.91), (370.44, 272.38), (371.95, 272.13), (373.22, 259.47)], [(437.0, 257.7), (439.79, 275.67), (431.69, 275.17), (434.0, 258.0)], [(408.4, 259.98), (409.67, 274.41), (411.44, 275.93), (402.0, 277.0), (403.59, 272.38), (404.61, 260.49)], [(456.9, 259.85), (460.44, 272.0), (462.0, 272.0), (463.0, 276.0), (452.09, 276.05), (452.09, 272.26), (455.13, 271.5), (454.37, 260.36)], [(436.98, 353.47), (445.8, 404.49), (452.73, 405.75), (453.0, 415.0), (422.0, 416.0), (420.61, 403.86), (426.28, 403.23), (431.32, 354.73)]]"
1344,168_df6e81b4c9c669209e517b72972297361c1045767031e076c92943ed407401acfdaf7f94e0b7920f871327e741f42aa5c50e508e5e58efaa0ded0ff02cad308b_36.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/168_df6e81b4c9c669209e517b72972297361c1045767031e076c92943ed407401acfdaf7f94e0b7920f871327e741f42aa5c50e508e5e58efaa0ded0ff02cad308b_36.jpg,"[[(533.37, 334.73), (535.19, 359.88), (535.56, 374.46), (544.3, 380.29), (543.94, 383.21), (528.27, 387.58), (513.32, 381.02), (513.32, 378.1), (522.07, 375.92), (528.63, 334.73)], [(397.93, 256.17), (401.0, 269.0), (398.67, 269.23), (394.88, 269.23), (396.1, 256.42)], [(427.87, 267.47), (429.34, 279.92), (432.12, 280.5), (432.12, 283.58), (422.31, 283.87), (422.01, 280.8), (424.36, 280.36), (425.38, 267.47)], [(473.0, 298.0), (476.2, 320.86), (477.26, 328.24), (480.95, 328.59), (480.95, 332.46), (464.6, 333.69), (464.0, 329.0), (468.0, 328.0), (469.0, 299.0)]]"
1348,171_2f2c822ce4eda545ab1549c607c8327e69ca68143af8f239767c3c5702f6ed7265e050222be674be80e4203583747a5a583b3be9f664d18f72d066a3a1113fa3_59.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/171_2f2c822ce4eda545ab1549c607c8327e69ca68143af8f239767c3c5702f6ed7265e050222be674be80e4203583747a5a583b3be9f664d18f72d066a3a1113fa3_59.jpg,"[[(237.0, 336.0), (239.0, 351.34), (241.81, 352.04), (239.18, 354.5), (232.5, 354.68), (233.55, 352.74), (234.26, 336.22)]]"
