,name,path,sign
919,1506_ca30682b484d077ecfcd6634c7fc4a71c0456968407acd9b6797d873483e9d8bfcc8f00440759f9b83b7e9a9c286ddaf09f193dee45a26a2b795b4ef5e5a059b_45.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1506_ca30682b484d077ecfcd6634c7fc4a71c0456968407acd9b6797d873483e9d8bfcc8f00440759f9b83b7e9a9c286ddaf09f193dee45a26a2b795b4ef5e5a059b_45.jpg,"[[(581.0, 203.0), (572.58, 215.1), (581.94, 226.77), (589.58, 214.53)]]"
927,1514_f9821239afd91f6d500ae0433b5715ac181061275f431ad8ba0e1607f6a86e5fb46fa767a24ace29110ec8549b0be7d54aa5392d6f36509f5dc0c1ddb5b43666_32.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1514_f9821239afd91f6d500ae0433b5715ac181061275f431ad8ba0e1607f6a86e5fb46fa767a24ace29110ec8549b0be7d54aa5392d6f36509f5dc0c1ddb5b43666_32.jpg,"[[(521.0, 176.0), (521.0, 181.0), (526.43, 181.12), (526.67, 176.08)]]"
928,1515_f9821239afd91f6d500ae0433b5715ac181061275f431ad8ba0e1607f6a86e5fb46fa767a24ace29110ec8549b0be7d54aa5392d6f36509f5dc0c1ddb5b43666_38.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1515_f9821239afd91f6d500ae0433b5715ac181061275f431ad8ba0e1607f6a86e5fb46fa767a24ace29110ec8549b0be7d54aa5392d6f36509f5dc0c1ddb5b43666_38.jpg,"[[(613.12, 187.28), (612.61, 194.89), (618.37, 195.23), (618.0, 188.0)]]"
933,1520_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_16.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1520_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_16.jpg,"[[(577.02, 211.9), (595.05, 212.39), (595.54, 205.81), (614.29, 207.27), (614.0, 241.0), (575.81, 241.86)]]"
936,1523_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_82.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1523_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_82.jpg,"[[(359.0, 236.0), (360.03, 263.26), (362.0, 288.0), (357.43, 289.35), (356.4, 296.61), (363.14, 296.26), (379.03, 295.57), (379.21, 289.52), (371.08, 287.97), (370.0, 271.0), (369.0, 261.0), (367.46, 235.26)]]"
946,1533_8b0edc01691e80ae4f04da7f2e298a3eecbf3080787d964ffcfb019831f29291ee028a14b9d4004f37bff5613861bcf623baf05ec98fba2dc79d05d747403c1a_14.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1533_8b0edc01691e80ae4f04da7f2e298a3eecbf3080787d964ffcfb019831f29291ee028a14b9d4004f37bff5613861bcf623baf05ec98fba2dc79d05d747403c1a_14.jpg,"[[(481.95, 311.96), (482.99, 322.95), (500.61, 322.12), (501.23, 310.09)]]"
947,1534_8b0edc01691e80ae4f04da7f2e298a3eecbf3080787d964ffcfb019831f29291ee028a14b9d4004f37bff5613861bcf623baf05ec98fba2dc79d05d747403c1a_24.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1534_8b0edc01691e80ae4f04da7f2e298a3eecbf3080787d964ffcfb019831f29291ee028a14b9d4004f37bff5613861bcf623baf05ec98fba2dc79d05d747403c1a_24.jpg,"[[(404.0, 330.0), (428.0, 330.0), (428.61, 348.15), (403.85, 349.17)], [(429.0, 328.0), (463.95, 327.19), (464.76, 348.09), (429.04, 351.14)]]"
949,1536_cf301d4bb0219c3d672aaecdc6924e573e06644e749ee1f7ca9a9496ec492e4279a36ae0c4b0a5a02416bc8372d08cef75b97ff0169556ae28270db916e13422_36.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1536_cf301d4bb0219c3d672aaecdc6924e573e06644e749ee1f7ca9a9496ec492e4279a36ae0c4b0a5a02416bc8372d08cef75b97ff0169556ae28270db916e13422_36.jpg,"[[(363.0, 220.0), (379.0, 236.31), (358.87, 252.21), (344.32, 233.44)], [(96.0, 218.0), (105.37, 230.04), (94.0, 243.0), (85.0, 232.0)]]"
957,1549_48efbbb5dc080dae3532f049ffb8e616617a781a516dbe842f0fa957f2683998f255e030b4fbff6f9748ba1ea86329003c25591a10ff97bb6489c405b7c23746_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1549_48efbbb5dc080dae3532f049ffb8e616617a781a516dbe842f0fa957f2683998f255e030b4fbff6f9748ba1ea86329003c25591a10ff97bb6489c405b7c23746_0.jpg,"[[(499.15, 186.74), (530.0, 214.0), (511.0, 246.0), (479.71, 218.32)]]"
958,1550_48efbbb5dc080dae3532f049ffb8e616617a781a516dbe842f0fa957f2683998f255e030b4fbff6f9748ba1ea86329003c25591a10ff97bb6489c405b7c23746_110.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1550_48efbbb5dc080dae3532f049ffb8e616617a781a516dbe842f0fa957f2683998f255e030b4fbff6f9748ba1ea86329003c25591a10ff97bb6489c405b7c23746_110.jpg,"[[(518.75, 185.26), (550.0, 217.0), (531.41, 250.43), (499.77, 220.06)]]"
959,1551_f9bc6e97d34143ba7945bdc92e89623fa6880aea6227a4383dbf02c72723ed8360b2b0ba00e7eab4e75157cec04ff7c7bd0c5aa43ed46c10a00812a19b572823_22.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1551_f9bc6e97d34143ba7945bdc92e89623fa6880aea6227a4383dbf02c72723ed8360b2b0ba00e7eab4e75157cec04ff7c7bd0c5aa43ed46c10a00812a19b572823_22.jpg,"[[(622.0, 176.0), (613.52, 185.89), (621.0, 196.0), (629.0, 188.0)]]"
965,1557_9b5debd504781a08bf08da4eef2b3081a0e8c0b1e48a811bc3f260de3257dc4a02eac079bb076ca12100e628496e80b902d9c0919b6170a965800f302b6a290d_34.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1557_9b5debd504781a08bf08da4eef2b3081a0e8c0b1e48a811bc3f260de3257dc4a02eac079bb076ca12100e628496e80b902d9c0919b6170a965800f302b6a290d_34.jpg,"[[(619.0, 183.0), (619.0, 191.0), (625.67, 191.34), (626.0, 183.0)]]"
966,1558_9b5debd504781a08bf08da4eef2b3081a0e8c0b1e48a811bc3f260de3257dc4a02eac079bb076ca12100e628496e80b902d9c0919b6170a965800f302b6a290d_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1558_9b5debd504781a08bf08da4eef2b3081a0e8c0b1e48a811bc3f260de3257dc4a02eac079bb076ca12100e628496e80b902d9c0919b6170a965800f302b6a290d_77.jpg,"[[(652.58, 182.27), (652.92, 191.94), (661.22, 191.6), (660.52, 182.27)]]"
967,1559_78ec4207f1048980dc2712c12d6d8c7f0237887773133f8eb8df1207826113aea811b9368934b296e6ed36eee4572e5f721d074aebc8916345e687d5a35fe9bf_117.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1559_78ec4207f1048980dc2712c12d6d8c7f0237887773133f8eb8df1207826113aea811b9368934b296e6ed36eee4572e5f721d074aebc8916345e687d5a35fe9bf_117.jpg,"[[(652.71, 182.01), (660.71, 182.11), (662.0, 192.0), (652.8, 192.01)]]"
969,1561_78ec4207f1048980dc2712c12d6d8c7f0237887773133f8eb8df1207826113aea811b9368934b296e6ed36eee4572e5f721d074aebc8916345e687d5a35fe9bf_76.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1561_78ec4207f1048980dc2712c12d6d8c7f0237887773133f8eb8df1207826113aea811b9368934b296e6ed36eee4572e5f721d074aebc8916345e687d5a35fe9bf_76.jpg,"[[(628.0, 182.0), (627.65, 190.22), (635.26, 190.05), (634.76, 182.1)]]"
975,1567_ad0776d8b353aaf9ff239f8e10f57c4511f317995f2f92100dceea7992d3553278df18a21f68ddfeaa9abf5f1974fe0aeedeed7cd94d548f57325693f03bb14d_82.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1567_ad0776d8b353aaf9ff239f8e10f57c4511f317995f2f92100dceea7992d3553278df18a21f68ddfeaa9abf5f1974fe0aeedeed7cd94d548f57325693f03bb14d_82.jpg,"[[(458.32, 155.88), (457.92, 181.86), (474.97, 181.86), (474.56, 156.49)]]"
977,1569_293af1040fdca31fb8fc616aeee0d5ccfbe123b18dff9f6cec26bcd8c82fd0d6cda761bee6cecb165713fe04def1884c1ebb1cc516489c1572b24e5b9b66a9e4_12.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1569_293af1040fdca31fb8fc616aeee0d5ccfbe123b18dff9f6cec26bcd8c82fd0d6cda761bee6cecb165713fe04def1884c1ebb1cc516489c1572b24e5b9b66a9e4_12.jpg,"[[(282.0, 157.0), (293.78, 168.55), (281.4, 178.9), (269.02, 168.75)]]"
980,1572_c01859c129a42c55717e62b2462cb9c341ff8535d88575ff92bb5199427e15cb8a1f7a7a278e1c5cc3eb13c2e813456d92cf23eb2becd860473200d17826fed1_42.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1572_c01859c129a42c55717e62b2462cb9c341ff8535d88575ff92bb5199427e15cb8a1f7a7a278e1c5cc3eb13c2e813456d92cf23eb2becd860473200d17826fed1_42.jpg,"[[(164.56, 166.39), (135.76, 197.81), (106.96, 175.12), (133.14, 141.96)]]"
995,1587_ae6812783986ca812283075fca75e3609da16fdaada8eeacfaeb11594d0a9359b414becd5ed795d28bd436909040cfb882dba2766dda7728a22900e335dab17c_44.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1587_ae6812783986ca812283075fca75e3609da16fdaada8eeacfaeb11594d0a9359b414becd5ed795d28bd436909040cfb882dba2766dda7728a22900e335dab17c_44.jpg,"[[(165.88, 229.65), (179.02, 241.05), (170.72, 256.6), (155.69, 245.55)], [(421.0, 219.0), (431.79, 236.97), (413.75, 247.96), (402.97, 229.72)]]"
998,1590_950c8b65d36cedb465cc0ccd15eee59cc4c28aaf599aed64918ce50121f2c2e0373a93a4b9e60a2ba9ff52508c9e8a32dc6e04b5ac528b1af43294b286c8e02c_117.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1590_950c8b65d36cedb465cc0ccd15eee59cc4c28aaf599aed64918ce50121f2c2e0373a93a4b9e60a2ba9ff52508c9e8a32dc6e04b5ac528b1af43294b286c8e02c_117.jpg,"[[(257.76, 216.7), (266.0, 224.0), (259.0, 231.0), (251.0, 225.0)], [(398.0, 218.0), (405.0, 227.0), (395.02, 232.41), (388.62, 224.29)]]"
999,1591_950c8b65d36cedb465cc0ccd15eee59cc4c28aaf599aed64918ce50121f2c2e0373a93a4b9e60a2ba9ff52508c9e8a32dc6e04b5ac528b1af43294b286c8e02c_36.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1591_950c8b65d36cedb465cc0ccd15eee59cc4c28aaf599aed64918ce50121f2c2e0373a93a4b9e60a2ba9ff52508c9e8a32dc6e04b5ac528b1af43294b286c8e02c_36.jpg,"[[(71.0, 245.0), (87.0, 265.0), (76.0, 290.0), (59.92, 269.38)], [(624.0, 245.0), (639.0, 277.0), (616.5, 302.08), (600.46, 269.6)]]"
1000,1592_950c8b65d36cedb465cc0ccd15eee59cc4c28aaf599aed64918ce50121f2c2e0373a93a4b9e60a2ba9ff52508c9e8a32dc6e04b5ac528b1af43294b286c8e02c_67.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1592_950c8b65d36cedb465cc0ccd15eee59cc4c28aaf599aed64918ce50121f2c2e0373a93a4b9e60a2ba9ff52508c9e8a32dc6e04b5ac528b1af43294b286c8e02c_67.jpg,"[[(606.88, 248.07), (620.07, 276.49), (596.0, 299.0), (581.71, 267.15)], [(61.79, 250.34), (78.0, 270.0), (69.0, 297.0), (51.84, 276.53)]]"
1002,1594_407d582e4788ebb63b155a187b63181ae809ed2f61f69fb680a26e8cffd231290ffc384c9105b1e4804f78824e0495881cb3aacee0c5d6cd8cf895d8832c39df_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1594_407d582e4788ebb63b155a187b63181ae809ed2f61f69fb680a26e8cffd231290ffc384c9105b1e4804f78824e0495881cb3aacee0c5d6cd8cf895d8832c39df_0.jpg,"[[(421.0, 219.0), (431.23, 236.14), (414.38, 247.3), (403.0, 230.0)], [(165.0, 230.0), (180.0, 240.0), (170.35, 256.27), (155.0, 246.0)]]"
1003,1595_407d582e4788ebb63b155a187b63181ae809ed2f61f69fb680a26e8cffd231290ffc384c9105b1e4804f78824e0495881cb3aacee0c5d6cd8cf895d8832c39df_26.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1595_407d582e4788ebb63b155a187b63181ae809ed2f61f69fb680a26e8cffd231290ffc384c9105b1e4804f78824e0495881cb3aacee0c5d6cd8cf895d8832c39df_26.jpg,"[[(572.0, 219.0), (571.91, 235.78), (562.91, 235.78), (563.0, 219.0)]]"
1005,1597_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1597_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_0.jpg,"[[(437.0, 190.0), (447.5, 190.15), (447.79, 197.65), (437.1, 197.75), (437.0, 194.0)]]"
1006,1598_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_13.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1598_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_13.jpg,"[[(444.74, 185.7), (459.86, 185.7), (460.29, 200.24), (441.72, 200.39), (442.0, 186.0)]]"
1007,1599_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_27.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1599_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_27.jpg,"[[(620.34, 177.69), (667.69, 185.0), (667.11, 243.46), (619.0, 245.0)], [(240.0, 171.0), (265.0, 172.0), (264.0, 194.0), (239.85, 194.06)]]"
1008,1600_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_47.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1600_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_47.jpg,"[[(260.25, 186.67), (277.01, 205.1), (298.79, 187.67), (281.0, 166.0)], [(585.95, 223.19), (599.01, 241.29), (612.42, 226.88), (602.36, 204.09)]]"
1011,1603_c5201fd6a5d627e42ae6963ed15f4f66709cbba15943873d5af6782f4d4415115e87116ae5808c31739931229dd24db6c26e4b6ba5dbc47943cfa7b8280db2e0_27.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1603_c5201fd6a5d627e42ae6963ed15f4f66709cbba15943873d5af6782f4d4415115e87116ae5808c31739931229dd24db6c26e4b6ba5dbc47943cfa7b8280db2e0_27.jpg,"[[(548.59, 94.87), (548.16, 115.08), (560.2, 116.8), (561.92, 95.73)]]"
1014,1606_c5201fd6a5d627e42ae6963ed15f4f66709cbba15943873d5af6782f4d4415115e87116ae5808c31739931229dd24db6c26e4b6ba5dbc47943cfa7b8280db2e0_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1606_c5201fd6a5d627e42ae6963ed15f4f66709cbba15943873d5af6782f4d4415115e87116ae5808c31739931229dd24db6c26e4b6ba5dbc47943cfa7b8280db2e0_77.jpg,"[[(112.0, 147.0), (121.57, 157.48), (131.77, 156.73), (143.47, 141.3), (127.05, 125.38)]]"
1015,1607_a00ea1661b97ff623b675fdc249d6b4da5d844e2e3e04667353eb49a13fef866763423d69092060f337bbb9e3f6c01765fb6ecf658fd87a9748d162a1cf1a34e_11.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1607_a00ea1661b97ff623b675fdc249d6b4da5d844e2e3e04667353eb49a13fef866763423d69092060f337bbb9e3f6c01765fb6ecf658fd87a9748d162a1cf1a34e_11.jpg,"[[(213.0, 391.0), (220.48, 391.13), (221.82, 400.51), (212.44, 399.84)], [(648.94, 374.03), (661.68, 372.87), (664.0, 393.13), (649.52, 395.45)], [(661.0, 374.0), (643.15, 358.39), (659.0, 329.0), (676.0, 351.0)], [(208.85, 384.77), (216.89, 391.8), (225.94, 385.44), (217.56, 374.04)]]"
1022,1614_538585d8f2f846991966047b94ca3ac3ac2a9d5067df467224fcd5161cdb59a4a7824de7b06839fc7914addd5277e2ed100a86caa2a7b600fb0a1f90c1f9befb_60.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1614_538585d8f2f846991966047b94ca3ac3ac2a9d5067df467224fcd5161cdb59a4a7824de7b06839fc7914addd5277e2ed100a86caa2a7b600fb0a1f90c1f9befb_60.jpg,"[[(541.47, 199.97), (554.31, 217.0), (569.95, 201.65), (556.55, 182.66)]]"
1025,1617_1d713d22d2c50b1e03dbd007e0eeda14f11cbf944650bce22771c3e59c4dbcd826a918be4489e77166d2e7b28dfc58572baa0a6099a82da85de1d5ba6e215463_4.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1617_1d713d22d2c50b1e03dbd007e0eeda14f11cbf944650bce22771c3e59c4dbcd826a918be4489e77166d2e7b28dfc58572baa0a6099a82da85de1d5ba6e215463_4.jpg,"[[(487.98, 112.31), (523.3, 156.32), (562.67, 132.58), (528.51, 82.21)]]"
1028,1620_8f928e7524d101ca4d182347f6512f3379493fb700729720947e6f5b88f4c8de27f75a69e177d34e119702c2d187ad1a3561018cce511eff3d6d215b0dd0023c_27.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1620_8f928e7524d101ca4d182347f6512f3379493fb700729720947e6f5b88f4c8de27f75a69e177d34e119702c2d187ad1a3561018cce511eff3d6d215b0dd0023c_27.jpg,"[[(618.65, 247.99), (619.65, 287.53), (636.74, 284.51), (636.07, 246.31)]]"
1030,1622_6e2330ff62907a02539ce2748354986ca91c122f9b515bd4b6475269538113eef552899ec945acd1b04853b4b0789a93bec73bd60284e19b5c7b91eccd8c09d9_33.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1622_6e2330ff62907a02539ce2748354986ca91c122f9b515bd4b6475269538113eef552899ec945acd1b04853b4b0789a93bec73bd60284e19b5c7b91eccd8c09d9_33.jpg,"[[(206.96, 249.97), (234.06, 286.1), (270.19, 258.31), (242.0, 219.0)]]"
1034,1626_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_27.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1626_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_27.jpg,"[[(304.0, 186.0), (311.0, 183.0), (315.88, 185.64), (311.0, 194.0)], [(292.0, 193.0), (301.24, 200.25), (310.0, 193.0), (302.0, 182.0)]]"
1035,1627_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_33.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1627_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_33.jpg,"[[(159.63, 236.21), (135.55, 207.4), (161.35, 179.88), (188.44, 208.69)], [(261.5, 190.85), (270.83, 199.56), (278.91, 191.88), (272.07, 181.1)]]"
1037,1629_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_73.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1629_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_73.jpg,"[[(537.47, 242.37), (554.76, 241.57), (555.96, 258.05), (537.47, 259.66)], [(537.47, 208.6), (537.47, 220.66), (553.95, 222.27), (554.35, 208.6)]]"
1038,1630_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1630_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_77.jpg,"[[(447.36, 204.5), (447.36, 218.97), (465.85, 219.37), (463.04, 204.5)]]"
1039,1631_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_105.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1631_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_105.jpg,"[[(536.5, 242.21), (554.19, 240.2), (555.8, 259.1), (537.31, 258.3)], [(536.5, 208.44), (536.9, 221.7), (557.0, 222.0), (557.41, 207.63)]]"
1041,1633_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_59.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1633_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_59.jpg,"[[(310.88, 183.07), (315.72, 187.92), (311.0, 194.0), (306.03, 186.95)], [(291.95, 191.76), (300.33, 200.14), (311.0, 193.0), (302.34, 181.38)]]"
1042,1634_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_65.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1634_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_65.jpg,"[[(261.19, 190.34), (270.04, 200.58), (279.81, 192.67), (272.0, 181.0)], [(137.87, 206.43), (159.58, 234.57), (186.12, 206.83), (162.03, 177.88)]]"
1043,1635_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_72.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1635_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_72.jpg,"[[(66.71, 223.76), (86.01, 247.89), (102.41, 219.42), (83.11, 192.88)]]"
1044,1636_219729e9f901bef243503afb21dcb08fcf8d7c474f8f62c0f7c71454335928bb3d7fc7938ce26d36f17c3d90f9870bda5295fa8b2b801f127f26893d7645c0aa_17.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1636_219729e9f901bef243503afb21dcb08fcf8d7c474f8f62c0f7c71454335928bb3d7fc7938ce26d36f17c3d90f9870bda5295fa8b2b801f127f26893d7645c0aa_17.jpg,"[[(422.35, 333.89), (422.35, 340.59), (436.03, 340.87), (434.92, 334.17)], [(497.63, 371.14), (499.31, 384.26), (525.0, 382.0), (523.04, 368.07)]]"
1045,1637_219729e9f901bef243503afb21dcb08fcf8d7c474f8f62c0f7c71454335928bb3d7fc7938ce26d36f17c3d90f9870bda5295fa8b2b801f127f26893d7645c0aa_21.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1637_219729e9f901bef243503afb21dcb08fcf8d7c474f8f62c0f7c71454335928bb3d7fc7938ce26d36f17c3d90f9870bda5295fa8b2b801f127f26893d7645c0aa_21.jpg,"[[(438.04, 342.21), (438.38, 351.26), (455.47, 352.26), (454.8, 342.55)]]"
1046,1638_219729e9f901bef243503afb21dcb08fcf8d7c474f8f62c0f7c71454335928bb3d7fc7938ce26d36f17c3d90f9870bda5295fa8b2b801f127f26893d7645c0aa_48.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1638_219729e9f901bef243503afb21dcb08fcf8d7c474f8f62c0f7c71454335928bb3d7fc7938ce26d36f17c3d90f9870bda5295fa8b2b801f127f26893d7645c0aa_48.jpg,"[[(415.58, 298.6), (421.11, 305.34), (427.68, 299.12), (421.8, 290.65)]]"
1049,1641_71af85529a2790aaa41e6e1bc88e70bde0bbc4234c1abdd8c20ca963818519954212ba2dcfaa7391965584f429b08207ac3ef34db76adbb19b3b004c8c1d2f51_14.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1641_71af85529a2790aaa41e6e1bc88e70bde0bbc4234c1abdd8c20ca963818519954212ba2dcfaa7391965584f429b08207ac3ef34db76adbb19b3b004c8c1d2f51_14.jpg,"[[(330.65, 180.71), (339.03, 187.96), (347.68, 180.43), (338.47, 170.09)], [(439.1, 179.06), (450.0, 187.0), (458.65, 179.62), (449.0, 169.0)]]"
1059,1651_2f9c7a0fb526bf76ea4d1a80bbaaf9cee926eff061c68bc0da3dc24538f776c851139486412531c7ce91b1ae455c7984318b0503886bd17b7456887cbde3decc_20.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1651_2f9c7a0fb526bf76ea4d1a80bbaaf9cee926eff061c68bc0da3dc24538f776c851139486412531c7ce91b1ae455c7984318b0503886bd17b7456887cbde3decc_20.jpg,"[[(631.92, 290.3), (610.21, 251.22), (635.78, 229.02), (661.83, 263.76)], [(478.53, 181.74), (490.0, 192.0), (500.31, 182.3), (489.42, 169.17)]]"
1060,1652_2f9c7a0fb526bf76ea4d1a80bbaaf9cee926eff061c68bc0da3dc24538f776c851139486412531c7ce91b1ae455c7984318b0503886bd17b7456887cbde3decc_34.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1652_2f9c7a0fb526bf76ea4d1a80bbaaf9cee926eff061c68bc0da3dc24538f776c851139486412531c7ce91b1ae455c7984318b0503886bd17b7456887cbde3decc_34.jpg,"[[(569.19, 169.67), (591.87, 193.8), (611.65, 170.16), (590.9, 141.21)]]"
