,name,path,person
598,1179_179dcf79e70aed2918673422930a2aafd4ca636dbcab85cea12648f21c7841131433053c75bc3fd7609f603fc4cc7468f4ace593c6fa56450969a88ce99a0282_50.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1179_179dcf79e70aed2918673422930a2aafd4ca636dbcab85cea12648f21c7841131433053c75bc3fd7609f603fc4cc7468f4ace593c6fa56450969a88ce99a0282_50.jpg,"[[(454.57, 205.12), (455.08, 195.13), (456.43, 189.9), (455.25, 185.82), (454.57, 183.98), (451.87, 182.95), (451.02, 185.32), (449.5, 187.36), (448.14, 190.56), (446.45, 192.44), (449.16, 194.28), (450.0, 199.2), (450.17, 204.77), (450.17, 205.61)]]"
619,1206_635b4dd83f369df561a429bb3012adaa7cbb9445208ae9e2d5aabfa92d2459b8e9bcf39ecefdc6b20a3a22c36c5d02519177704336a838b90982f6c27a5a6909_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1206_635b4dd83f369df561a429bb3012adaa7cbb9445208ae9e2d5aabfa92d2459b8e9bcf39ecefdc6b20a3a22c36c5d02519177704336a838b90982f6c27a5a6909_0.jpg,"[[(50.66, 256.68), (50.05, 265.0), (51.07, 267.23), (51.07, 275.75), (47.62, 281.23), (49.85, 283.26), (56.35, 285.29), (56.75, 289.35), (60.81, 290.37), (60.61, 279.61), (60.2, 274.33), (63.65, 274.54), (62.84, 260.73), (63.0, 256.0), (62.0, 253.0), (59.0, 253.0), (54.0, 254.0)]]"
625,1212_9ca04ab43fbbc8927071eb37d41f5b8b4ba971e4e38bab295c89a396843062942d160ef438c8803e50df853faee118429506688d7129ada8093ae34e995cebde_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1212_9ca04ab43fbbc8927071eb37d41f5b8b4ba971e4e38bab295c89a396843062942d160ef438c8803e50df853faee118429506688d7129ada8093ae34e995cebde_0.jpg,"[[(385.15, 212.12), (384.82, 217.87), (384.14, 226.84), (383.97, 231.58), (385.66, 233.44), (383.97, 233.94), (375.01, 235.47), (373.65, 234.79), (374.84, 231.91), (376.02, 224.98), (377.04, 217.37), (375.34, 216.52), (375.18, 211.79), (377.88, 209.93), (379.0, 207.0), (380.0, 205.0), (382.96, 205.87), (383.63, 210.09)]]"
626,1213_9ca04ab43fbbc8927071eb37d41f5b8b4ba971e4e38bab295c89a396843062942d160ef438c8803e50df853faee118429506688d7129ada8093ae34e995cebde_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1213_9ca04ab43fbbc8927071eb37d41f5b8b4ba971e4e38bab295c89a396843062942d160ef438c8803e50df853faee118429506688d7129ada8093ae34e995cebde_77.jpg,"[[(323.0, 192.0), (324.61, 197.41), (328.06, 198.22), (328.67, 203.29), (326.64, 207.35), (325.0, 218.0), (325.0, 230.0), (319.0, 230.0), (319.0, 216.0), (316.0, 208.0), (313.0, 204.0), (318.0, 192.0)]]"
744,1331_bfb88000cbf3178dcaa22716aa0e69c240aff88c0ed01a9487e29dcb5e866859ffc267dbf053f5fbee8d566447d1e220918f4150a81596acf3ba42edf2a0b9c8_70.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1331_bfb88000cbf3178dcaa22716aa0e69c240aff88c0ed01a9487e29dcb5e866859ffc267dbf053f5fbee8d566447d1e220918f4150a81596acf3ba42edf2a0b9c8_70.jpg,"[[(312.56, 218.07), (309.88, 213.37), (310.55, 208.01), (312.56, 205.67), (313.56, 200.31), (317.58, 199.97), (318.59, 204.33), (321.94, 207.68), (321.94, 211.03), (321.94, 217.4), (321.94, 220.08), (320.26, 220.41), (320.26, 228.45), (318.92, 229.12), (318.25, 225.44), (317.58, 219.14), (317.85, 230.3), (316.18, 231.44), (315.91, 226.11), (313.93, 220.24)], [(295.13, 231.13), (292.79, 231.13), (291.45, 221.08), (288.1, 219.41), (286.09, 231.47), (282.74, 232.14), (281.73, 226.44), (284.41, 217.06), (282.4, 214.72), (283.74, 211.03), (285.75, 209.35), (287.09, 203.99), (289.1, 202.32), (292.12, 201.98), (294.8, 206.0), (297.14, 207.01), (298.82, 212.03), (297.48, 215.05), (293.12, 216.39), (295.8, 223.09)]]"
745,1332_bfb88000cbf3178dcaa22716aa0e69c240aff88c0ed01a9487e29dcb5e866859ffc267dbf053f5fbee8d566447d1e220918f4150a81596acf3ba42edf2a0b9c8_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1332_bfb88000cbf3178dcaa22716aa0e69c240aff88c0ed01a9487e29dcb5e866859ffc267dbf053f5fbee8d566447d1e220918f4150a81596acf3ba42edf2a0b9c8_77.jpg,"[[(434.22, 229.48), (438.41, 228.78), (438.88, 225.06), (438.18, 223.66), (433.52, 223.89), (428.17, 225.99), (421.42, 229.24), (419.8, 233.2), (422.12, 239.48), (423.29, 248.09), (423.52, 248.79), (427.94, 248.79), (429.8, 248.56), (429.57, 243.9), (428.87, 241.11), (428.17, 237.16), (427.01, 232.04), (428.87, 236.46), (429.34, 240.41), (430.73, 245.53), (431.9, 248.56), (433.52, 248.56), (434.92, 248.56), (435.39, 244.6), (433.99, 238.32), (433.06, 234.13), (432.83, 230.18)], [(379.54, 239.72), (378.84, 235.76), (376.98, 231.34), (375.82, 227.62), (375.82, 223.43), (376.28, 219.7), (379.31, 217.38), (381.4, 215.98), (382.1, 212.49), (382.56, 210.63), (385.82, 210.63), (387.68, 213.19), (388.38, 215.75), (388.15, 219.01), (388.15, 222.03), (389.08, 226.22), (389.08, 230.18), (389.31, 234.36), (389.55, 238.32), (389.55, 242.51), (389.55, 247.63), (389.55, 249.26), (385.12, 250.42), (383.96, 248.56), (384.19, 243.21), (384.89, 239.72), (384.43, 237.85), (382.8, 240.65), (382.33, 242.74), (381.4, 244.83), (381.17, 246.93), (381.17, 250.42), (381.17, 251.35), (379.07, 250.88), (376.75, 249.02), (374.89, 246.93), (374.19, 244.6), (376.28, 242.04)], [(353.36, 212.58), (353.36, 208.16), (358.02, 207.0), (358.95, 211.65), (361.51, 211.65), (361.97, 217.0), (360.81, 222.36), (361.74, 225.61), (362.2, 229.8), (359.41, 232.36), (359.41, 239.11), (357.32, 240.97), (357.55, 227.71), (356.39, 241.44), (353.59, 241.44), (353.36, 234.92), (353.36, 228.87), (351.5, 226.78), (351.04, 224.68), (351.27, 219.8), (351.27, 217.47), (350.8, 215.14), (351.04, 214.45)]]"
758,1345_5ca23ba1e42ca76f4d59a2d705dfba7995b3ef036e7b4f7bfe8d91758d30b3b6f4f774ee8862b2f5ca6a2494a83af5b8f4a0dba232b604ff551dc9f0da1febcb_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1345_5ca23ba1e42ca76f4d59a2d705dfba7995b3ef036e7b4f7bfe8d91758d30b3b6f4f774ee8862b2f5ca6a2494a83af5b8f4a0dba232b604ff551dc9f0da1febcb_0.jpg,"[[(457.87, 280.05), (463.6, 282.92), (465.03, 294.38), (465.98, 317.77), (463.6, 333.05), (456.91, 334.48), (452.14, 333.05), (455.48, 327.32), (455.96, 317.77), (454.52, 326.84), (451.18, 327.8), (449.27, 323.5), (451.18, 319.2), (454.05, 302.49), (452.61, 294.38), (454.05, 281.48), (454.05, 277.66)], [(444.02, 281.96), (442.59, 275.75), (446.88, 273.84), (450.23, 276.71), (450.23, 280.05), (456.91, 287.21), (456.91, 290.08), (450.7, 287.21), (452.14, 311.56), (447.84, 312.04), (446.88, 301.06), (445.93, 312.04), (441.15, 313.0), (441.15, 305.36), (441.15, 295.81), (441.63, 291.03), (441.63, 288.17), (440.2, 283.39)], [(95.03, 300.82), (95.03, 297.48), (96.94, 288.41), (102.67, 286.02), (107.44, 289.84), (107.92, 296.52), (106.96, 299.39), (107.44, 306.55), (110.78, 316.1), (113.65, 325.17), (109.35, 339.5), (108.87, 348.09), (106.96, 362.89), (111.26, 366.24), (104.58, 368.62), (105.05, 335.68), (102.19, 371.49), (95.5, 370.06), (95.5, 358.6), (95.5, 348.09), (97.41, 345.7), (96.94, 339.02), (94.55, 325.17), (92.64, 315.15), (92.64, 306.55)]]"
759,1346_5ca23ba1e42ca76f4d59a2d705dfba7995b3ef036e7b4f7bfe8d91758d30b3b6f4f774ee8862b2f5ca6a2494a83af5b8f4a0dba232b604ff551dc9f0da1febcb_50.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1346_5ca23ba1e42ca76f4d59a2d705dfba7995b3ef036e7b4f7bfe8d91758d30b3b6f4f774ee8862b2f5ca6a2494a83af5b8f4a0dba232b604ff551dc9f0da1febcb_50.jpg,"[[(189.42, 301.87), (191.81, 292.8), (195.15, 286.59), (199.45, 290.89), (200.41, 299.48), (206.61, 309.03), (208.05, 314.29), (207.09, 322.88), (205.66, 331.0), (201.36, 332.43), (201.84, 309.51), (200.41, 342.46), (201.84, 357.74), (198.02, 358.21), (196.59, 337.68), (195.15, 339.12), (198.5, 367.76), (192.29, 365.85), (191.33, 350.57), (190.38, 343.41), (186.56, 340.55), (185.6, 324.79), (185.6, 314.29), (180.83, 320.49), (175.1, 324.31), (169.85, 327.18), (166.98, 326.22), (166.51, 322.88), (169.85, 319.54), (176.53, 314.76), (181.31, 311.42), (187.51, 306.17)], [(143.11, 306.65), (143.11, 298.05), (145.5, 292.32), (149.79, 291.84), (152.66, 297.57), (152.66, 305.69), (157.43, 310.94), (166.03, 318.11), (164.12, 325.75), (156.96, 330.52), (156.48, 347.23), (156.96, 370.15), (153.14, 378.27), (150.27, 347.71), (149.79, 362.03), (152.18, 380.66), (145.02, 383.52), (144.06, 378.75), (144.06, 373.49), (142.63, 355.83), (140.0, 342.0), (136.0, 335.0), (132.6, 327.18), (129.74, 336.25), (132.13, 322.4), (136.42, 311.9), (138.81, 308.08)], [(72.44, 319.06), (73.4, 309.03), (74.83, 302.83), (79.13, 302.35), (82.47, 306.17), (83.42, 312.38), (86.29, 320.02), (92.5, 327.18), (96.79, 339.59), (94.41, 362.99), (92.97, 366.81), (91.06, 362.51), (91.54, 408.35), (84.86, 412.65), (82.95, 371.58), (81.99, 413.6), (79.13, 417.42), (71.49, 417.42), (71.96, 411.22), (75.31, 402.14), (74.35, 386.86), (72.44, 381.61), (70.05, 373.97), (70.05, 359.17), (71.01, 349.14), (66.23, 345.8), (63.37, 342.94), (64.8, 334.82), (64.8, 323.36), (67.67, 319.54)]]"
760,1347_5ca23ba1e42ca76f4d59a2d705dfba7995b3ef036e7b4f7bfe8d91758d30b3b6f4f774ee8862b2f5ca6a2494a83af5b8f4a0dba232b604ff551dc9f0da1febcb_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1347_5ca23ba1e42ca76f4d59a2d705dfba7995b3ef036e7b4f7bfe8d91758d30b3b6f4f774ee8862b2f5ca6a2494a83af5b8f4a0dba232b604ff551dc9f0da1febcb_77.jpg,"[[(342.7, 300.92), (342.22, 294.71), (341.74, 290.41), (343.65, 287.55), (350.34, 288.5), (352.25, 292.32), (353.2, 301.39), (356.05, 307.47), (360.84, 313.81), (361.8, 320.49), (362.27, 329.09), (363.23, 332.91), (358.93, 333.39), (355.11, 331.95), (355.11, 325.75), (355.11, 315.24), (354.63, 325.75), (353.68, 331.95), (355.11, 341.5), (355.11, 349.62), (355.11, 361.56), (355.11, 364.42), (349.38, 362.99), (347.47, 354.39), (346.04, 341.03), (345.56, 355.35), (343.65, 361.56), (339.35, 364.42), (336.49, 363.47), (336.49, 358.21), (337.44, 353.44), (336.01, 341.5), (336.01, 323.84), (336.49, 316.67), (334.1, 314.76), (330.76, 313.33), (327.89, 309.03), (327.89, 303.3), (330.28, 302.83), (334.58, 303.3), (337.92, 305.69), (338.4, 304.74)], [(136.42, 308.08), (135.47, 302.83), (135.47, 295.19), (138.33, 289.46), (144.54, 291.37), (145.5, 299.48), (145.5, 307.6), (148.36, 312.38), (148.36, 319.54), (150.75, 331.0), (150.27, 344.85), (150.27, 353.92), (146.93, 357.26), (144.06, 357.26), (139.0, 358.0), (138.33, 353.44), (138.33, 347.71), (133.56, 343.89), (133.08, 331.48), (132.13, 322.88), (132.13, 313.33)], [(469.77, 378.84), (470.35, 361.08), (473.21, 351.34), (475.5, 347.9), (485.24, 341.6), (486.96, 340.45), (489.83, 330.14), (494.41, 324.41), (499.0, 322.69), (505.3, 323.84), (510.46, 328.99), (507.59, 343.32), (504.73, 350.77), (511.03, 355.92), (513.32, 365.66), (488.68, 375.4), (471.49, 381.71)], [(490.97, 378.84), (496.13, 369.67), (506.44, 367.96), (516.19, 369.1), (521.91, 379.41), (523.06, 389.73), (522.49, 396.6), (516.19, 398.9), (533.95, 422.96), (543.69, 448.17), (545.41, 457.34), (544.83, 463.64), (536.24, 464.22), (535.09, 456.19), (532.23, 442.44), (523.06, 427.55), (511.6, 412.65), (508.16, 409.21), (500.14, 422.96), (492.69, 428.69), (497.85, 439.58), (497.28, 460.21), (500.71, 479.11), (502.43, 491.15), (501.29, 502.61), (507.59, 510.63), (504.73, 514.07), (496.7, 512.92), (483.53, 508.34), (485.82, 503.18), (487.54, 491.72), (482.38, 472.81), (477.8, 445.88), (474.93, 442.44), (468.63, 449.89), (465.19, 463.07), (462.9, 474.53), (460.61, 477.39), (456.6, 480.26), (456.02, 493.44), (446.85, 500.89), (441.7, 502.61), (438.26, 497.45), (440.55, 492.29), (444.56, 485.99), (444.56, 479.69), (443.99, 471.09), (445.71, 471.09), (445.71, 454.48), (451.44, 448.17), (457.74, 425.83), (461.75, 409.78), (466.91, 392.02), (476.65, 381.13), (479.51, 378.84)]]"
762,1349_4842b384eb3c515b67f83d2b0e813cf6a6babe00ce41161e4452b61d76ef9f18c969d9984ed989a263ea3e8a72286b26d3adcc05dcbb11fdfa8736340cfc11be_34.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1349_4842b384eb3c515b67f83d2b0e813cf6a6babe00ce41161e4452b61d76ef9f18c969d9984ed989a263ea3e8a72286b26d3adcc05dcbb11fdfa8736340cfc11be_34.jpg,"[[(679.78, 326.95), (679.78, 321.81), (684.13, 319.83), (686.1, 324.18), (690.05, 330.5), (687.29, 337.61), (687.29, 345.91), (684.92, 350.65), (684.92, 360.14), (680.96, 361.32), (680.96, 357.76), (678.59, 361.32), (675.43, 361.72), (676.22, 354.6), (676.62, 349.07), (675.43, 343.94), (674.64, 338.01), (674.64, 333.66), (674.64, 327.34)]]"
779,1366_95b713ce609e0ce0278ba93f076a5567d7ee3aa79938010e046cc379a0b33f28154c03c0b88652a4760db981fb81e837b02b4a0eb358aa97a605db3837519b45_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1366_95b713ce609e0ce0278ba93f076a5567d7ee3aa79938010e046cc379a0b33f28154c03c0b88652a4760db981fb81e837b02b4a0eb358aa97a605db3837519b45_0.jpg,"[[(296.91, 190.66), (295.57, 185.63), (294.9, 180.94), (298.58, 177.92), (298.58, 172.9), (302.94, 172.9), (302.94, 177.59), (305.62, 180.6), (307.63, 184.96), (307.3, 191.33), (307.3, 196.69), (310.65, 203.72), (307.63, 205.07), (304.62, 199.7), (303.61, 194.01), (301.27, 194.01), (302.27, 203.72), (298.92, 204.06), (298.58, 200.37), (297.58, 194.01)], [(615.13, 302.81), (618.02, 285.44), (635.97, 265.17), (650.45, 256.49), (663.76, 253.59), (668.97, 248.96), (679.98, 248.38), (685.77, 251.86), (685.19, 262.86), (681.13, 272.12), (684.03, 283.12), (691.56, 290.07), (692.14, 297.02), (678.82, 297.6), (668.97, 289.49), (667.24, 268.07), (661.45, 291.23), (659.13, 321.92), (660.29, 348.55), (657.97, 371.71), (644.08, 375.18), (637.71, 369.97), (638.29, 341.6), (634.23, 320.18), (634.23, 348.55), (631.34, 364.18), (627.86, 368.82), (621.5, 366.5), (618.02, 360.71), (618.6, 336.97), (615.13, 323.65)]]"
780,1367_95b713ce609e0ce0278ba93f076a5567d7ee3aa79938010e046cc379a0b33f28154c03c0b88652a4760db981fb81e837b02b4a0eb358aa97a605db3837519b45_34.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1367_95b713ce609e0ce0278ba93f076a5567d7ee3aa79938010e046cc379a0b33f28154c03c0b88652a4760db981fb81e837b02b4a0eb358aa97a605db3837519b45_34.jpg,"[[(301.33, 178.19), (301.33, 174.56), (304.68, 172.61), (308.03, 174.0), (308.31, 178.19), (311.38, 180.98), (314.46, 184.33), (311.38, 186.85), (312.22, 192.15), (311.94, 198.85), (314.46, 203.88), (316.69, 205.84), (309.99, 205.56), (307.75, 196.06), (305.24, 198.02), (307.48, 206.39), (307.48, 209.47), (303.57, 208.07), (303.29, 201.09), (301.89, 192.71), (301.05, 188.8), (298.26, 188.52), (296.31, 186.85), (296.03, 183.5), (298.54, 182.1), (300.22, 181.26)]]"
809,1396_7d44cbc3ab48dfbe1b9a136db73bea6d74ebc43ed866a2ca356e2739b2a953e021e54fe8243905649a29bfb1af61b82326bd2e34efa3e2bc5700606761863a12_24.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1396_7d44cbc3ab48dfbe1b9a136db73bea6d74ebc43ed866a2ca356e2739b2a953e021e54fe8243905649a29bfb1af61b82326bd2e34efa3e2bc5700606761863a12_24.jpg,"[[(712.0, 274.0), (714.75, 270.76), (717.72, 269.77), (721.03, 274.4), (723.01, 279.35), (727.31, 285.3), (729.62, 288.61), (729.95, 292.9), (727.64, 297.86), (727.64, 305.13), (728.3, 309.42), (729.62, 314.05), (729.95, 319.0), (730.61, 322.31), (727.64, 325.61), (725.65, 325.94), (721.69, 321.65), (720.04, 317.35), (720.37, 305.79), (720.37, 312.07), (720.7, 318.67), (720.04, 323.63), (717.72, 322.97), (713.76, 321.32), (714.42, 314.38), (712.11, 306.45), (712.11, 300.17), (713.1, 295.88), (714.75, 283.65), (715.41, 279.68)], [(701.83, 277.9), (701.5, 274.93), (701.17, 269.97), (703.81, 267.66), (707.12, 266.34), (709.76, 269.31), (710.09, 275.26), (713.73, 277.9), (714.72, 280.54), (714.72, 287.15), (712.74, 294.75), (712.74, 302.68), (713.07, 310.61), (714.06, 319.2), (714.39, 322.51), (708.77, 321.19), (707.45, 317.22), (708.77, 309.95), (708.77, 305.99), (706.79, 304.99), (705.8, 311.27), (705.8, 319.53), (705.8, 323.5), (701.5, 323.17), (698.86, 318.21), (700.18, 306.32), (699.19, 297.73), (695.22, 293.76), (694.23, 285.83), (695.55, 279.88), (697.54, 278.56)]]"
820,1407_0048f3ce2afeb050f32b3feb4f33b3a77593db723c03808ed40f91a8bc50e770f1e72ae69b5ef5912603dc3cfa26507db4ed28d601fb8ac8c96ce9cf12475024_22.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1407_0048f3ce2afeb050f32b3feb4f33b3a77593db723c03808ed40f91a8bc50e770f1e72ae69b5ef5912603dc3cfa26507db4ed28d601fb8ac8c96ce9cf12475024_22.jpg,"[[(480.35, 200.96), (479.84, 196.4), (482.04, 193.69), (482.0, 192.0), (482.0, 190.0), (482.72, 186.42), (484.07, 185.74), (485.76, 188.45), (488.3, 193.86), (489.31, 201.47)], [(665.0, 184.0), (664.15, 180.13), (663.59, 177.45), (665.84, 174.77), (667.82, 174.92), (671.2, 178.16), (670.36, 179.99), (671.34, 183.79), (673.6, 185.2), (675.01, 187.6), (673.03, 192.96), (672.47, 199.02), (671.34, 201.98), (667.4, 204.09), (665.42, 206.07), (658.23, 205.78), (658.94, 198.03), (662.32, 190.56), (660.63, 187.18)]]"
821,1408_0048f3ce2afeb050f32b3feb4f33b3a77593db723c03808ed40f91a8bc50e770f1e72ae69b5ef5912603dc3cfa26507db4ed28d601fb8ac8c96ce9cf12475024_44.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1408_0048f3ce2afeb050f32b3feb4f33b3a77593db723c03808ed40f91a8bc50e770f1e72ae69b5ef5912603dc3cfa26507db4ed28d601fb8ac8c96ce9cf12475024_44.jpg,"[[(413.37, 209.44), (413.03, 198.27), (410.49, 196.75), (410.0, 189.0), (413.0, 184.0), (416.0, 187.0), (418.44, 196.07), (418.44, 208.93)]]"
822,1409_0048f3ce2afeb050f32b3feb4f33b3a77593db723c03808ed40f91a8bc50e770f1e72ae69b5ef5912603dc3cfa26507db4ed28d601fb8ac8c96ce9cf12475024_50.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1409_0048f3ce2afeb050f32b3feb4f33b3a77593db723c03808ed40f91a8bc50e770f1e72ae69b5ef5912603dc3cfa26507db4ed28d601fb8ac8c96ce9cf12475024_50.jpg,"[[(494.39, 229.03), (489.47, 229.03), (489.28, 226.47), (492.82, 225.29), (493.6, 216.83), (492.82, 211.72), (492.82, 204.64), (493.0, 198.0), (496.16, 196.97), (496.36, 193.23), (500.49, 191.85), (501.28, 194.21), (502.85, 198.74), (502.26, 202.87), (503.64, 212.9), (501.08, 214.67), (502.85, 220.57), (504.23, 225.1), (503.44, 229.82), (501.08, 229.82), (501.28, 225.49), (496.95, 216.64), (496.16, 216.44)], [(455.2, 202.08), (454.74, 196.16), (455.31, 191.38), (457.47, 191.15), (459.41, 189.56), (461.46, 189.56), (463.17, 192.06), (461.57, 196.05), (462.37, 199.69), (461.69, 202.65), (460.43, 203.79), (460.43, 207.55), (458.73, 210.16), (459.07, 213.69), (460.09, 214.72), (460.21, 215.63), (455.43, 215.06), (456.34, 209.71), (456.45, 206.52), (456.11, 203.33)], [(464.58, 214.71), (463.21, 214.93), (463.44, 216.53), (468.9, 216.3), (468.33, 210.61), (468.33, 203.66), (469.36, 203.1), (469.7, 196.95), (469.36, 194.56), (467.99, 193.19), (468.33, 190.57), (467.77, 189.66), (466.06, 189.55), (464.46, 192.51), (463.21, 194.1), (462.87, 198.54), (461.85, 200.82), (464.12, 204.35), (464.81, 211.63)]]"
823,1410_520145c654ee8f12256d667ad6069480c548c1f6efa03f499ca492d0c05466c28b35cd918c4bbd0aa3634e4e8d368fc56b183ec1c8557b6d32a4e03eb540f1bb_18.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1410_520145c654ee8f12256d667ad6069480c548c1f6efa03f499ca492d0c05466c28b35cd918c4bbd0aa3634e4e8d368fc56b183ec1c8557b6d32a4e03eb540f1bb_18.jpg,"[[(480.0, 201.0), (479.75, 197.62), (480.76, 195.08), (481.95, 193.05), (481.61, 191.36), (483.0, 189.0), (482.28, 186.46), (483.81, 185.27), (484.82, 188.32), (488.04, 190.86), (489.05, 194.24), (487.87, 200.5)], [(661.22, 187.45), (664.06, 184.0), (664.06, 178.93), (663.66, 175.68), (667.31, 174.46), (670.36, 177.91), (670.15, 180.35), (672.18, 182.99), (674.82, 186.44), (673.2, 191.92), (672.18, 196.38), (671.57, 200.65), (670.36, 203.69), (665.89, 203.89), (664.27, 208.56), (661.02, 209.58), (657.77, 208.36), (658.58, 195.98)]]"
824,1411_520145c654ee8f12256d667ad6069480c548c1f6efa03f499ca492d0c05466c28b35cd918c4bbd0aa3634e4e8d368fc56b183ec1c8557b6d32a4e03eb540f1bb_40.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1411_520145c654ee8f12256d667ad6069480c548c1f6efa03f499ca492d0c05466c28b35cd918c4bbd0aa3634e4e8d368fc56b183ec1c8557b6d32a4e03eb540f1bb_40.jpg,"[[(414.41, 209.5), (412.21, 207.3), (413.22, 198.67), (410.86, 196.98), (410.18, 192.58), (410.18, 189.2), (413.0, 188.0), (413.0, 185.0), (417.79, 184.8), (417.0, 188.0), (418.64, 194.44), (417.45, 198.16), (419.14, 205.27), (418.0, 209.0), (416.27, 203.74)]]"
825,1412_520145c654ee8f12256d667ad6069480c548c1f6efa03f499ca492d0c05466c28b35cd918c4bbd0aa3634e4e8d368fc56b183ec1c8557b6d32a4e03eb540f1bb_46.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1412_520145c654ee8f12256d667ad6069480c548c1f6efa03f499ca492d0c05466c28b35cd918c4bbd0aa3634e4e8d368fc56b183ec1c8557b6d32a4e03eb540f1bb_46.jpg,"[[(456.79, 215.82), (460.23, 216.15), (458.43, 212.87), (460.07, 207.95), (460.39, 203.03), (461.38, 201.72), (461.87, 197.29), (461.21, 193.85), (462.85, 192.21), (463.67, 190.25), (462.03, 188.11), (459.41, 189.92), (456.62, 191.56), (454.82, 198.61), (455.31, 202.21), (456.79, 203.03), (456.46, 208.11), (454.49, 213.85)], [(464.15, 213.65), (462.84, 215.13), (464.15, 215.95), (468.41, 216.11), (467.75, 211.36), (468.9, 203.49), (471.03, 201.36), (470.21, 195.13), (468.9, 193.82), (467.92, 191.03), (466.93, 189.88), (465.46, 189.72), (464.64, 192.67), (463.66, 193.98), (463.98, 198.25), (462.51, 201.69), (464.31, 204.64)], [(492.94, 209.67), (494.59, 200.94), (497.42, 198.58), (496.0, 194.57), (496.24, 192.44), (498.6, 191.5), (501.2, 192.44), (500.96, 194.8), (503.56, 196.46), (503.56, 204.95), (503.09, 213.45), (501.2, 217.7), (503.32, 223.13), (505.45, 229.03), (501.2, 229.97), (500.96, 226.67), (498.6, 218.88), (496.0, 224.78), (495.53, 229.03), (488.92, 229.27), (488.92, 228.56), (493.41, 226.2), (492.7, 216.76), (491.05, 213.92)]]"
830,1417_2070854c22556b29a29589a4010ba2d4b1e94ca6938bf41bd1d27ca5bc459f7fe3474d50f2965ac0f994398ee3e369b21be64adebb078918bac8ea3afc9fb625_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1417_2070854c22556b29a29589a4010ba2d4b1e94ca6938bf41bd1d27ca5bc459f7fe3474d50f2965ac0f994398ee3e369b21be64adebb078918bac8ea3afc9fb625_0.jpg,"[[(512.35, 262.87), (511.79, 258.92), (511.36, 255.82), (512.35, 254.41), (513.76, 251.87), (515.31, 252.3), (515.17, 253.71), (516.58, 255.82), (517.14, 256.81), (516.3, 259.34), (516.3, 262.45), (515.31, 262.87), (515.03, 271.04), (513.34, 271.04)]]"
835,1422_7cc64f4f0bc8ffc3612a5776b61b9311f6ad7921b6cb48d88f59b6c8061714d3d4cb99b7a7ce524237268330e18f0ee5c16fbb89841bfedb33b80608a039f3f1_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1422_7cc64f4f0bc8ffc3612a5776b61b9311f6ad7921b6cb48d88f59b6c8061714d3d4cb99b7a7ce524237268330e18f0ee5c16fbb89841bfedb33b80608a039f3f1_0.jpg,"[[(512.98, 269.88), (515.11, 269.88), (514.78, 262.66), (517.24, 258.57), (515.93, 255.12), (515.27, 253.98), (516.26, 252.01), (513.63, 252.01), (513.63, 253.16), (510.85, 254.63), (511.17, 256.76), (511.83, 257.42), (511.67, 263.16), (512.98, 262.83)]]"
