,name,path,barrier
934,1521_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_52.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1521_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_52.jpg,"[[(407.0, 305.0), (433.0, 310.0), (526.0, 323.0), (619.0, 334.0), (720.0, 338.0), (720.0, 401.0), (624.36, 389.21), (508.61, 362.61), (411.0, 339.0)]]"
952,1544_da87bd3616d0a6b4e60f5386d40a5a257ec329928ef6ded4574c77a34b8749e141d43a60b3e2a72b31f3c7327b41f9670a348c577f04ea4abf43f79d5fae0542_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1544_da87bd3616d0a6b4e60f5386d40a5a257ec329928ef6ded4574c77a34b8749e141d43a60b3e2a72b31f3c7327b41f9670a348c577f04ea4abf43f79d5fae0542_0.jpg,"[[(714.0, 468.0), (669.22, 400.85), (612.01, 333.24), (573.0, 295.0), (573.0, 250.0), (576.0, 225.0), (591.0, 208.0), (585.41, 194.22), (565.0, 211.0), (551.01, 256.19), (541.13, 318.97), (546.26, 367.93), (557.48, 381.75)]]"
953,1545_da87bd3616d0a6b4e60f5386d40a5a257ec329928ef6ded4574c77a34b8749e141d43a60b3e2a72b31f3c7327b41f9670a348c577f04ea4abf43f79d5fae0542_42.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1545_da87bd3616d0a6b4e60f5386d40a5a257ec329928ef6ded4574c77a34b8749e141d43a60b3e2a72b31f3c7327b41f9670a348c577f04ea4abf43f79d5fae0542_42.jpg,"[[(719.0, 327.0), (664.87, 281.24), (628.75, 248.99), (605.96, 230.07), (597.79, 224.48), (584.04, 248.13), (604.24, 276.08), (636.06, 316.5), (702.0, 401.0), (720.0, 421.0), (720.0, 408.0)]]"
970,1562_c0daec825e6728e1ad8890a6d689b1dcf296ad26dd087b72864309d6a1059e3fa2d045a50bc7c6a3fb348ed43d0dd952e356f06fa6a921b5f537f4ad182ee6fd_46.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1562_c0daec825e6728e1ad8890a6d689b1dcf296ad26dd087b72864309d6a1059e3fa2d045a50bc7c6a3fb348ed43d0dd952e356f06fa6a921b5f537f4ad182ee6fd_46.jpg,"[[(577.09, 319.31), (516.47, 304.38), (470.19, 291.84), (421.52, 277.8), (393.6, 269.89), (391.63, 277.11), (433.16, 296.02), (473.98, 315.19), (510.32, 330.12), (532.71, 339.82)]]"
971,1563_c0daec825e6728e1ad8890a6d689b1dcf296ad26dd087b72864309d6a1059e3fa2d045a50bc7c6a3fb348ed43d0dd952e356f06fa6a921b5f537f4ad182ee6fd_59.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1563_c0daec825e6728e1ad8890a6d689b1dcf296ad26dd087b72864309d6a1059e3fa2d045a50bc7c6a3fb348ed43d0dd952e356f06fa6a921b5f537f4ad182ee6fd_59.jpg,"[[(720.0, 378.03), (624.65, 350.25), (501.92, 312.37), (480.2, 305.81), (512.53, 353.79), (588.79, 391.67), (719.6, 450.76)]]"
972,1564_c0daec825e6728e1ad8890a6d689b1dcf296ad26dd087b72864309d6a1059e3fa2d045a50bc7c6a3fb348ed43d0dd952e356f06fa6a921b5f537f4ad182ee6fd_70.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1564_c0daec825e6728e1ad8890a6d689b1dcf296ad26dd087b72864309d6a1059e3fa2d045a50bc7c6a3fb348ed43d0dd952e356f06fa6a921b5f537f4ad182ee6fd_70.jpg,"[[(719.97, 409.33), (633.29, 378.99), (506.98, 328.22), (440.72, 298.5), (409.15, 283.02), (413.48, 302.22), (456.2, 338.75), (534.84, 395.71), (668.0, 478.0), (720.0, 480.0)]]"
973,1565_c0daec825e6728e1ad8890a6d689b1dcf296ad26dd087b72864309d6a1059e3fa2d045a50bc7c6a3fb348ed43d0dd952e356f06fa6a921b5f537f4ad182ee6fd_90.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1565_c0daec825e6728e1ad8890a6d689b1dcf296ad26dd087b72864309d6a1059e3fa2d045a50bc7c6a3fb348ed43d0dd952e356f06fa6a921b5f537f4ad182ee6fd_90.jpg,"[[(720.0, 469.0), (554.75, 376.58), (416.46, 294.54), (368.0, 266.0), (369.61, 272.14), (384.0, 288.0), (424.0, 330.0), (512.38, 420.49), (563.0, 469.0), (686.78, 478.79), (720.0, 480.0)]]"
1008,1600_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_47.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1600_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_47.jpg,"[[(167.0, 220.0), (170.0, 239.0), (184.0, 239.0), (216.92, 223.43), (252.0, 215.0), (292.0, 204.0), (341.17, 194.48), (372.13, 190.46), (372.13, 188.45), (331.11, 190.86), (300.15, 191.67), (236.62, 203.33), (202.44, 211.77)]]"
1009,1601_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_58.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1601_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_58.jpg,"[[(0.0, 248.0), (0.25, 315.77), (107.95, 287.28), (227.46, 254.62), (367.11, 224.05), (490.79, 194.17), (490.79, 188.62), (325.42, 202.51), (248.99, 208.77), (100.0, 228.0)], [(0.0, 318.0), (0.0, 419.29), (25.27, 442.92), (67.65, 427.63), (181.6, 401.92), (273.31, 353.29), (375.45, 285.89), (491.0, 213.0), (526.0, 201.0), (551.24, 193.48), (560.97, 187.92), (559.58, 181.67), (547.07, 185.84), (504.69, 192.09), (401.85, 217.8), (265.67, 251.84), (88.49, 300.48)]]"
1010,1602_c5201fd6a5d627e42ae6963ed15f4f66709cbba15943873d5af6782f4d4415115e87116ae5808c31739931229dd24db6c26e4b6ba5dbc47943cfa7b8280db2e0_1.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1602_c5201fd6a5d627e42ae6963ed15f4f66709cbba15943873d5af6782f4d4415115e87116ae5808c31739931229dd24db6c26e4b6ba5dbc47943cfa7b8280db2e0_1.jpg,"[[(0.0, 183.41), (0.0, 222.96), (24.0, 204.0), (63.0, 180.0), (113.06, 150.3), (147.46, 130.95), (162.08, 124.07), (194.0, 113.0), (234.0, 98.0), (264.85, 85.37), (270.0, 79.35), (266.57, 78.06), (245.93, 84.51), (204.22, 95.26), (147.0, 115.0), (52.0, 154.0)]]"
1011,1603_c5201fd6a5d627e42ae6963ed15f4f66709cbba15943873d5af6782f4d4415115e87116ae5808c31739931229dd24db6c26e4b6ba5dbc47943cfa7b8280db2e0_27.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1603_c5201fd6a5d627e42ae6963ed15f4f66709cbba15943873d5af6782f4d4415115e87116ae5808c31739931229dd24db6c26e4b6ba5dbc47943cfa7b8280db2e0_27.jpg,"[[(0.22, 182.37), (0.0, 210.0), (54.64, 177.16), (97.0, 154.0), (147.0, 130.0), (189.0, 113.0), (263.67, 82.78), (270.0, 80.0), (267.0, 77.0), (226.0, 87.0), (134.55, 117.52), (51.0, 152.0)]]"
1012,1604_c5201fd6a5d627e42ae6963ed15f4f66709cbba15943873d5af6782f4d4415115e87116ae5808c31739931229dd24db6c26e4b6ba5dbc47943cfa7b8280db2e0_46.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1604_c5201fd6a5d627e42ae6963ed15f4f66709cbba15943873d5af6782f4d4415115e87116ae5808c31739931229dd24db6c26e4b6ba5dbc47943cfa7b8280db2e0_46.jpg,"[[(0.0, 183.0), (0.0, 205.0), (53.0, 175.0), (111.19, 145.69), (185.0, 113.0), (242.44, 91.65), (267.24, 81.09), (269.12, 77.8), (268.2, 73.41), (263.04, 72.69), (257.01, 72.69), (257.25, 74.81), (263.52, 75.25), (265.16, 75.97), (178.0, 102.0), (125.0, 121.0), (47.0, 158.0)]]"
1015,1607_a00ea1661b97ff623b675fdc249d6b4da5d844e2e3e04667353eb49a13fef866763423d69092060f337bbb9e3f6c01765fb6ecf658fd87a9748d162a1cf1a34e_11.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1607_a00ea1661b97ff623b675fdc249d6b4da5d844e2e3e04667353eb49a13fef866763423d69092060f337bbb9e3f6c01765fb6ecf658fd87a9748d162a1cf1a34e_11.jpg,"[[(719.98, 396.79), (719.64, 418.58), (684.12, 430.97), (546.07, 438.34), (494.47, 434.99), (405.0, 420.92), (379.87, 417.23), (379.87, 413.21), (391.94, 414.89), (428.12, 417.23), (468.0, 421.93), (507.54, 424.27), (564.5, 424.94), (677.42, 411.54)], [(0.0, 373.0), (0.0, 398.0), (32.74, 409.86), (68.92, 416.9), (139.29, 424.61), (190.56, 425.28), (244.84, 421.59), (279.35, 417.23), (281.03, 411.87), (263.94, 414.22), (210.33, 414.89), (151.35, 411.54), (55.0, 393.0)]]"
1016,1608_a00ea1661b97ff623b675fdc249d6b4da5d844e2e3e04667353eb49a13fef866763423d69092060f337bbb9e3f6c01765fb6ecf658fd87a9748d162a1cf1a34e_31.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1608_a00ea1661b97ff623b675fdc249d6b4da5d844e2e3e04667353eb49a13fef866763423d69092060f337bbb9e3f6c01765fb6ecf658fd87a9748d162a1cf1a34e_31.jpg,"[[(720.0, 383.0), (720.0, 398.0), (699.55, 406.91), (657.86, 418.49), (561.74, 428.34), (486.0, 428.0), (433.0, 425.0), (435.0, 418.0), (484.73, 419.65), (538.58, 420.23), (587.8, 416.18), (656.12, 404.6)]]"
1017,1609_a00ea1661b97ff623b675fdc249d6b4da5d844e2e3e04667353eb49a13fef866763423d69092060f337bbb9e3f6c01765fb6ecf658fd87a9748d162a1cf1a34e_39.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1609_a00ea1661b97ff623b675fdc249d6b4da5d844e2e3e04667353eb49a13fef866763423d69092060f337bbb9e3f6c01765fb6ecf658fd87a9748d162a1cf1a34e_39.jpg,"[[(720.0, 380.0), (719.73, 395.38), (698.51, 404.03), (647.69, 418.27), (574.81, 427.49), (498.02, 429.16), (421.0, 426.0), (423.47, 417.16), (441.34, 419.11), (511.42, 420.51), (597.43, 413.81), (673.66, 397.89)]]"
1019,1611_a00ea1661b97ff623b675fdc249d6b4da5d844e2e3e04667353eb49a13fef866763423d69092060f337bbb9e3f6c01765fb6ecf658fd87a9748d162a1cf1a34e_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1611_a00ea1661b97ff623b675fdc249d6b4da5d844e2e3e04667353eb49a13fef866763423d69092060f337bbb9e3f6c01765fb6ecf658fd87a9748d162a1cf1a34e_77.jpg,"[[(719.91, 382.22), (720.0, 401.99), (684.39, 415.39), (625.08, 429.13), (570.8, 434.83), (511.0, 434.0), (412.98, 427.79), (354.68, 417.74), (354.34, 414.39), (398.57, 420.08), (455.87, 424.77), (546.0, 423.77), (638.15, 412.38), (694.44, 394.95)]]"
1026,1618_8f928e7524d101ca4d182347f6512f3379493fb700729720947e6f5b88f4c8de27f75a69e177d34e119702c2d187ad1a3561018cce511eff3d6d215b0dd0023c_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1618_8f928e7524d101ca4d182347f6512f3379493fb700729720947e6f5b88f4c8de27f75a69e177d34e119702c2d187ad1a3561018cce511eff3d6d215b0dd0023c_0.jpg,"[[(720.0, 286.0), (720.0, 340.0), (660.0, 322.0), (555.0, 291.0), (481.78, 266.04), (401.0, 243.0), (409.98, 235.93), (449.36, 238.25), (481.78, 241.14), (497.99, 250.41), (623.64, 270.09)]]"
1029,1621_8f928e7524d101ca4d182347f6512f3379493fb700729720947e6f5b88f4c8de27f75a69e177d34e119702c2d187ad1a3561018cce511eff3d6d215b0dd0023c_54.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1621_8f928e7524d101ca4d182347f6512f3379493fb700729720947e6f5b88f4c8de27f75a69e177d34e119702c2d187ad1a3561018cce511eff3d6d215b0dd0023c_54.jpg,"[[(0.0, 279.0), (0.0, 293.0), (82.87, 301.31), (173.0, 309.0), (270.46, 295.76), (271.0, 289.0), (200.98, 287.42), (117.61, 286.72), (55.77, 282.55)]]"
1034,1626_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_27.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1626_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_27.jpg,"[[(0.74, 367.95), (0.16, 447.85), (56.32, 436.85), (163.0, 339.0), (275.77, 236.51), (316.3, 200.03), (329.62, 189.61), (329.62, 184.98), (242.76, 230.72), (140.28, 283.41)], [(718.87, 289.58), (719.35, 343.62), (646.49, 303.57), (547.58, 258.7), (458.0, 222.0), (384.0, 189.22), (384.97, 184.39), (415.85, 196.45), (488.23, 217.68), (586.18, 245.67)]]"
1035,1627_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_33.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1627_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_33.jpg,"[[(0.0, 311.24), (0.62, 383.05), (147.68, 283.29), (135.64, 252.33)], [(720.0, 291.0), (720.0, 334.0), (663.22, 305.97), (575.0, 268.0), (495.16, 236.1), (381.22, 190.24), (379.43, 184.86), (400.21, 190.95), (482.98, 213.53), (576.14, 240.76), (662.86, 269.78)]]"
1036,1628_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_54.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1628_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_54.jpg,"[[(0.0, 266.28), (0.0, 306.0), (69.0, 280.0), (155.0, 249.0), (216.0, 228.0), (268.03, 212.34), (305.22, 196.92), (305.22, 190.22), (294.16, 194.24), (256.63, 203.96), (210.06, 213.68), (105.51, 239.81)], [(720.0, 278.0), (720.0, 322.0), (626.0, 280.0), (506.6, 238.47), (381.0, 200.0), (383.96, 193.91), (414.12, 198.93), (460.36, 209.32), (558.2, 231.77), (642.98, 254.56)]]"
1037,1629_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_73.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1629_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_73.jpg,"[[(0.0, 252.91), (0.41, 284.75), (91.0, 254.0), (172.0, 228.0), (239.0, 209.0), (256.0, 207.0), (264.34, 205.62), (281.23, 203.21), (281.23, 196.45), (251.8, 197.42), (246.01, 197.42), (156.74, 216.24), (65.07, 237.47)], [(720.0, 301.64), (720.0, 364.0), (618.99, 310.33), (453.0, 238.0), (406.0, 217.0), (412.96, 205.14), (465.07, 220.1), (570.74, 250.49), (637.8, 274.14)]]"
1038,1630_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1630_45218ccdce08da5da0e81b20febb3bc84924aa88527570b659284c5ca196c2edc8bc1ced909c536775cdf836a944640160b72c0f5c6e40201b41c7d777d25bcd_77.jpg,"[[(0.8, 248.23), (0.0, 277.0), (65.45, 254.5), (114.67, 240.02), (202.0, 214.4), (218.89, 211.07), (238.67, 209.58), (256.04, 208.61), (269.51, 206.73), (268.54, 198.0), (257.01, 199.49), (237.18, 199.49), (227.53, 199.98), (183.62, 206.73), (115.15, 222.17)], [(720.0, 312.0), (719.25, 370.88), (684.99, 352.55), (616.0, 313.94), (525.28, 271.48), (414.79, 219.86), (422.03, 209.72), (455.8, 219.37), (518.53, 239.16), (612.62, 270.52)]]"
1039,1631_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_105.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1631_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_105.jpg,"[[(0.0, 253.89), (0.4, 283.71), (46.0, 268.0), (116.0, 245.0), (173.0, 228.0), (236.0, 210.0), (243.67, 206.97), (252.04, 206.64), (262.77, 206.64), (278.85, 204.29), (283.54, 203.96), (281.53, 196.25), (249.03, 196.25), (232.94, 200.27), (147.16, 217.03), (61.72, 236.8)], [(720.0, 301.8), (720.0, 363.0), (633.0, 317.0), (506.03, 257.91), (407.52, 216.36), (413.55, 204.96), (446.72, 214.35), (500.33, 229.09), (587.79, 255.9), (666.2, 283.04)]]"
1040,1632_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_117.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1632_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_117.jpg,"[[(0.0, 243.7), (0.0, 269.84), (40.0, 258.0), (111.09, 235.26), (132.0, 228.42), (165.0, 221.0), (175.0, 223.0), (227.0, 219.0), (225.28, 201.48), (198.75, 205.5), (165.77, 208.32), (132.8, 213.14), (60.43, 229.22)], [(720.0, 332.16), (720.0, 411.0), (657.0, 375.0), (485.0, 275.0), (504.0, 244.0)]]"
1041,1633_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_59.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1633_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_59.jpg,"[[(0.0, 365.58), (0.0, 439.0), (51.75, 438.12), (175.98, 323.9), (272.7, 236.35), (316.06, 200.5), (295.21, 203.0), (120.95, 294.71)], [(720.0, 291.0), (720.0, 337.24), (584.53, 278.04), (443.63, 213.84), (384.43, 187.99), (388.6, 187.16), (473.64, 212.17), (590.37, 248.86)]]"
1042,1634_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_65.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1634_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_65.jpg,"[[(0.0, 310.86), (134.45, 254.1), (151.99, 287.64), (0.0, 384.0)], [(719.05, 289.71), (720.0, 338.0), (613.0, 287.0), (522.0, 247.0), (439.39, 211.28), (385.73, 189.09), (391.92, 188.06), (436.0, 201.0), (517.0, 224.0), (606.05, 250.49), (681.39, 275.26)]]"
1043,1635_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_72.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1635_28433d58de62b311205a1ca181fd56e5a7ff6ba3303ba79b1d748d29adda564024c21ab72fe975dae5e66a07fbe9e881e547929322f4adc8146fe7312f5cb9a4_72.jpg,"[[(110.62, 253.0), (106.27, 279.54), (125.09, 278.09), (161.28, 261.69), (229.0, 232.0), (273.7, 212.96), (307.48, 201.86), (320.51, 196.07), (330.0, 190.0), (326.3, 186.9), (323.88, 189.79), (308.93, 193.17), (268.4, 203.79), (198.43, 223.57)], [(720.0, 274.0), (720.0, 316.0), (648.13, 286.3), (517.0, 236.0), (446.44, 211.03), (383.0, 191.0), (388.06, 187.38), (416.53, 194.62), (467.19, 204.27), (528.95, 218.26), (630.76, 245.28)]]"
1049,1641_71af85529a2790aaa41e6e1bc88e70bde0bbc4234c1abdd8c20ca963818519954212ba2dcfaa7391965584f429b08207ac3ef34db76adbb19b3b004c8c1d2f51_14.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1641_71af85529a2790aaa41e6e1bc88e70bde0bbc4234c1abdd8c20ca963818519954212ba2dcfaa7391965584f429b08207ac3ef34db76adbb19b3b004c8c1d2f51_14.jpg,"[[(0.0, 299.28), (0.0, 364.7), (84.0, 323.0), (169.0, 283.0), (299.0, 225.0), (316.0, 218.0), (314.16, 214.74), (262.05, 221.11), (242.94, 221.69), (100.5, 265.69)]]"
1051,1643_aa66794223a52ebb2227f2e08ef1da231c0f6e4ccc8345050c89de642fd605b4df3371b0fb89697cda2bfbffcbd2826e38c57c702f5c139f1fc2002854b9d435_25.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1643_aa66794223a52ebb2227f2e08ef1da231c0f6e4ccc8345050c89de642fd605b4df3371b0fb89697cda2bfbffcbd2826e38c57c702f5c139f1fc2002854b9d435_25.jpg,"[[(0.29, 237.39), (0.0, 287.0), (68.01, 255.66), (165.12, 225.57), (287.0, 195.0), (285.87, 181.49), (98.11, 215.18), (42.21, 227.0)], [(0.0, 205.5), (0.0, 224.0), (51.89, 209.91), (138.0, 197.0), (229.97, 184.47), (275.12, 181.6), (275.12, 176.94), (234.99, 180.17), (146.13, 186.26), (82.7, 194.86)]]"
1053,1645_aa66794223a52ebb2227f2e08ef1da231c0f6e4ccc8345050c89de642fd605b4df3371b0fb89697cda2bfbffcbd2826e38c57c702f5c139f1fc2002854b9d435_42.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1645_aa66794223a52ebb2227f2e08ef1da231c0f6e4ccc8345050c89de642fd605b4df3371b0fb89697cda2bfbffcbd2826e38c57c702f5c139f1fc2002854b9d435_42.jpg,"[[(0.0, 200.0), (0.0, 217.0), (66.0, 204.0), (152.0, 191.0), (189.16, 185.94), (188.8, 179.49), (158.7, 181.64), (77.0, 190.0)]]"
1062,1654_519618af21e2996201628dbb698b3efa191de3466d1a09a8a36983c2938fef43e6908e934685cae1a30a467302e8f0536f1a01da52f6db47c6f73e8d2b1bc537_26.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1654_519618af21e2996201628dbb698b3efa191de3466d1a09a8a36983c2938fef43e6908e934685cae1a30a467302e8f0536f1a01da52f6db47c6f73e8d2b1bc537_26.jpg,"[[(0.0, 251.85), (0.0, 265.54), (58.82, 259.67), (156.27, 245.71), (202.35, 239.57), (260.43, 232.31), (260.43, 228.4), (199.83, 233.98), (82.0, 244.59)], [(0.0, 288.71), (0.0, 345.16), (0.84, 386.18), (11.94, 389.55), (28.35, 386.18), (77.0, 360.0), (162.0, 316.21), (234.0, 280.0), (286.0, 254.0), (315.0, 240.0), (320.0, 238.0), (320.0, 228.0), (193.85, 250.11), (97.83, 267.96)]]"
1063,1655_519618af21e2996201628dbb698b3efa191de3466d1a09a8a36983c2938fef43e6908e934685cae1a30a467302e8f0536f1a01da52f6db47c6f73e8d2b1bc537_30.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1655_519618af21e2996201628dbb698b3efa191de3466d1a09a8a36983c2938fef43e6908e934685cae1a30a467302e8f0536f1a01da52f6db47c6f73e8d2b1bc537_30.jpg,"[[(0.11, 252.46), (0.11, 264.93), (59.22, 256.08), (136.02, 247.64), (203.57, 238.79), (263.88, 232.76), (263.48, 227.94), (225.69, 231.15), (191.91, 235.17), (109.48, 241.61)], [(0.45, 287.75), (1.03, 402.4), (59.51, 369.97), (128.99, 333.5), (201.37, 295.86), (266.21, 265.17), (319.0, 238.0), (319.0, 231.0), (230.32, 243.75), (144.04, 260.54)]]"
1064,1656_519618af21e2996201628dbb698b3efa191de3466d1a09a8a36983c2938fef43e6908e934685cae1a30a467302e8f0536f1a01da52f6db47c6f73e8d2b1bc537_4.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1656_519618af21e2996201628dbb698b3efa191de3466d1a09a8a36983c2938fef43e6908e934685cae1a30a467302e8f0536f1a01da52f6db47c6f73e8d2b1bc537_4.jpg,"[[(0.19, 260.35), (0.0, 269.0), (61.0, 260.0), (137.0, 248.0), (219.0, 238.0), (270.8, 232.2), (270.0, 229.0), (188.77, 237.02), (49.65, 253.51)], [(1.03, 299.91), (0.0, 356.08), (0.0, 418.0), (62.4, 381.55), (135.0, 341.0), (214.68, 297.02), (272.0, 264.59), (307.32, 244.33), (324.12, 233.91), (323.54, 225.22), (291.69, 232.17), (159.68, 262.86)]]"
1068,1660_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_15.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1660_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_15.jpg,"[[(720.0, 197.0), (720.0, 218.0), (643.54, 184.55), (557.49, 156.81), (466.62, 135.9), (416.36, 125.04), (417.16, 121.02), (461.79, 127.86), (502.0, 133.89), (591.27, 151.18), (666.0, 174.0)], [(0.02, 194.52), (0.0, 210.45), (37.18, 193.56), (93.63, 172.33), (134.64, 159.78), (174.69, 149.17), (221.01, 139.52), (252.86, 134.21), (292.91, 127.94), (292.91, 125.04), (222.46, 134.21), (219.57, 130.83), (136.09, 147.24), (136.57, 150.62), (58.89, 171.36)]]"
1069,1661_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_19.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1661_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_19.jpg,"[[(0.0, 193.0), (0.0, 211.0), (44.14, 188.21), (102.0, 169.0), (191.31, 144.78), (234.33, 137.15), (233.93, 129.91), (183.26, 140.36), (86.0, 163.0)]]"
