,name,path,drum
1071,1663_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_76.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1663_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_76.jpg,"[[(404.01, 162.88), (406.83, 160.47), (407.23, 144.38), (415.67, 144.38), (416.08, 164.09)], [(345.23, 161.47), (348.04, 160.27), (349.25, 145.39), (355.68, 144.99), (358.9, 147.0), (358.9, 159.46), (361.31, 163.08), (360.91, 164.69), (346.0, 164.0)], [(410.45, 171.32), (412.86, 168.91), (412.46, 152.83), (424.92, 152.83), (425.32, 169.71), (426.93, 172.93), (420.9, 174.54), (406.83, 173.33)], [(481.21, 174.54), (484.43, 172.93), (486.04, 155.64), (495.69, 155.64), (496.09, 176.55), (486.84, 176.95)]]"
1072,1664_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1664_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_0.jpg,"[[(469.97, 386.01), (474.14, 376.84), (487.48, 376.01), (489.98, 331.82), (496.65, 329.32), (511.66, 326.81), (525.0, 332.65), (520.83, 379.34), (535.01, 387.68), (532.51, 396.85), (516.66, 402.69), (494.15, 402.69), (476.64, 396.02)], [(383.0, 254.0), (382.82, 246.65), (387.85, 246.65), (389.0, 254.0)], [(259.37, 308.69), (261.3, 304.83), (261.0, 278.0), (277.23, 277.8), (279.16, 303.86), (281.09, 308.69), (280.12, 311.58), (265.65, 311.58)], [(393.54, 275.13), (392.87, 262.06), (399.24, 259.05), (404.0, 260.0), (404.27, 277.14)]]"
1073,1665_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_15.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1665_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_15.jpg,"[[(384.19, 266.94), (385.36, 254.14), (393.0, 254.0), (393.11, 267.91)], [(395.0, 283.0), (396.63, 260.45), (406.68, 260.79), (407.69, 282.23)], [(432.64, 326.01), (439.88, 320.22), (443.26, 291.27), (462.07, 290.3), (460.63, 320.7), (468.83, 325.04), (467.86, 328.9), (459.66, 331.8), (444.7, 330.83), (437.95, 330.83)]]"
1075,1667_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_35.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1667_a2d1139772ba6d2eead7dff9f4f6958bfbc45a0226deacc156035314d177da5ed6ffee7f2167796942b5c62a4f8387a1fcef8d507fc30ecbd452c64f3180d076_35.jpg,"[[(377.92, 280.53), (379.93, 278.52), (382.74, 263.64), (391.99, 263.24), (390.78, 279.73), (396.41, 282.54), (388.37, 283.75), (381.54, 283.35)], [(385.96, 300.23), (390.78, 297.02), (393.6, 275.3), (407.67, 274.5), (408.48, 296.61), (412.09, 301.04), (411.29, 304.66), (393.2, 304.66)], [(450.75, 412.18), (451.32, 405.24), (463.48, 398.29), (473.33, 348.49), (483.75, 348.49), (499.96, 349.65), (505.75, 357.76), (504.59, 404.66), (515.02, 406.97), (510.96, 420.87), (501.12, 426.66), (478.54, 427.82), (454.8, 422.61)], [(443.22, 343.86), (443.22, 339.81), (451.32, 338.07), (455.38, 301.59), (469.27, 299.86), (478.54, 303.33), (476.8, 339.23), (483.17, 342.12), (480.28, 346.76), (463.48, 349.65)], [(430.99, 298.62), (433.0, 293.0), (436.62, 272.09), (451.1, 272.09), (448.69, 297.82), (452.71, 299.03), (445.07, 302.24), (433.41, 302.24)]]"
1077,1669_d01aac3b64ef26835c48f5fc9243f0e3faf659d645a4dd09d95f8f00e94804d573bc9e725370949e62e7ee2560aa9abc5dee26f5c28640a2faedffd890f1461c_38.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1669_d01aac3b64ef26835c48f5fc9243f0e3faf659d645a4dd09d95f8f00e94804d573bc9e725370949e62e7ee2560aa9abc5dee26f5c28640a2faedffd890f1461c_38.jpg,"[[(602.16, 279.28), (607.79, 250.33), (616.64, 251.14), (619.86, 257.57), (617.04, 282.9)], [(522.0, 255.0), (524.86, 234.69), (536.26, 235.62), (533.23, 258.19)], [(436.34, 231.69), (437.5, 218.89), (444.48, 218.89), (444.02, 233.08)], [(463.8, 242.39), (463.8, 226.57), (474.27, 225.87), (474.27, 243.09)]]"
1078,1670_d01aac3b64ef26835c48f5fc9243f0e3faf659d645a4dd09d95f8f00e94804d573bc9e725370949e62e7ee2560aa9abc5dee26f5c28640a2faedffd890f1461c_41.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1670_d01aac3b64ef26835c48f5fc9243f0e3faf659d645a4dd09d95f8f00e94804d573bc9e725370949e62e7ee2560aa9abc5dee26f5c28640a2faedffd890f1461c_41.jpg,"[[(543.39, 291.59), (548.95, 290.89), (555.89, 263.1), (560.06, 258.93), (567.71, 258.24), (569.1, 264.49), (569.1, 290.89), (571.18, 296.45), (567.01, 299.23), (546.17, 297.84)]]"
1079,1671_bd6c0d764ccad4c00d6353c02a370b3f9d67c1ba83e75e94295a16f2e24e78b66f33df934538636aef83409e172d8be19b6b378730098625c103421513b73796_15.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1671_bd6c0d764ccad4c00d6353c02a370b3f9d67c1ba83e75e94295a16f2e24e78b66f33df934538636aef83409e172d8be19b6b378730098625c103421513b73796_15.jpg,"[[(485.0, 355.0), (488.03, 321.86), (508.88, 324.75), (511.77, 360.07)], [(452.14, 342.69), (452.95, 315.75), (472.65, 317.36), (474.26, 345.51)]]"
1080,1672_bd6c0d764ccad4c00d6353c02a370b3f9d67c1ba83e75e94295a16f2e24e78b66f33df934538636aef83409e172d8be19b6b378730098625c103421513b73796_29.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1672_bd6c0d764ccad4c00d6353c02a370b3f9d67c1ba83e75e94295a16f2e24e78b66f33df934538636aef83409e172d8be19b6b378730098625c103421513b73796_29.jpg,"[[(425.0, 378.0), (424.86, 340.04), (449.18, 338.88), (449.76, 378.83)], [(396.65, 327.94), (396.65, 306.22), (410.0, 306.0), (411.93, 330.35)]]"
1081,1673_bd6c0d764ccad4c00d6353c02a370b3f9d67c1ba83e75e94295a16f2e24e78b66f33df934538636aef83409e172d8be19b6b378730098625c103421513b73796_45.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1673_bd6c0d764ccad4c00d6353c02a370b3f9d67c1ba83e75e94295a16f2e24e78b66f33df934538636aef83409e172d8be19b6b378730098625c103421513b73796_45.jpg,"[[(674.0, 432.0), (679.58, 409.61), (687.09, 374.59), (719.61, 378.76), (720.0, 406.27), (701.26, 439.62)], [(478.53, 335.75), (479.98, 310.66), (493.49, 312.11), (497.83, 333.82), (489.14, 340.58)]]"
1082,1674_bd6c0d764ccad4c00d6353c02a370b3f9d67c1ba83e75e94295a16f2e24e78b66f33df934538636aef83409e172d8be19b6b378730098625c103421513b73796_54.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1674_bd6c0d764ccad4c00d6353c02a370b3f9d67c1ba83e75e94295a16f2e24e78b66f33df934538636aef83409e172d8be19b6b378730098625c103421513b73796_54.jpg,"[[(668.28, 435.75), (680.0, 400.0), (696.0, 384.0), (711.71, 394.06), (718.07, 402.75), (705.0, 423.0), (693.18, 449.65)], [(479.0, 342.0), (477.72, 319.76), (498.49, 317.42), (500.5, 339.87), (497.15, 348.24), (479.73, 348.91)]]"
1089,1681_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1681_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_0.jpg,"[[(225.24, 225.94), (226.58, 208.85), (229.0, 209.0), (231.0, 209.0), (231.27, 204.5), (236.29, 203.83), (236.96, 230.3)], [(40.36, 319.2), (43.26, 311.48), (36.02, 278.19), (36.02, 274.81), (36.98, 269.51), (51.94, 266.61), (50.49, 272.88), (61.11, 307.14), (69.31, 309.07), (68.35, 316.31), (54.84, 319.69), (47.12, 321.13)], [(283.08, 206.88), (283.57, 194.6), (287.12, 195.08), (287.61, 191.53), (291.81, 190.72), (291.81, 209.62), (283.08, 209.14)]]"
1090,1682_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_117.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1682_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_117.jpg,"[[(177.27, 224.64), (177.66, 218.25), (180.57, 216.69), (183.48, 216.31), (184.06, 212.23), (188.52, 211.65), (190.07, 225.23)], [(237.77, 211.85), (237.0, 208.0), (237.77, 200.02), (243.78, 195.95), (246.11, 210.3), (248.24, 211.27), (248.0, 213.0), (243.98, 213.98), (237.38, 214.37)], [(279.66, 194.39), (279.27, 191.1), (280.43, 189.94), (280.63, 185.48), (285.28, 184.7), (286.06, 189.74), (287.22, 191.29), (287.22, 194.01)], [(13.39, 333.25), (13.67, 328.78), (15.07, 327.94), (10.32, 293.88), (9.76, 287.45), (10.32, 284.38), (13.95, 279.92), (22.88, 279.92), (23.16, 285.78), (27.63, 305.88), (31.54, 322.64), (39.92, 324.59), (41.87, 327.66), (36.01, 331.29), (29.87, 333.81), (22.33, 334.37)]]"
1091,1683_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_54.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1683_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_54.jpg,"[[(246.28, 217.16), (246.61, 204.09), (255.33, 204.09), (256.33, 217.5)], [(81.09, 302.94), (80.42, 298.92), (82.76, 297.58), (78.07, 264.41), (79.75, 258.04), (87.79, 257.37), (88.79, 248.99), (96.5, 247.32), (95.83, 255.69), (93.82, 260.72), (101.19, 293.22), (107.89, 296.57), (109.23, 300.6), (103.87, 304.95), (88.79, 305.29)], [(285.67, 205.23), (287.8, 203.68), (288.0, 193.0), (294.39, 193.41), (294.0, 204.0), (296.14, 205.62), (295.75, 206.4), (287.22, 206.4)]]"
1092,1684_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_86.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1684_86f3339542c86c34c45e6008570cd2b726e60ec5159459faa946f1e7f712ff928809ea8dbde21ba1c393e7af18522ac5f63790b741a5fae473c664ce9db4ed71_86.jpg,"[[(78.0, 299.0), (85.72, 293.2), (81.86, 263.76), (81.86, 257.97), (83.31, 254.6), (91.51, 252.18), (95.85, 253.15), (96.33, 258.46), (99.71, 269.55), (101.16, 284.03), (102.61, 289.82), (107.91, 291.27), (108.4, 298.5), (98.26, 299.47), (86.2, 300.92)], [(222.08, 230.52), (223.24, 227.96), (224.87, 227.96), (228.13, 207.49), (237.67, 207.95), (235.11, 225.87), (240.69, 227.03), (238.83, 230.06), (233.71, 230.76), (227.2, 230.52)]]"
1093,1685_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_14.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1685_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_14.jpg,"[[(236.14, 253.25), (236.0, 244.0), (242.0, 244.0), (242.44, 253.41)], [(195.71, 263.61), (195.25, 251.51), (202.93, 251.75), (202.69, 264.78)], [(123.27, 281.9), (125.62, 279.22), (127.29, 263.13), (135.34, 263.47), (135.0, 278.55), (139.36, 279.22), (140.03, 282.9), (129.64, 283.91)], [(14.0, 311.0), (12.7, 282.1), (21.14, 280.89), (25.16, 313.06)]]"
1095,1687_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_54.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1687_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_54.jpg,"[[(288.0, 260.0), (287.57, 258.29), (287.0, 249.0), (280.0, 249.0), (281.0, 260.0)], [(224.55, 255.73), (224.82, 247.38), (229.53, 247.25), (229.93, 253.98), (227.51, 254.25), (225.76, 255.87)], [(188.32, 277.95), (188.19, 262.47), (190.61, 261.79), (193.17, 260.99), (195.19, 261.66), (195.59, 267.31), (194.52, 278.63)], [(441.81, 353.51), (436.02, 358.82), (426.85, 360.75), (419.13, 356.41), (417.2, 351.1), (416.72, 344.83), (418.65, 339.52), (424.92, 333.73), (431.68, 324.08), (440.84, 321.66), (450.49, 323.11), (455.32, 326.49), (456.77, 333.24), (456.77, 343.38), (451.46, 348.69)], [(156.88, 310.08), (160.23, 306.06), (160.9, 281.93), (174.98, 281.6), (179.0, 303.38), (184.02, 309.41), (177.32, 311.75), (164.25, 312.76)], [(64.74, 315.77), (69.43, 313.43), (67.75, 286.29), (77.8, 285.62), (79.81, 289.3), (81.82, 309.07), (88.53, 315.77), (80.82, 317.78), (68.76, 319.12)]]"
1096,1688_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_6.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1688_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_6.jpg,"[[(75.78, 292.02), (73.22, 269.92), (85.09, 268.76), (86.0, 285.0), (87.88, 291.33), (79.51, 291.79)], [(178.78, 266.57), (179.18, 253.11), (185.51, 252.84), (187.53, 266.98)], [(224.13, 257.32), (224.53, 246.82), (229.92, 246.42), (230.19, 253.96), (231.8, 257.19)]]"
1097,1689_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_70.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1689_6deac4daa4a2c53e22c9c2db67c2a8a426dec53483fcc86080ef809654acc6cb467daf1cde1e9c081334ee637b97c61574e5dd358b8c300076ec852d632ebe96_70.jpg,"[[(176.0, 278.0), (175.81, 273.52), (176.15, 260.45), (185.87, 260.12), (185.2, 277.21)], [(73.62, 306.02), (75.63, 303.68), (75.29, 281.56), (87.02, 282.23), (89.36, 303.34), (92.71, 306.02), (88.69, 308.7), (76.63, 309.04)], [(36.96, 300.33), (37.96, 297.31), (37.96, 278.88), (44.33, 278.88), (46.67, 294.97), (50.03, 299.32), (45.33, 300.33)], [(45.21, 343.74), (48.1, 339.69), (46.94, 303.21), (63.73, 303.21), (67.79, 337.38), (75.31, 340.85), (74.74, 347.8), (51.58, 349.53)], [(206.81, 266.99), (208.21, 263.92), (208.49, 253.03), (216.03, 253.03), (215.47, 261.96), (218.26, 266.71)], [(179.5, 291.28), (182.18, 288.6), (182.51, 269.84), (192.57, 268.83), (195.25, 288.26), (199.94, 292.29), (191.56, 293.63), (181.17, 293.63)], [(561.1, 361.11), (561.68, 364.59), (559.95, 377.33), (557.05, 382.54), (546.05, 380.22), (525.21, 368.06), (519.0, 364.0), (514.21, 359.38), (516.52, 346.64), (520.0, 338.53), (526.36, 337.95), (532.73, 337.95), (540.26, 343.74)], [(238.0, 271.0), (239.48, 267.49), (240.48, 257.1), (249.19, 256.1), (248.19, 267.15), (251.54, 271.51)]]"
1098,1690_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1690_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_0.jpg,"[[(299.95, 287.88), (299.63, 273.18), (308.68, 272.85), (309.0, 282.71)], [(117.0, 411.0), (109.8, 368.75), (112.22, 364.77), (117.44, 361.91), (129.51, 359.94), (135.54, 361.55), (140.76, 366.74), (145.19, 394.48)]]"
1099,1691_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_10.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1691_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_10.jpg,"[[(155.57, 279.02), (156.58, 268.63), (160.27, 267.96), (161.94, 280.36)], [(605.0, 298.0), (606.25, 287.39), (608.6, 285.05), (613.62, 284.38), (616.64, 285.72), (618.31, 300.8)], [(301.67, 287.59), (301.33, 273.86), (309.71, 272.18), (310.71, 282.57)]]"
1100,1692_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_17.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1692_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_17.jpg,"[[(165.86, 376.72), (165.86, 363.69), (166.34, 358.38), (172.14, 354.52), (177.44, 354.04), (187.58, 355.49), (193.85, 359.83), (196.74, 380.58), (201.09, 399.88), (205.43, 406.15), (213.15, 409.05), (216.04, 417.25), (211.7, 424.49), (194.81, 427.38), (186.61, 425.93), (176.96, 409.05), (169.24, 382.51)], [(126.73, 294.58), (128.41, 282.85), (134.27, 282.85), (134.55, 296.81)], [(117.59, 273.96), (117.59, 263.87), (122.24, 263.87), (122.05, 274.54)]]"
1101,1693_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_30.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1693_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_30.jpg,"[[(71.81, 393.88), (71.4, 356.49), (76.23, 354.88), (82.66, 354.88), (92.0, 359.0), (95.53, 394.28), (96.33, 399.51), (96.0, 404.0), (81.0, 398.0)], [(229.73, 332.93), (231.0, 307.0), (232.0, 306.0), (234.42, 305.12), (243.8, 305.12), (247.0, 307.0), (249.0, 309.0), (251.0, 327.0), (229.0, 342.0)], [(205.0, 357.0), (207.65, 349.84), (206.2, 314.62), (211.99, 312.21), (220.19, 310.76), (225.02, 313.17), (226.95, 318.48), (229.36, 342.61), (215.37, 351.77)]]"
1102,1694_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_46.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1694_4bd06db84cd6658470bd8620da61f06bf6a115ef36283d3d7361d16424ee0746842249c89b5c9533e2087777af1a9a213fd800f8de3ad0566f71f8065c8184e0_46.jpg,"[[(66.11, 271.18), (67.11, 260.12), (73.15, 259.78), (72.81, 271.51)], [(78.94, 270.64), (79.95, 257.24), (81.96, 257.57), (81.96, 259.92), (85.0, 261.0), (85.0, 270.0)], [(99.0, 270.0), (100.05, 258.91), (104.07, 259.25), (104.0, 271.0)], [(61.0, 271.0), (62.03, 259.82), (66.92, 258.89), (66.0, 271.0)]]"
1103,1695_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1695_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_0.jpg,"[[(249.32, 305.58), (250.0, 290.0), (261.0, 290.0), (260.43, 305.94)], [(298.0, 289.0), (298.7, 276.12), (310.17, 276.84), (308.73, 286.52)]]"
1105,1697_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_18.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1697_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_18.jpg,"[[(67.0, 270.0), (67.68, 258.84), (73.18, 259.33), (72.85, 269.51)], [(79.0, 269.0), (79.64, 260.44), (80.59, 260.12), (80.77, 257.54), (82.06, 257.54), (82.22, 259.96), (83.84, 260.28), (85.0, 269.0)], [(99.21, 269.74), (99.74, 257.89), (104.0, 257.0), (104.05, 270.55)], [(354.74, 285.65), (354.16, 272.85), (361.0, 271.0), (361.91, 286.42)]]"
1106,1698_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_42.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1698_fec6723bcf533f2467a0840bea60bc17689be96fc184951b612e95fd0f630c26bff155d2271a92d5ea28af5550e2787d31a84682783da7fd7da3b53f7f5e5a90_42.jpg,"[[(300.22, 283.28), (301.84, 279.79), (302.54, 269.31), (302.54, 265.13), (307.89, 264.19), (311.15, 265.36), (311.85, 271.18), (313.71, 282.58), (303.24, 284.21)], [(327.0, 281.0), (325.35, 277.46), (325.0, 264.0), (316.97, 263.03), (315.81, 263.96), (315.11, 281.65)], [(304.4, 301.43), (306.73, 299.1), (304.64, 277.69), (318.0, 277.0), (321.0, 298.0), (324.42, 299.56), (323.72, 302.82), (316.5, 303.05), (305.57, 303.75)], [(373.34, 252.7), (373.48, 246.37), (375.5, 244.62), (376.44, 243.82), (378.06, 245.03), (377.38, 253.24)], [(367.69, 255.67), (367.96, 247.05), (372.4, 247.05), (373.34, 255.94)]]"
1118,1820_3832fc9683ec10b3fc30d5ed00a138a4da42e6debb6d5fc536b8925f4fff22d60b466ff15ba250e6cdc49f52e6c63948044fc54351739921c74d2b98176d2e3a_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1820_3832fc9683ec10b3fc30d5ed00a138a4da42e6debb6d5fc536b8925f4fff22d60b466ff15ba250e6cdc49f52e6c63948044fc54351739921c74d2b98176d2e3a_0.jpg,"[[(492.7, 212.56), (494.15, 251.19), (497.43, 254.11), (495.25, 257.39), (485.0, 258.0), (472.65, 257.39), (463.9, 255.2), (461.35, 251.92), (464.27, 249.73), (468.28, 249.73), (471.19, 212.19), (476.0, 210.0), (485.0, 210.0)], [(417.0, 172.0), (417.76, 191.02), (407.21, 191.02), (408.0, 172.0), (412.0, 171.0)], [(391.83, 161.79), (391.53, 173.29), (396.93, 173.29), (397.0, 162.0)], [(387.32, 164.47), (386.09, 154.98), (373.0, 148.0), (372.0, 153.0), (381.16, 165.18)]]"
1119,1821_3832fc9683ec10b3fc30d5ed00a138a4da42e6debb6d5fc536b8925f4fff22d60b466ff15ba250e6cdc49f52e6c63948044fc54351739921c74d2b98176d2e3a_15.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1821_3832fc9683ec10b3fc30d5ed00a138a4da42e6debb6d5fc536b8925f4fff22d60b466ff15ba250e6cdc49f52e6c63948044fc54351739921c74d2b98176d2e3a_15.jpg,"[[(566.0, 180.0), (564.76, 193.99), (574.25, 195.22), (574.6, 180.98)], [(408.14, 165.97), (408.14, 179.45), (400.09, 179.01), (400.96, 165.68)], [(424.4, 172.71), (424.25, 191.31), (414.0, 191.0), (415.61, 172.42)], [(456.0, 189.0), (456.67, 217.8), (438.54, 217.38), (442.0, 189.0)], [(512.34, 220.14), (511.61, 259.5), (515.62, 262.05), (514.89, 265.7), (507.24, 266.06), (493.39, 266.79), (482.0, 264.0), (478.44, 258.41), (486.1, 256.59), (488.65, 220.5), (495.57, 217.95), (505.78, 217.95)]]"
1120,1822_3832fc9683ec10b3fc30d5ed00a138a4da42e6debb6d5fc536b8925f4fff22d60b466ff15ba250e6cdc49f52e6c63948044fc54351739921c74d2b98176d2e3a_23.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1822_3832fc9683ec10b3fc30d5ed00a138a4da42e6debb6d5fc536b8925f4fff22d60b466ff15ba250e6cdc49f52e6c63948044fc54351739921c74d2b98176d2e3a_23.jpg,"[[(457.03, 191.75), (457.38, 216.54), (441.21, 215.48), (443.14, 190.35), (447.36, 189.12), (453.69, 188.94)], [(546.71, 240.48), (544.16, 293.69), (514.64, 291.14), (521.2, 239.38), (526.66, 235.74), (538.69, 235.74)], [(425.29, 176.65), (425.0, 190.42), (415.48, 190.27), (416.65, 172.99), (420.75, 172.4), (424.85, 173.28)], [(401.0, 163.0), (400.61, 176.27), (407.93, 176.16), (407.0, 163.0)]]"
