,name,path,machine
815,1402_73fe9545a69fa6a52a73da03f445a83943163254b46e25b10f82518c1614af0852d84d6f486bee81f636452428af638933364992c40b77a03445dc1af78395d8_25.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1402_73fe9545a69fa6a52a73da03f445a83943163254b46e25b10f82518c1614af0852d84d6f486bee81f636452428af638933364992c40b77a03445dc1af78395d8_25.jpg,"[[(68.0, 287.0), (82.0, 286.0), (83.0, 274.0), (116.0, 274.0), (112.0, 254.0), (106.08, 248.47), (106.08, 236.2), (121.51, 197.97), (141.15, 167.46), (149.57, 159.04), (151.67, 159.04), (157.28, 156.93), (156.58, 154.13), (151.32, 154.48), (145.36, 148.87), (136.94, 160.09), (111.69, 196.92), (85.03, 236.55), (79.42, 235.5), (69.6, 235.5), (66.09, 246.02), (66.8, 250.23), (78.72, 249.18), (69.0, 272.0)]]"
818,1405_e741af52ed1b25fea7b89db75839e9dc3fa8e67db69db1ab079584efb2fd989b5288fb5233edc3a2089e9b4f1de8f95273f7be6cc0d5f02edff27e2fa2d01680_38.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1405_e741af52ed1b25fea7b89db75839e9dc3fa8e67db69db1ab079584efb2fd989b5288fb5233edc3a2089e9b4f1de8f95273f7be6cc0d5f02edff27e2fa2d01680_38.jpg,"[[(150.0, 368.0), (132.61, 361.78), (127.71, 341.71), (123.0, 315.0), (126.74, 304.51), (125.76, 290.81), (129.0, 285.0), (130.16, 282.98), (135.06, 229.62), (143.87, 227.67), (144.31, 190.07), (143.48, 168.93), (135.84, 167.26), (135.01, 160.46), (146.85, 160.46), (149.0, 108.0), (138.0, 106.0), (139.0, 72.0), (145.14, 53.07), (173.92, 49.69), (176.0, 37.0), (164.0, 37.0), (166.0, 30.0), (177.0, 29.0), (180.68, 49.69), (285.57, 54.73), (376.91, 63.2), (436.97, 78.42), (502.95, 100.45), (515.62, 247.59), (520.71, 276.37), (520.71, 304.27), (513.96, 322.04), (489.39, 331.34), (440.34, 326.25), (426.83, 272.11), (274.56, 283.95), (231.43, 287.33), (237.36, 293.26), (237.36, 300.06), (263.59, 304.27), (278.82, 319.49), (276.27, 344.01), (277.93, 359.24), (255.96, 372.79), (193.35, 371.91), (176.0, 373.0)]]"
819,1406_c5ac268d42b7080924aafdacb683a5bfe2788a76592f48e429896cc4749fc42f876a9b7d6516418242ff93c749e703f66aa4cf15eb61a33450b0968a3acf26a4_106.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1406_c5ac268d42b7080924aafdacb683a5bfe2788a76592f48e429896cc4749fc42f876a9b7d6516418242ff93c749e703f66aa4cf15eb61a33450b0968a3acf26a4_106.jpg,"[[(271.85, 402.28), (237.34, 404.31), (228.21, 362.69), (230.24, 352.54), (224.0, 342.0), (222.0, 322.0), (222.0, 305.0), (244.35, 302.2), (236.74, 291.04), (231.46, 262.21), (232.07, 235.82), (236.74, 228.11), (250.24, 227.6), (274.29, 226.38), (271.96, 209.33), (274.9, 195.83), (285.0, 203.0), (333.0, 208.0), (401.77, 211.16), (428.16, 215.22), (425.22, 126.51), (409.38, 122.96), (399.44, 118.29), (397.1, 106.51), (406.44, 101.24), (419.94, 90.68), (410.2, 0.0), (426.03, 1.06), (430.7, 83.37), (471.91, 58.71), (510.07, 37.5), (527.63, 32.22), (527.12, 18.11), (531.79, 7.55), (541.13, 1.06), (555.84, 0.0), (565.79, 9.28), (601.11, 1.06), (661.0, 0.55), (598.0, 34.0), (656.0, 98.0), (675.0, 170.0), (680.0, 177.0), (720.0, 178.0), (720.0, 480.0), (571.48, 480.0), (536.36, 453.54), (413.65, 383.3), (373.66, 374.16), (273.78, 375.18)]]"
820,1407_0048f3ce2afeb050f32b3feb4f33b3a77593db723c03808ed40f91a8bc50e770f1e72ae69b5ef5912603dc3cfa26507db4ed28d601fb8ac8c96ce9cf12475024_22.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1407_0048f3ce2afeb050f32b3feb4f33b3a77593db723c03808ed40f91a8bc50e770f1e72ae69b5ef5912603dc3cfa26507db4ed28d601fb8ac8c96ce9cf12475024_22.jpg,"[[(520.11, 222.99), (510.13, 210.33), (509.4, 205.21), (510.0, 197.0), (515.49, 193.28), (516.22, 173.06), (543.5, 171.36), (545.93, 187.92), (550.32, 196.2), (558.11, 198.15), (562.74, 216.17), (564.44, 223.24)], [(582.66, 221.7), (587.04, 213.23), (592.89, 211.18), (593.47, 207.38), (604.0, 206.8), (621.39, 205.54), (621.15, 187.27), (621.65, 164.85), (621.65, 156.58), (649.88, 157.55), (678.38, 161.7), (690.07, 167.54), (690.33, 190.66), (688.61, 207.47), (685.69, 222.81), (701.76, 220.88), (710.79, 233.3), (716.87, 244.0), (719.56, 250.84), (708.6, 258.15), (704.95, 267.15), (702.99, 272.76), (662.57, 279.81), (653.07, 273.73), (646.49, 264.96), (644.04, 251.81), (632.84, 251.81), (626.76, 251.81), (620.92, 255.69), (604.84, 256.92), (595.58, 254.73), (590.7, 243.53), (590.46, 240.11), (586.31, 236.96), (586.31, 231.35), (583.16, 230.12)]]"
821,1408_0048f3ce2afeb050f32b3feb4f33b3a77593db723c03808ed40f91a8bc50e770f1e72ae69b5ef5912603dc3cfa26507db4ed28d601fb8ac8c96ce9cf12475024_44.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1408_0048f3ce2afeb050f32b3feb4f33b3a77593db723c03808ed40f91a8bc50e770f1e72ae69b5ef5912603dc3cfa26507db4ed28d601fb8ac8c96ce9cf12475024_44.jpg,"[[(379.54, 179.56), (382.49, 174.15), (383.64, 163.0), (400.85, 163.49), (402.49, 164.97), (403.31, 172.67), (405.28, 176.28), (405.0, 180.0), (405.0, 186.0), (402.16, 191.69), (392.49, 193.0), (382.82, 193.49), (381.18, 185.13)]]"
822,1409_0048f3ce2afeb050f32b3feb4f33b3a77593db723c03808ed40f91a8bc50e770f1e72ae69b5ef5912603dc3cfa26507db4ed28d601fb8ac8c96ce9cf12475024_50.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1409_0048f3ce2afeb050f32b3feb4f33b3a77593db723c03808ed40f91a8bc50e770f1e72ae69b5ef5912603dc3cfa26507db4ed28d601fb8ac8c96ce9cf12475024_50.jpg,"[[(418.02, 193.02), (414.24, 189.52), (414.52, 178.45), (415.36, 173.69), (417.18, 173.55), (416.9, 163.18), (426.01, 163.04), (435.11, 163.18), (436.52, 170.6), (438.76, 172.56), (438.2, 181.81), (437.22, 187.7), (434.55, 196.52), (432.45, 195.26), (431.33, 192.46), (420.68, 193.44)]]"
823,1410_520145c654ee8f12256d667ad6069480c548c1f6efa03f499ca492d0c05466c28b35cd918c4bbd0aa3634e4e8d368fc56b183ec1c8557b6d32a4e03eb540f1bb_18.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1410_520145c654ee8f12256d667ad6069480c548c1f6efa03f499ca492d0c05466c28b35cd918c4bbd0aa3634e4e8d368fc56b183ec1c8557b6d32a4e03eb540f1bb_18.jpg,"[[(625.34, 253.65), (616.86, 255.99), (605.46, 255.7), (596.11, 253.65), (592.9, 248.68), (592.9, 244.01), (590.56, 239.33), (586.47, 238.45), (585.88, 230.56), (582.37, 227.93), (582.96, 220.04), (584.42, 213.61), (593.48, 211.27), (594.06, 208.35), (613.65, 206.6), (610.72, 177.37), (615.69, 154.86), (650.47, 156.33), (678.53, 160.42), (687.89, 163.34), (691.39, 182.92), (688.18, 204.26), (686.72, 219.46), (699.58, 221.21), (702.5, 228.52), (712.44, 236.12), (712.73, 248.68), (709.22, 263.88), (696.65, 268.85), (693.73, 274.99), (663.33, 279.67), (653.0, 273.0), (647.84, 266.22), (641.71, 258.62)], [(519.0, 226.0), (566.88, 223.84), (573.9, 223.84), (573.61, 216.24), (564.55, 215.66), (560.16, 198.41), (549.05, 191.4), (544.09, 171.82), (525.67, 172.11), (517.2, 173.28), (514.86, 192.28), (510.47, 194.32), (506.09, 201.34), (508.0, 210.0)]]"
824,1411_520145c654ee8f12256d667ad6069480c548c1f6efa03f499ca492d0c05466c28b35cd918c4bbd0aa3634e4e8d368fc56b183ec1c8557b6d32a4e03eb540f1bb_40.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1411_520145c654ee8f12256d667ad6069480c548c1f6efa03f499ca492d0c05466c28b35cd918c4bbd0aa3634e4e8d368fc56b183ec1c8557b6d32a4e03eb540f1bb_40.jpg,"[[(374.7, 172.96), (382.2, 172.66), (384.7, 162.96), (403.0, 163.16), (403.4, 168.96), (402.8, 173.76), (409.1, 175.06), (408.1, 185.06), (404.7, 187.06), (402.6, 193.16), (388.8, 193.46), (383.0, 192.0), (381.0, 189.0), (380.0, 183.0), (377.2, 181.66)]]"
825,1412_520145c654ee8f12256d667ad6069480c548c1f6efa03f499ca492d0c05466c28b35cd918c4bbd0aa3634e4e8d368fc56b183ec1c8557b6d32a4e03eb540f1bb_46.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1412_520145c654ee8f12256d667ad6069480c548c1f6efa03f499ca492d0c05466c28b35cd918c4bbd0aa3634e4e8d368fc56b183ec1c8557b6d32a4e03eb540f1bb_46.jpg,"[[(412.83, 173.76), (417.93, 173.19), (418.49, 162.71), (435.21, 162.71), (435.77, 170.07), (437.19, 179.99), (436.34, 189.05), (436.34, 194.43), (431.52, 193.87), (430.96, 187.64), (421.61, 187.35), (420.48, 195.28), (417.36, 195.57), (418.21, 189.9), (414.25, 189.9)]]"
827,1414_b8b0a719d4da449b60e3b493a1d619e0f0bb03831631b3c9d87a2c23561674a4088e755c3903984e0eace666a3c84e987b4cb0c56a590c06792944f7f4f82d88_35.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1414_b8b0a719d4da449b60e3b493a1d619e0f0bb03831631b3c9d87a2c23561674a4088e755c3903984e0eace666a3c84e987b4cb0c56a590c06792944f7f4f82d88_35.jpg,"[[(77.44, 241.42), (77.19, 237.23), (80.59, 235.25), (79.45, 229.3), (76.06, 223.64), (78.61, 215.42), (86.54, 215.42), (93.62, 219.67), (103.82, 219.95), (108.91, 220.52), (113.45, 226.47), (135.26, 227.88), (136.11, 234.97), (110.61, 238.08), (102.68, 236.95), (101.83, 226.75), (95.6, 224.2), (87.39, 224.2), (86.54, 231.57), (87.39, 239.5)]]"
830,1417_2070854c22556b29a29589a4010ba2d4b1e94ca6938bf41bd1d27ca5bc459f7fe3474d50f2965ac0f994398ee3e369b21be64adebb078918bac8ea3afc9fb625_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1417_2070854c22556b29a29589a4010ba2d4b1e94ca6938bf41bd1d27ca5bc459f7fe3474d50f2965ac0f994398ee3e369b21be64adebb078918bac8ea3afc9fb625_0.jpg,"[[(405.64, 248.75), (415.58, 246.72), (421.88, 243.67), (423.5, 240.02), (436.29, 239.81), (437.91, 243.67), (441.16, 246.51), (440.55, 253.82), (440.35, 261.33), (423.5, 262.55), (408.68, 261.73), (409.29, 258.89), (403.81, 257.68)]]"
831,1418_2070854c22556b29a29589a4010ba2d4b1e94ca6938bf41bd1d27ca5bc459f7fe3474d50f2965ac0f994398ee3e369b21be64adebb078918bac8ea3afc9fb625_17.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1418_2070854c22556b29a29589a4010ba2d4b1e94ca6938bf41bd1d27ca5bc459f7fe3474d50f2965ac0f994398ee3e369b21be64adebb078918bac8ea3afc9fb625_17.jpg,"[[(626.0, 348.0), (568.0, 341.0), (571.5, 319.32), (579.91, 313.01), (603.76, 314.06), (599.55, 287.76), (600.96, 287.4), (604.11, 290.56), (611.48, 285.65), (612.53, 260.75), (641.64, 260.05), (646.55, 263.2), (647.25, 263.2), (654.27, 262.5), (656.02, 262.15), (654.62, 281.79), (658.13, 286.7), (654.97, 301.43), (658.13, 307.4), (657.0, 330.0), (644.0, 336.0)]]"
835,1422_7cc64f4f0bc8ffc3612a5776b61b9311f6ad7921b6cb48d88f59b6c8061714d3d4cb99b7a7ce524237268330e18f0ee5c16fbb89841bfedb33b80608a039f3f1_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1422_7cc64f4f0bc8ffc3612a5776b61b9311f6ad7921b6cb48d88f59b6c8061714d3d4cb99b7a7ce524237268330e18f0ee5c16fbb89841bfedb33b80608a039f3f1_0.jpg,"[[(405.02, 251.58), (419.18, 251.19), (422.33, 239.78), (435.31, 239.78), (438.06, 246.47), (442.0, 247.65), (444.36, 252.76), (438.46, 257.88), (438.26, 260.04), (421.74, 261.62), (410.33, 261.22), (409.15, 258.47), (404.82, 258.27)]]"
836,1423_7cc64f4f0bc8ffc3612a5776b61b9311f6ad7921b6cb48d88f59b6c8061714d3d4cb99b7a7ce524237268330e18f0ee5c16fbb89841bfedb33b80608a039f3f1_17.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1423_7cc64f4f0bc8ffc3612a5776b61b9311f6ad7921b6cb48d88f59b6c8061714d3d4cb99b7a7ce524237268330e18f0ee5c16fbb89841bfedb33b80608a039f3f1_17.jpg,"[[(568.83, 339.59), (620.63, 348.15), (637.35, 337.14), (654.08, 330.21), (656.52, 318.38), (659.38, 305.32), (655.71, 300.02), (655.71, 281.67), (655.71, 263.31), (646.33, 263.72), (642.65, 261.68), (614.1, 260.86), (611.25, 284.52), (604.72, 288.6), (601.05, 288.6), (603.9, 312.26), (574.54, 312.67)]]"
855,1442_0bde021c36be51a18c6d3e698108a7e7ecfcc83b23c94b66b662c880ca3a3030a1a93f0d36f7d5f23104fe6ab16242815bd02482c48cfae0edb9b276db3b956f_102.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1442_0bde021c36be51a18c6d3e698108a7e7ecfcc83b23c94b66b662c880ca3a3030a1a93f0d36f7d5f23104fe6ab16242815bd02482c48cfae0edb9b276db3b956f_102.jpg,"[[(579.39, 156.16), (588.99, 148.59), (595.56, 143.54), (611.21, 143.03), (612.22, 116.26), (613.74, 107.17), (641.52, 111.21), (673.33, 115.76), (678.89, 121.31), (679.9, 127.37), (673.33, 127.88), (679.39, 169.8), (709.7, 174.85), (725.86, 189.49), (738.99, 195.56), (745.0, 201.0), (748.0, 214.0), (741.52, 228.89), (729.39, 228.89), (712.22, 246.06), (679.9, 247.07), (653.64, 242.02), (634.44, 238.48), (609.7, 229.39), (608.69, 223.84), (604.0, 221.0), (594.55, 219.29), (575.35, 213.23), (572.0, 168.0)]]"
857,1444_0bde021c36be51a18c6d3e698108a7e7ecfcc83b23c94b66b662c880ca3a3030a1a93f0d36f7d5f23104fe6ab16242815bd02482c48cfae0edb9b276db3b956f_64.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1444_0bde021c36be51a18c6d3e698108a7e7ecfcc83b23c94b66b662c880ca3a3030a1a93f0d36f7d5f23104fe6ab16242815bd02482c48cfae0edb9b276db3b956f_64.jpg,"[[(416.0, 136.0), (430.42, 138.89), (439.0, 142.0), (441.0, 128.0), (445.0, 118.0), (452.0, 120.0), (453.36, 126.42), (466.39, 125.86), (461.58, 117.93), (455.63, 113.96), (455.06, 102.06), (432.12, 102.06), (430.0, 105.0), (427.02, 104.61), (416.82, 104.33), (411.16, 105.46), (409.0, 133.0)], [(460.73, 108.86), (469.0, 111.0), (474.33, 106.03), (485.37, 106.03), (487.92, 113.68), (496.42, 115.66), (502.37, 119.34), (502.93, 131.24), (487.64, 134.35), (483.0, 131.0), (478.0, 129.0), (472.0, 127.0), (466.39, 125.29), (460.73, 117.36), (455.35, 113.39)]]"
897,1484_a773c66ab445c9500a933e3aa5691f04e702574d62b40cad67b8e5a7200945011b64c7fece109b13f6db5933fa1105e37b91b685e86297bfeefab485b2e7a679_74.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1484_a773c66ab445c9500a933e3aa5691f04e702574d62b40cad67b8e5a7200945011b64c7fece109b13f6db5933fa1105e37b91b685e86297bfeefab485b2e7a679_74.jpg,"[[(690.73, 384.11), (680.94, 373.91), (684.61, 355.15), (674.0, 350.62), (678.9, 316.77), (678.9, 308.2), (675.23, 311.5), (612.82, 277.24), (609.15, 260.88), (601.8, 230.33), (590.79, 222.13), (582.23, 222.58), (563.05, 213.61), (534.5, 207.86), (514.51, 204.19), (496.57, 200.56), (482.7, 199.7), (475.76, 207.86), (475.36, 229.11), (484.33, 227.89), (485.15, 216.83), (484.74, 212.75), (496.16, 215.61), (496.0, 220.0), (493.71, 222.58), (487.0, 253.0), (552.04, 292.74), (656.05, 365.31), (684.61, 389.0)]]"
919,1506_ca30682b484d077ecfcd6634c7fc4a71c0456968407acd9b6797d873483e9d8bfcc8f00440759f9b83b7e9a9c286ddaf09f193dee45a26a2b795b4ef5e5a059b_45.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1506_ca30682b484d077ecfcd6634c7fc4a71c0456968407acd9b6797d873483e9d8bfcc8f00440759f9b83b7e9a9c286ddaf09f193dee45a26a2b795b4ef5e5a059b_45.jpg,"[[(205.0, 225.0), (210.12, 225.5), (210.7, 228.81), (213.0, 227.08), (214.73, 224.78), (217.9, 224.49), (218.33, 226.36), (221.93, 228.09), (224.67, 229.24), (229.56, 230.83), (230.28, 236.88), (227.11, 239.76), (208.39, 240.19), (205.95, 238.75), (201.63, 236.73), (203.0, 226.0)]]"
920,1507_ca30682b484d077ecfcd6634c7fc4a71c0456968407acd9b6797d873483e9d8bfcc8f00440759f9b83b7e9a9c286ddaf09f193dee45a26a2b795b4ef5e5a059b_61.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1507_ca30682b484d077ecfcd6634c7fc4a71c0456968407acd9b6797d873483e9d8bfcc8f00440759f9b83b7e9a9c286ddaf09f193dee45a26a2b795b4ef5e5a059b_61.jpg,"[[(67.77, 235.23), (68.6, 230.67), (71.5, 230.05), (73.16, 218.64), (74.61, 219.47), (74.82, 229.22), (81.87, 232.74), (91.82, 238.55), (96.38, 242.08), (95.76, 254.93), (71.29, 258.04), (64.04, 255.55), (52.42, 254.72), (52.22, 237.51), (52.42, 235.23), (55.95, 235.23), (54.71, 230.46), (56.16, 228.8), (57.61, 224.45), (59.89, 224.45), (59.68, 229.43), (64.87, 228.6), (65.9, 233.99)]]"
922,1509_fbf856bacdc4a408b23e90bb2528dfec4fe9df1a5569ae95267f1b72330aee3a5b048b1f5883285fc59ba1c89a09bf09141737e9729b3fc9a54b9de6d157f177_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1509_fbf856bacdc4a408b23e90bb2528dfec4fe9df1a5569ae95267f1b72330aee3a5b048b1f5883285fc59ba1c89a09bf09141737e9729b3fc9a54b9de6d157f177_0.jpg,"[[(130.08, 210.26), (142.28, 210.76), (142.78, 203.04), (147.01, 203.04), (147.75, 213.74), (150.99, 221.21), (149.0, 229.42), (148.5, 234.64), (156.96, 235.39), (156.96, 238.13), (121.62, 244.6), (113.66, 245.09), (110.43, 247.33), (110.43, 254.55), (94.0, 252.56), (91.27, 244.85), (102.96, 244.1), (104.95, 232.9), (114.66, 233.4), (114.91, 224.69), (112.42, 217.23), (121.87, 215.48), (120.63, 207.27)]]"
932,1519_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_116.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1519_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_116.jpg,"[[(383.9, 279.85), (373.43, 280.34), (371.73, 261.1), (375.62, 258.42), (386.83, 257.69), (389.02, 241.37), (389.26, 230.9), (392.19, 226.03), (394.38, 214.09), (402.17, 215.07), (406.31, 233.33), (406.56, 254.28), (416.54, 257.2), (417.27, 276.69), (414.35, 277.66), (415.08, 288.62), (405.58, 290.08), (402.17, 286.67), (399.74, 277.18), (397.54, 280.1), (387.07, 282.29)]]"
933,1520_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_16.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1520_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_16.jpg,"[[(549.0, 246.0), (569.26, 244.51), (572.41, 267.66), (581.18, 271.52), (582.93, 286.25), (586.09, 296.77), (598.01, 296.77), (599.07, 305.19), (553.12, 300.98)]]"
934,1521_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_52.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1521_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_52.jpg,"[[(474.0, 314.0), (474.14, 309.34), (481.72, 309.34), (486.77, 298.74), (483.74, 278.54), (478.18, 276.01), (476.67, 261.87), (480.71, 261.36), (477.17, 218.94), (487.27, 219.95), (492.83, 242.17), (494.34, 265.4), (519.6, 261.87), (513.03, 195.2), (516.06, 195.2), (528.18, 260.86), (537.78, 258.84), (531.21, 217.42), (534.75, 208.84), (557.47, 208.84), (563.0, 209.0), (593.0, 201.0), (592.0, 189.0), (615.0, 188.0), (619.09, 218.94), (638.0, 229.0), (666.0, 233.0), (661.0, 192.0), (668.59, 191.67), (673.13, 221.46), (678.18, 221.46), (676.67, 193.18), (680.2, 186.62), (683.74, 186.62), (692.32, 194.7), (697.37, 237.63), (693.0, 252.0), (686.26, 256.82), (679.0, 258.0), (679.7, 275.0), (681.21, 288.64), (680.71, 299.24), (654.44, 299.24), (654.44, 292.68), (657.98, 287.63), (626.16, 288.64), (625.15, 306.31), (632.22, 313.89), (652.93, 317.42), (648.38, 325.51), (648.89, 332.58), (646.87, 335.61), (538.28, 323.99), (482.22, 316.41)]]"
935,1522_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_72.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1522_e89685fb064ca03dba2192fd8340c9950424a93a9575758d85af534b1b63ca269ab6d41e1be14e21bc844d5c6e589174dc4b9772919b28cc5ec5f49341c4e1a9_72.jpg,"[[(404.4, 244.84), (427.74, 242.98), (432.31, 245.85), (431.13, 257.01), (436.88, 251.09), (441.0, 251.0), (443.3, 256.34), (444.49, 269.53), (444.83, 278.49), (455.14, 277.14), (456.5, 267.67), (462.25, 267.16), (463.0, 278.0), (462.93, 283.91), (462.08, 286.11), (455.31, 287.97), (451.25, 287.63), (451.09, 285.09), (444.0, 285.0), (440.0, 281.0), (432.14, 281.54), (430.45, 287.12), (424.0, 288.0), (418.61, 287.12), (416.24, 282.72), (415.74, 279.34), (408.46, 279.51), (407.79, 284.41), (406.6, 286.11), (402.37, 286.44), (398.99, 286.95), (395.44, 284.92), (394.09, 282.55), (392.73, 278.49), (393.24, 275.96), (391.72, 274.6), (392.9, 259.55), (395.78, 257.52), (401.02, 255.66), (403.73, 255.49)]]"
937,1524_84c5f071f1447e1a19b6d57b3ef519f75e4ef6d2e9394f10c71a0fafba261c9f86babe5c4c52d0d94778cfe6165e06163c331f018ce8981f5793613f1b74d83b_26.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1524_84c5f071f1447e1a19b6d57b3ef519f75e4ef6d2e9394f10c71a0fafba261c9f86babe5c4c52d0d94778cfe6165e06163c331f018ce8981f5793613f1b74d83b_26.jpg,"[[(436.14, 203.14), (437.01, 213.07), (440.61, 216.24), (460.05, 214.37), (460.48, 207.6), (461.06, 201.41), (459.76, 200.69), (454.43, 201.27), (454.86, 194.93), (453.71, 193.63), (449.68, 193.78), (447.66, 195.65), (445.07, 195.51), (443.34, 194.79), (442.91, 200.69)]]"
938,1525_84c5f071f1447e1a19b6d57b3ef519f75e4ef6d2e9394f10c71a0fafba261c9f86babe5c4c52d0d94778cfe6165e06163c331f018ce8981f5793613f1b74d83b_38.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1525_84c5f071f1447e1a19b6d57b3ef519f75e4ef6d2e9394f10c71a0fafba261c9f86babe5c4c52d0d94778cfe6165e06163c331f018ce8981f5793613f1b74d83b_38.jpg,"[[(16.63, 201.72), (15.95, 218.47), (13.42, 218.97), (12.57, 232.51), (14.94, 239.44), (27.96, 238.76), (27.63, 229.46), (26.27, 222.53), (26.1, 218.3), (21.37, 218.47), (20.35, 202.91)]]"
939,1526_84c5f071f1447e1a19b6d57b3ef519f75e4ef6d2e9394f10c71a0fafba261c9f86babe5c4c52d0d94778cfe6165e06163c331f018ce8981f5793613f1b74d83b_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1526_84c5f071f1447e1a19b6d57b3ef519f75e4ef6d2e9394f10c71a0fafba261c9f86babe5c4c52d0d94778cfe6165e06163c331f018ce8981f5793613f1b74d83b_77.jpg,"[[(334.0, 205.0), (333.73, 211.63), (326.91, 212.36), (327.4, 221.13), (329.35, 224.05), (326.67, 229.66), (323.0, 234.0), (328.86, 245.49), (365.88, 246.46), (366.12, 232.09), (364.42, 228.44), (363.69, 212.61), (357.6, 210.9), (356.63, 205.54), (341.0, 205.0)]]"
954,1546_b275056343dc9fc7d8401927d3a6cd16e9c7214377a7ecdcd3fa9b063dbfbc8196e18cca11b9a087bdb39b568b3c0501e809df4a5224cfd5403d4b2d6c10dcdb_106.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1546_b275056343dc9fc7d8401927d3a6cd16e9c7214377a7ecdcd3fa9b063dbfbc8196e18cca11b9a087bdb39b568b3c0501e809df4a5224cfd5403d4b2d6c10dcdb_106.jpg,"[[(251.0, 214.0), (252.82, 238.99), (252.82, 247.28), (253.02, 253.71), (257.79, 255.57), (259.45, 262.0), (258.42, 270.3), (250.54, 271.96), (242.86, 271.96), (241.2, 267.39), (234.57, 267.19), (233.53, 271.54), (224.2, 273.41), (217.15, 272.58), (218.4, 266.15), (220.26, 262.0), (220.0, 247.0), (221.0, 240.0), (227.0, 239.0), (237.89, 237.12), (237.27, 230.69), (238.92, 225.72), (240.79, 223.23), (245.35, 221.98), (247.0, 214.0)]]"
955,1547_b275056343dc9fc7d8401927d3a6cd16e9c7214377a7ecdcd3fa9b063dbfbc8196e18cca11b9a087bdb39b568b3c0501e809df4a5224cfd5403d4b2d6c10dcdb_22.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1547_b275056343dc9fc7d8401927d3a6cd16e9c7214377a7ecdcd3fa9b063dbfbc8196e18cca11b9a087bdb39b568b3c0501e809df4a5224cfd5403d4b2d6c10dcdb_22.jpg,"[[(631.01, 153.03), (693.47, 148.83), (702.91, 164.05), (716.56, 170.35), (721.81, 222.31), (728.63, 242.26), (731.26, 276.9), (724.96, 327.81), (708.16, 330.95), (605.29, 335.15), (600.04, 308.91), (604.24, 272.7), (615.26, 255.9), (616.84, 186.62), (628.39, 185.05)]]"
