,name,path,board
548,1129_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_65.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1129_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_65.jpg,"[[(203.59, 181.74), (220.42, 181.32), (222.1, 178.38), (259.56, 175.43), (262.93, 177.53), (272.61, 176.69), (274.71, 213.73), (261.0, 215.0), (261.67, 236.04), (260.82, 255.82), (258.72, 261.29), (258.3, 276.02), (256.2, 287.38), (254.93, 276.86), (228.42, 275.6), (218.74, 275.6), (217.9, 281.49), (209.06, 284.44), (204.85, 277.28), (204.01, 287.38), (201.06, 286.96), (202.32, 272.65), (206.11, 265.08), (211.16, 261.29), (220.84, 259.6), (221.26, 234.35), (220.0, 217.52), (204.43, 217.52)]]"
549,1130_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_92.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1130_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_92.jpg,"[[(395.68, 211.13), (418.0, 212.0), (416.38, 217.71), (416.62, 234.27), (415.89, 241.09), (418.57, 244.5), (420.76, 249.37), (424.91, 251.07), (424.91, 257.16), (418.33, 258.14), (410.54, 255.95), (410.05, 252.78), (396.16, 250.83), (396.16, 255.22), (392.75, 254.0), (392.75, 240.11), (390.08, 238.41), (394.7, 233.54), (394.95, 223.55), (394.22, 216.98), (393.49, 213.81)], [(162.1, 210.61), (180.0, 211.0), (184.22, 211.62), (186.25, 213.25), (190.92, 213.85), (191.12, 215.68), (185.84, 216.29), (185.24, 234.35), (185.84, 237.4), (190.72, 237.8), (192.34, 240.44), (194.78, 243.89), (195.99, 250.39), (196.0, 253.0), (189.0, 254.0), (188.28, 248.36), (172.85, 250.19), (165.14, 250.39), (164.33, 254.45), (159.66, 253.64), (159.05, 245.92), (155.4, 246.94), (154.99, 244.71), (167.78, 244.3), (168.8, 220.96), (168.8, 213.25), (160.68, 213.65)]]"
553,1134_4806d7dd459948938d072b350023cb3d4d709ecc78a9465825578aacfa2d08f62b8ebca21b6517b6678fa6d01afaf3302603e49427a97a5f00b0e0a034178faa_4.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1134_4806d7dd459948938d072b350023cb3d4d709ecc78a9465825578aacfa2d08f62b8ebca21b6517b6678fa6d01afaf3302603e49427a97a5f00b0e0a034178faa_4.jpg,"[[(125.37, 169.91), (174.47, 159.74), (180.0, 195.0), (156.93, 198.32), (159.04, 222.17), (167.46, 221.47), (168.16, 218.31), (169.21, 227.78), (147.46, 229.88), (129.23, 232.69), (128.87, 229.18), (136.59, 228.13), (136.24, 220.42), (142.55, 221.47), (142.55, 224.97), (152.02, 222.87), (149.92, 210.95), (151.67, 210.24), (153.43, 200.07), (128.87, 203.93)]]"
561,1142_bf760ab33602f7a85ab8b00eccb9748972ef2c5cf0837745abb6a06c5e74458e976cf45150e1e5267aa4d7a0e1c26b97386ef566d71a72abda9698edfb455835_15.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1142_bf760ab33602f7a85ab8b00eccb9748972ef2c5cf0837745abb6a06c5e74458e976cf45150e1e5267aa4d7a0e1c26b97386ef566d71a72abda9698edfb455835_15.jpg,"[[(262.71, 169.47), (275.5, 168.86), (275.09, 176.57), (270.02, 176.98), (268.6, 180.23), (272.05, 181.44), (273.27, 187.74), (261.09, 188.95), (262.71, 184.08), (266.37, 181.04), (267.18, 176.37), (261.9, 176.37)]]"
580,1161_248c7f9d831c82977e8decfa666bc2f92ba4d39337c2771691db63a360ff40b316dc681dbd58517b759951b60f852d0b7c230667c756e652f513699fe1d28e47_12.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1161_248c7f9d831c82977e8decfa666bc2f92ba4d39337c2771691db63a360ff40b316dc681dbd58517b759951b60f852d0b7c230667c756e652f513699fe1d28e47_12.jpg,"[[(385.0, 398.0), (384.05, 408.56), (396.46, 410.62), (395.08, 406.14), (406.11, 406.14), (407.83, 398.91), (420.93, 400.29), (420.58, 370.3), (432.3, 370.65), (431.61, 347.9), (385.09, 346.18), (384.05, 367.89), (392.67, 370.3), (392.32, 397.87)]]"
586,1167_1ccd1be0603658d2951ec34ea3636044273fcbac6995335a159cea357cb3b240711c45ba1a6c2908effb3f747205c7a9d256947d8811ef98146cc22ec9be58b3_11.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1167_1ccd1be0603658d2951ec34ea3636044273fcbac6995335a159cea357cb3b240711c45ba1a6c2908effb3f747205c7a9d256947d8811ef98146cc22ec9be58b3_11.jpg,"[[(853.96, 183.73), (869.26, 177.94), (913.51, 178.35), (904.0, 182.9), (924.68, 184.55), (927.57, 241.21), (895.73, 241.63), (896.55, 276.37), (920.54, 276.37), (920.54, 285.46), (932.95, 287.12), (933.36, 294.15), (922.19, 293.74), (918.47, 303.66), (906.07, 304.08), (904.41, 296.22), (895.73, 294.56), (895.73, 306.97), (886.63, 306.97), (887.87, 294.15), (877.12, 290.84), (875.88, 300.35), (871.74, 305.32), (863.88, 301.18), (863.47, 295.39), (862.64, 287.95), (848.17, 284.22), (853.13, 278.85), (853.54, 273.47), (872.98, 273.47), (892.0, 275.54), (889.94, 243.28), (854.78, 238.73)]]"
589,1170_c2381d55277937d767ce1e3c68906bbba84e347987c5607fff040d215359618a3c760d1a190df5fadd93819ed0267a8b9c4a68d55d4814a2dc35c272f5ce6b31_14.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1170_c2381d55277937d767ce1e3c68906bbba84e347987c5607fff040d215359618a3c760d1a190df5fadd93819ed0267a8b9c4a68d55d4814a2dc35c272f5ce6b31_14.jpg,"[[(789.48, 194.49), (792.07, 191.33), (853.24, 191.9), (856.11, 194.2), (858.98, 234.41), (856.4, 236.71), (828.54, 237.28), (829.4, 264.85), (849.79, 265.14), (849.51, 270.88), (855.25, 270.88), (858.41, 277.2), (851.52, 280.07), (849.51, 284.38), (847.5, 287.83), (838.88, 287.54), (838.88, 279.5), (812.46, 277.49), (811.6, 281.51), (811.31, 284.67), (805.85, 285.53), (799.82, 283.52), (799.25, 276.63), (794.08, 273.76), (791.21, 270.02), (793.5, 264.28), (824.23, 263.99), (823.08, 237.28), (791.49, 237.28)]]"
639,1226_e815d337f9d189c89a8974424266b64a7987cf52d5823f0f22da6f5c0049e3f3df82986aa6942245bc6b3b7c6f9a4fec17e59627c8c94bb9fffa7d572dadc640_54.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1226_e815d337f9d189c89a8974424266b64a7987cf52d5823f0f22da6f5c0049e3f3df82986aa6942245bc6b3b7c6f9a4fec17e59627c8c94bb9fffa7d572dadc640_54.jpg,"[[(117.5, 259.92), (176.47, 256.98), (177.95, 310.05), (148.95, 310.05), (146.99, 339.54), (166.65, 339.05), (171.56, 346.91), (161.0, 361.0), (159.27, 354.78), (110.62, 362.64), (108.65, 358.22), (121.43, 351.83), (114.06, 340.03), (134.21, 342.98), (140.6, 342.98), (142.0, 311.0), (116.03, 311.53)]]"
677,1264_765a8660016aa1bfc8e9ef9f07006ffaa6d8315a39c3431be022602d0015f2770c4af585dc22d192acb2cf8b8350e38c8eeb611e9887a947dc8f05ffab514bf4_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1264_765a8660016aa1bfc8e9ef9f07006ffaa6d8315a39c3431be022602d0015f2770c4af585dc22d192acb2cf8b8350e38c8eeb611e9887a947dc8f05ffab514bf4_77.jpg,"[[(191.76, 148.91), (273.48, 143.29), (272.43, 189.24), (256.3, 190.64), (255.6, 239.39), (264.72, 243.95), (265.0, 273.0), (247.0, 284.0), (245.0, 260.0), (207.0, 263.0), (194.0, 285.0), (193.0, 260.0), (200.0, 237.0), (198.18, 191.8), (190.61, 190.82)]]"
786,1373_06f4ecf5b8b75eeb3178d6d0299032e4a2f2ed83125cec1893a95468a3ebc8f16101009f6290aa6ed35da2441314443970d4ec349e2c5d7415eef8f863701202_8.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1373_06f4ecf5b8b75eeb3178d6d0299032e4a2f2ed83125cec1893a95468a3ebc8f16101009f6290aa6ed35da2441314443970d4ec349e2c5d7415eef8f863701202_8.jpg,"[[(493.22, 213.42), (493.22, 137.69), (600.22, 142.55), (605.78, 221.76), (590.5, 221.06), (602.31, 226.62), (591.19, 237.04), (584.94, 237.04), (584.24, 241.21), (571.74, 242.6), (566.18, 234.26), (551.59, 232.88), (524.49, 229.4), (524.49, 239.13), (518.93, 244.69), (511.98, 244.69), (507.12, 234.96), (505.03, 230.1), (501.56, 221.06), (514.76, 219.67), (509.9, 214.81)]]"
809,1396_7d44cbc3ab48dfbe1b9a136db73bea6d74ebc43ed866a2ca356e2739b2a953e021e54fe8243905649a29bfb1af61b82326bd2e34efa3e2bc5700606761863a12_24.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1396_7d44cbc3ab48dfbe1b9a136db73bea6d74ebc43ed866a2ca356e2739b2a953e021e54fe8243905649a29bfb1af61b82326bd2e34efa3e2bc5700606761863a12_24.jpg,"[[(815.39, 271.11), (816.18, 216.39), (885.18, 228.68), (885.57, 274.68), (872.92, 275.86), (873.32, 327.41), (891.12, 326.62), (904.21, 343.67), (893.9, 345.65), (894.3, 355.56), (885.18, 359.92), (874.51, 355.96), (874.11, 345.25), (854.25, 346.05), (850.28, 356.36), (844.34, 360.32), (838.03, 358.34), (833.63, 355.96), (830.06, 345.25), (830.46, 339.31), (823.72, 335.74), (817.77, 334.55), (813.01, 329.0), (817.77, 326.62), (825.3, 330.58), (828.48, 329.39), (829.67, 321.07), (829.67, 284.19), (829.67, 273.09)], [(601.0, 226.0), (600.0, 254.0), (658.0, 255.0), (657.0, 224.0)]]"
841,1428_cbb85e1c696d8cd33d24910392712d57f8d76c64567704cb73c76950e32b9c97459ad83306c4041342e1ccc611a42fb4f80d33e6bdfe3dc1e72ff38efe98bb5d_17.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1428_cbb85e1c696d8cd33d24910392712d57f8d76c64567704cb73c76950e32b9c97459ad83306c4041342e1ccc611a42fb4f80d33e6bdfe3dc1e72ff38efe98bb5d_17.jpg,"[[(279.0, 145.0), (291.0, 143.0), (301.0, 143.0), (302.06, 153.37), (299.01, 153.49), (299.24, 164.53), (303.24, 163.59), (304.06, 168.06), (300.54, 170.4), (296.9, 170.87), (286.32, 172.87), (283.86, 173.22), (283.98, 165.82), (284.0, 156.0), (279.0, 156.0)]]"
846,1433_e9913ec17257f3ec67ac181e6eac656e1edf84561145ee80f3c6cdc4ab072b42be0b905702bf412334cad749f870353d54ff597862e760feeba47ceaf9d9880a_38.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1433_e9913ec17257f3ec67ac181e6eac656e1edf84561145ee80f3c6cdc4ab072b42be0b905702bf412334cad749f870353d54ff597862e760feeba47ceaf9d9880a_38.jpg,"[[(243.23, 127.7), (307.13, 122.92), (308.62, 154.87), (293.99, 157.26), (296.08, 187.12), (296.52, 198.54), (296.38, 216.38), (293.39, 216.68), (292.79, 208.62), (263.83, 210.71), (262.64, 216.68), (255.17, 216.98), (252.18, 211.6), (254.27, 203.24), (258.75, 199.66), (258.75, 186.52), (260.84, 183.24), (258.75, 160.25), (243.23, 160.54)]]"
879,1466_66e46953f25affc5271d6b8d4d9bb582935fd764ee3371b30e6700dd67dff6ab476c9c6332019ac38ae202c02514db22d9368a6f68ab2ac9ea28985e78bd9be9_2.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1466_66e46953f25affc5271d6b8d4d9bb582935fd764ee3371b30e6700dd67dff6ab476c9c6332019ac38ae202c02514db22d9368a6f68ab2ac9ea28985e78bd9be9_2.jpg,"[[(190.0, 121.0), (249.0, 120.0), (248.89, 161.23), (241.75, 161.57), (238.69, 181.28), (240.73, 206.44), (240.39, 231.93), (223.06, 243.83), (222.38, 234.31), (193.48, 232.61), (193.48, 242.81), (176.83, 241.45), (176.83, 226.83), (181.93, 220.71), (187.37, 220.37), (192.47, 187.74), (193.48, 164.29), (189.0, 161.0)]]"
881,1468_66e46953f25affc5271d6b8d4d9bb582935fd764ee3371b30e6700dd67dff6ab476c9c6332019ac38ae202c02514db22d9368a6f68ab2ac9ea28985e78bd9be9_36.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1468_66e46953f25affc5271d6b8d4d9bb582935fd764ee3371b30e6700dd67dff6ab476c9c6332019ac38ae202c02514db22d9368a6f68ab2ac9ea28985e78bd9be9_36.jpg,"[[(124.0, 142.0), (175.48, 131.84), (176.32, 172.24), (172.53, 174.76), (175.9, 214.75), (175.9, 240.42), (176.74, 248.0), (169.59, 250.94), (169.59, 242.95), (136.76, 242.1), (132.55, 242.53), (131.29, 251.78), (124.97, 252.63), (121.61, 243.79), (121.61, 235.79), (125.0, 230.0), (131.71, 192.02), (130.87, 180.66), (124.97, 180.24)]]"
882,1469_66e46953f25affc5271d6b8d4d9bb582935fd764ee3371b30e6700dd67dff6ab476c9c6332019ac38ae202c02514db22d9368a6f68ab2ac9ea28985e78bd9be9_50.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1469_66e46953f25affc5271d6b8d4d9bb582935fd764ee3371b30e6700dd67dff6ab476c9c6332019ac38ae202c02514db22d9368a6f68ab2ac9ea28985e78bd9be9_50.jpg,"[[(275.21, 145.85), (313.22, 147.98), (313.92, 160.96), (312.98, 168.28), (304.72, 170.17), (303.54, 191.88), (305.9, 193.77), (305.66, 197.55), (304.01, 199.67), (303.3, 199.44), (302.59, 196.61), (287.25, 194.95), (282.06, 194.95), (281.11, 199.2), (275.21, 198.97), (275.92, 193.3), (279.7, 191.65), (282.29, 172.06), (274.5, 171.11)]]"
883,1470_66e46953f25affc5271d6b8d4d9bb582935fd764ee3371b30e6700dd67dff6ab476c9c6332019ac38ae202c02514db22d9368a6f68ab2ac9ea28985e78bd9be9_62.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1470_66e46953f25affc5271d6b8d4d9bb582935fd764ee3371b30e6700dd67dff6ab476c9c6332019ac38ae202c02514db22d9368a6f68ab2ac9ea28985e78bd9be9_62.jpg,"[[(166.0, 133.0), (185.2, 133.43), (186.89, 130.07), (231.5, 129.23), (232.76, 131.33), (253.38, 131.33), (252.96, 179.31), (235.29, 180.57), (231.08, 181.41), (231.92, 205.4), (231.08, 238.23), (235.71, 239.92), (240.76, 242.86), (240.34, 250.44), (241.6, 258.01), (239.92, 265.17), (237.81, 270.64), (233.6, 274.01), (233.18, 278.64), (232.34, 281.16), (227.71, 280.32), (227.71, 276.11), (219.71, 273.59), (219.71, 266.01), (220.13, 263.48), (221.82, 257.17), (195.72, 258.86), (189.41, 258.01), (187.73, 263.91), (186.04, 269.38), (177.63, 269.38), (167.95, 269.38), (168.37, 259.7), (160.37, 258.01), (162.05, 252.12), (165.84, 245.39), (169.63, 234.44), (180.15, 229.81), (180.99, 196.14), (181.0, 181.0), (161.0, 181.0)]]"
910,1497_715c95bcdf155e10030be7c7420382f98cfd2dbffbeb3688e950067f6cb040e449705b11e2defae27b950cf858d1008be3a6839243bf1168c191ebf60997590b_38.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1497_715c95bcdf155e10030be7c7420382f98cfd2dbffbeb3688e950067f6cb040e449705b11e2defae27b950cf858d1008be3a6839243bf1168c191ebf60997590b_38.jpg,"[[(576.0, 118.0), (585.66, 122.25), (588.4, 120.61), (594.68, 121.84), (608.07, 125.53), (601.92, 125.66), (601.65, 126.76), (619.95, 132.22), (618.72, 161.86), (611.55, 161.32), (610.96, 178.63), (610.96, 187.87), (612.73, 198.3), (589.0, 187.0), (592.86, 182.96), (593.45, 167.22), (594.24, 157.38), (574.57, 152.86)]]"
951,1538_cf301d4bb0219c3d672aaecdc6924e573e06644e749ee1f7ca9a9496ec492e4279a36ae0c4b0a5a02416bc8372d08cef75b97ff0169556ae28270db916e13422_9.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1538_cf301d4bb0219c3d672aaecdc6924e573e06644e749ee1f7ca9a9496ec492e4279a36ae0c4b0a5a02416bc8372d08cef75b97ff0169556ae28270db916e13422_9.jpg,"[[(174.08, 208.43), (210.0, 209.0), (210.0, 232.0), (195.0, 232.0), (194.0, 239.0), (193.6, 247.48), (204.14, 248.17), (203.62, 257.5), (200.0, 257.5), (197.4, 255.08), (178.38, 255.08), (178.22, 257.68), (175.44, 259.23), (173.21, 254.05), (173.38, 250.76), (176.49, 247.14), (188.0, 246.0), (190.0, 232.0), (174.42, 231.24)]]"
952,1544_da87bd3616d0a6b4e60f5386d40a5a257ec329928ef6ded4574c77a34b8749e141d43a60b3e2a72b31f3c7327b41f9670a348c577f04ea4abf43f79d5fae0542_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1544_da87bd3616d0a6b4e60f5386d40a5a257ec329928ef6ded4574c77a34b8749e141d43a60b3e2a72b31f3c7327b41f9670a348c577f04ea4abf43f79d5fae0542_0.jpg,"[[(596.97, 150.51), (596.97, 171.42), (604.43, 171.91), (604.0, 193.0), (602.44, 199.28), (601.7, 209.49), (605.43, 209.49), (606.67, 204.26), (622.85, 205.51), (623.59, 210.73), (626.83, 211.23), (628.07, 199.04), (627.0, 194.0), (623.59, 191.82), (624.59, 172.66), (631.8, 173.41), (631.06, 152.26), (626.58, 153.25), (625.58, 148.52), (603.19, 147.78), (601.7, 149.77)], [(624.84, 141.06), (666.64, 148.27), (667.14, 178.88), (658.93, 179.88), (658.93, 199.53), (665.4, 210.48), (665.4, 213.97), (645.0, 214.0), (646.0, 204.0), (645.0, 199.0), (646.0, 195.0), (648.0, 191.0), (647.98, 178.13), (633.0, 174.0), (631.8, 151.26), (626.83, 152.01)]]"
953,1545_da87bd3616d0a6b4e60f5386d40a5a257ec329928ef6ded4574c77a34b8749e141d43a60b3e2a72b31f3c7327b41f9670a348c577f04ea4abf43f79d5fae0542_42.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1545_da87bd3616d0a6b4e60f5386d40a5a257ec329928ef6ded4574c77a34b8749e141d43a60b3e2a72b31f3c7327b41f9670a348c577f04ea4abf43f79d5fae0542_42.jpg,"[[(632.42, 139.58), (684.15, 155.07), (683.56, 199.5), (667.0, 198.0), (665.73, 156.53), (631.83, 147.47)], [(693.57, 199.5), (715.49, 207.3), (713.54, 243.59), (700.63, 241.4), (706.48, 252.84), (705.99, 257.71), (699.17, 262.34), (694.06, 256.25), (685.78, 254.06), (683.34, 258.93), (677.25, 261.12), (674.81, 257.23), (673.35, 253.33), (675.06, 242.86), (677.25, 238.96), (684.31, 240.42), (688.21, 238.23), (684.31, 232.87), (687.24, 205.11)], [(632.0, 148.0), (665.21, 156.55), (667.32, 196.89), (656.1, 194.43), (658.55, 234.76), (654.69, 247.39), (652.59, 251.95), (644.17, 250.2), (644.17, 244.94), (638.91, 240.03), (630.49, 241.43), (628.04, 245.29), (618.22, 240.73), (612.61, 236.52), (611.2, 233.01), (614.71, 228.1), (619.27, 226.7), (626.63, 216.18), (626.63, 216.18), (625.93, 189.17), (610.5, 186.01), (611.0, 145.0)]]"
993,1585_ae6812783986ca812283075fca75e3609da16fdaada8eeacfaeb11594d0a9359b414becd5ed795d28bd436909040cfb882dba2766dda7728a22900e335dab17c_21.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1585_ae6812783986ca812283075fca75e3609da16fdaada8eeacfaeb11594d0a9359b414becd5ed795d28bd436909040cfb882dba2766dda7728a22900e335dab17c_21.jpg,"[[(214.92, 201.79), (253.89, 195.7), (256.53, 216.61), (247.2, 218.44), (248.01, 225.95), (250.04, 228.79), (250.65, 241.98), (256.33, 243.81), (259.17, 251.93), (251.46, 255.99), (248.82, 256.19), (246.79, 251.11), (227.71, 251.52), (230.55, 254.77), (227.91, 258.22), (224.06, 258.22), (221.22, 252.33), (224.46, 245.03), (228.0, 244.0), (225.68, 221.48), (217.0, 223.0)]]"
1001,1593_950c8b65d36cedb465cc0ccd15eee59cc4c28aaf599aed64918ce50121f2c2e0373a93a4b9e60a2ba9ff52508c9e8a32dc6e04b5ac528b1af43294b286c8e02c_97.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1593_950c8b65d36cedb465cc0ccd15eee59cc4c28aaf599aed64918ce50121f2c2e0373a93a4b9e60a2ba9ff52508c9e8a32dc6e04b5ac528b1af43294b286c8e02c_97.jpg,"[[(253.39, 196.17), (255.76, 217.15), (247.81, 218.16), (247.98, 226.45), (250.18, 243.03), (256.44, 243.36), (258.47, 253.34), (250.86, 256.39), (247.64, 255.71), (247.14, 251.99), (228.02, 252.67), (228.7, 257.4), (224.64, 258.25), (221.6, 251.99), (222.61, 245.06), (227.85, 244.38), (226.0, 221.0), (216.86, 221.21), (215.34, 201.59)]]"
1008,1600_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_47.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1600_e4f2526e253933b1c234879222c34376a9abe677dc04f3121cd09539669b86ecaf222dd3794082b0a8901a3b9ba587d4d4d274f0f9f749327ee602e056fe4ad4_47.jpg,"[[(206.97, 191.03), (201.0, 191.0), (204.29, 160.53), (255.9, 163.55), (255.23, 194.71), (243.83, 194.71), (243.16, 223.53), (247.52, 224.2), (247.52, 231.23), (244.5, 231.9), (244.17, 238.61), (241.82, 242.29), (237.8, 241.62), (225.07, 241.62), (211.67, 241.62), (204.63, 240.95), (200.27, 235.26), (200.27, 232.24), (199.27, 225.2), (208.32, 223.53), (210.33, 203.42), (206.3, 202.42), (205.97, 195.72)]]"
1013,1605_c5201fd6a5d627e42ae6963ed15f4f66709cbba15943873d5af6782f4d4415115e87116ae5808c31739931229dd24db6c26e4b6ba5dbc47943cfa7b8280db2e0_68.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1605_c5201fd6a5d627e42ae6963ed15f4f66709cbba15943873d5af6782f4d4415115e87116ae5808c31739931229dd24db6c26e4b6ba5dbc47943cfa7b8280db2e0_68.jpg,"[[(205.17, 68.12), (205.17, 83.53), (236.66, 81.86), (238.0, 65.1)]]"
1017,1609_a00ea1661b97ff623b675fdc249d6b4da5d844e2e3e04667353eb49a13fef866763423d69092060f337bbb9e3f6c01765fb6ecf658fd87a9748d162a1cf1a34e_39.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1609_a00ea1661b97ff623b675fdc249d6b4da5d844e2e3e04667353eb49a13fef866763423d69092060f337bbb9e3f6c01765fb6ecf658fd87a9748d162a1cf1a34e_39.jpg,"[[(398.0, 395.0), (398.95, 416.77), (416.63, 415.37), (417.33, 433.06), (412.68, 433.06), (411.74, 434.69), (409.18, 434.92), (406.16, 436.55), (405.69, 443.76), (408.02, 447.02), (411.05, 445.39), (413.14, 440.97), (420.82, 440.97), (430.13, 440.51), (430.59, 443.76), (433.38, 444.23), (436.18, 442.13), (435.71, 435.39), (435.25, 432.59), (433.15, 431.43), (429.66, 431.43), (423.38, 432.13), (422.68, 415.37), (439.43, 414.21), (439.2, 394.9)]]"
1045,1637_219729e9f901bef243503afb21dcb08fcf8d7c474f8f62c0f7c71454335928bb3d7fc7938ce26d36f17c3d90f9870bda5295fa8b2b801f127f26893d7645c0aa_21.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1637_219729e9f901bef243503afb21dcb08fcf8d7c474f8f62c0f7c71454335928bb3d7fc7938ce26d36f17c3d90f9870bda5295fa8b2b801f127f26893d7645c0aa_21.jpg,"[[(479.29, 309.76), (449.18, 307.44), (451.5, 268.65), (526.19, 269.23), (522.72, 307.44), (493.77, 310.34), (496.08, 340.44), (501.87, 345.08), (512.29, 345.08), (515.19, 355.5), (516.93, 364.76), (516.35, 371.71), (507.08, 368.24), (500.14, 360.71), (485.66, 360.71), (479.87, 361.29), (477.55, 364.18), (471.18, 367.08), (466.55, 371.13), (463.08, 370.55), (463.08, 360.71), (462.5, 351.45), (461.92, 345.66), (467.71, 344.5), (472.92, 342.76), (477.55, 342.76)]]"
1059,1651_2f9c7a0fb526bf76ea4d1a80bbaaf9cee926eff061c68bc0da3dc24538f776c851139486412531c7ce91b1ae455c7984318b0503886bd17b7456887cbde3decc_20.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1651_2f9c7a0fb526bf76ea4d1a80bbaaf9cee926eff061c68bc0da3dc24538f776c851139486412531c7ce91b1ae455c7984318b0503886bd17b7456887cbde3decc_20.jpg,"[[(417.14, 196.32), (410.63, 195.62), (411.0, 179.0), (445.76, 179.82), (445.3, 196.81), (437.85, 196.81), (438.32, 216.35), (438.55, 217.98), (438.78, 219.61), (439.02, 224.01), (437.62, 225.43), (434.83, 224.73), (434.83, 221.47), (420.4, 221.94), (420.63, 226.57), (419.94, 227.99), (417.61, 227.76), (415.75, 224.73), (414.82, 221.01), (415.28, 218.68), (417.38, 215.42), (418.07, 202.86)]]"
1060,1652_2f9c7a0fb526bf76ea4d1a80bbaaf9cee926eff061c68bc0da3dc24538f776c851139486412531c7ce91b1ae455c7984318b0503886bd17b7456887cbde3decc_34.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1652_2f9c7a0fb526bf76ea4d1a80bbaaf9cee926eff061c68bc0da3dc24538f776c851139486412531c7ce91b1ae455c7984318b0503886bd17b7456887cbde3decc_34.jpg,"[[(419.0, 208.0), (407.61, 208.66), (408.77, 139.18), (529.2, 150.18), (530.36, 209.24), (501.0, 209.0), (500.0, 235.0), (511.25, 235.3), (512.99, 287.41), (517.62, 287.41), (518.78, 306.51), (516.46, 316.36), (512.99, 321.57), (510.09, 323.31), (503.15, 319.25), (500.25, 311.72), (443.51, 310.57), (443.51, 315.2), (440.03, 315.2), (437.72, 325.62), (433.09, 327.94), (427.3, 326.2), (423.24, 315.2), (423.24, 298.99), (425.56, 289.72), (433.09, 285.67), (437.14, 208.66)]]"
1061,1653_2f9c7a0fb526bf76ea4d1a80bbaaf9cee926eff061c68bc0da3dc24538f776c851139486412531c7ce91b1ae455c7984318b0503886bd17b7456887cbde3decc_4.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1653_2f9c7a0fb526bf76ea4d1a80bbaaf9cee926eff061c68bc0da3dc24538f776c851139486412531c7ce91b1ae455c7984318b0503886bd17b7456887cbde3decc_4.jpg,"[[(408.28, 189.36), (404.37, 189.36), (404.65, 180.7), (421.96, 182.66), (422.24, 190.48), (418.0, 190.0), (417.49, 204.72), (414.7, 205.0), (414.42, 200.53), (412.74, 199.69), (412.74, 203.32), (411.07, 203.6), (410.51, 200.25), (408.84, 199.41), (408.84, 202.76), (405.76, 202.76), (404.65, 199.69), (407.72, 197.46)]]"
1071,1663_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_76.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1663_82fb9f8bb3d225ee93c326d8d51a4fa9ae7f5c0d795e86ef6367c166ef3411fd312e3ed464b5e73808d2955246cd8330246256a05f05ab7c42ed0d66b7c095e5_76.jpg,"[[(468.35, 153.63), (468.35, 148.81), (475.59, 149.21), (476.79, 160.06)]]"
