,path,name,workzone,points,tod
1689,data/Delivery_1_Workzone/Day/Batch 1.1/Images/489_2b22cbaf13bd0bd6346b3470e3cd42c1b4e5e4bb1d465b38f38738fa9d2d291cbf2300dd9fdf1cebc7172da14bbcc5517057dbf1599698c9fd7dbf94ad2f6ad6_18.jpg,2b22cbaf13bd0bd6346b3470e3cd42c1b4e5e4bb1d465b38f38738fa9d2d291cbf2300dd9fdf1cebc7172da14bbcc5517057dbf1599698c9fd7dbf94ad2f6ad6,1,"[[(512.64, 369.97), (495.85, 369.97), (514.96, 394.29), (559.54, 390.24), (544.49, 376.34), (545.65, 286.02), (538.7, 280.81), (525.38, 283.7)], [(194.76, 308.6), (186.08, 316.7), (217.35, 317.28), (221.98, 308.6), (214.45, 304.55), (210.4, 248.96), (196.5, 249.54)], [(162.25, 250.99), (159.73, 254.9), (177.33, 254.62), (177.88, 252.38), (174.53, 250.15), (170.62, 223.34), (162.25, 223.34)], [(35.0, 255.0), (44.0, 255.0), (42.46, 227.25), (35.0, 227.0)], [(280.92, 242.61), (285.39, 244.84), (293.21, 244.01), (293.21, 219.71), (286.0, 220.0), (284.83, 240.38)], [(304.18, 227.64), (311.72, 227.09), (310.88, 223.18), (310.04, 211.73), (304.46, 211.73)], [(111.96, 226.04), (117.13, 226.36), (115.19, 213.28), (111.8, 212.95)], [(94.0, 255.0), (105.29, 255.18), (102.49, 223.06), (94.95, 223.06)]]",1
1690,data/Delivery_1_Workzone/Day/Batch 1.1/Images/48_7b7ca203e767e85b65b478c9fe0053c47a094c69ebde5acf653e0b7a55b72d3abce76d7afb5b2f71494f36840483a6f7caf9c7ab932e142ee68498b61da9ae0f_19.jpg,7b7ca203e767e85b65b478c9fe0053c47a094c69ebde5acf653e0b7a55b72d3abce76d7afb5b2f71494f36840483a6f7caf9c7ab932e142ee68498b61da9ae0f,1,"[[(80.0, 406.0), (73.41, 410.77), (75.02, 418.81), (102.77, 419.21), (110.81, 413.98), (107.99, 410.37), (98.34, 402.73), (89.9, 337.19), (74.0, 337.0)], [(5.0, 327.0), (18.49, 328.38), (14.0, 324.0), (12.86, 304.25), (5.0, 303.0)], [(225.38, 335.12), (239.9, 334.28), (242.14, 331.77), (237.11, 328.14), (235.43, 300.49), (227.0, 302.0), (227.34, 330.65)], [(247.28, 316.52), (255.32, 317.72), (254.92, 295.21), (248.89, 295.21)], [(140.52, 243.78), (202.0, 240.0), (203.25, 272.73), (141.0, 275.0)]]",1
1691,data/Delivery_1_Workzone/Day/Batch 1.1/Images/490_2b22cbaf13bd0bd6346b3470e3cd42c1b4e5e4bb1d465b38f38738fa9d2d291cbf2300dd9fdf1cebc7172da14bbcc5517057dbf1599698c9fd7dbf94ad2f6ad6_26.jpg,2b22cbaf13bd0bd6346b3470e3cd42c1b4e5e4bb1d465b38f38738fa9d2d291cbf2300dd9fdf1cebc7172da14bbcc5517057dbf1599698c9fd7dbf94ad2f6ad6,1,"[[(59.28, 415.14), (49.43, 426.72), (84.17, 436.56), (107.33, 418.61), (85.91, 411.08), (71.44, 323.07), (63.33, 312.65), (49.43, 314.97)], [(258.11, 265.14), (254.42, 268.83), (268.16, 270.17), (272.52, 266.15), (268.16, 263.8), (265.81, 235.99), (256.77, 234.32)], [(272.72, 258.48), (284.11, 259.48), (287.8, 256.8), (284.11, 254.79), (284.44, 232.34), (276.0, 232.0), (275.06, 253.11)], [(227.77, 292.39), (220.24, 296.44), (240.51, 297.02), (250.35, 291.81), (241.66, 289.49), (239.93, 250.7), (227.19, 249.54)], [(288.91, 248.77), (297.28, 249.0), (295.65, 246.91), (295.65, 228.99), (289.14, 228.29)], [(131.0, 223.0), (222.56, 222.33), (226.03, 274.44), (131.0, 273.0)], [(4.0, 260.0), (11.0, 258.0), (8.14, 236.33), (2.78, 235.66)], [(169.87, 202.64), (205.77, 202.06), (208.08, 276.17), (171.6, 276.75)]]",1
1692,data/Delivery_1_Workzone/Day/Batch 1.1/Images/491_2b22cbaf13bd0bd6346b3470e3cd42c1b4e5e4bb1d465b38f38738fa9d2d291cbf2300dd9fdf1cebc7172da14bbcc5517057dbf1599698c9fd7dbf94ad2f6ad6_66.jpg,2b22cbaf13bd0bd6346b3470e3cd42c1b4e5e4bb1d465b38f38738fa9d2d291cbf2300dd9fdf1cebc7172da14bbcc5517057dbf1599698c9fd7dbf94ad2f6ad6,1,"[[(312.0, 308.0), (304.96, 314.46), (326.68, 316.6), (334.24, 311.94), (331.92, 308.45), (328.43, 308.06), (327.84, 256.48), (314.46, 256.29)], [(345.49, 275.88), (341.61, 279.17), (356.35, 281.5), (361.39, 278.2), (361.0, 276.26), (358.09, 276.07), (355.96, 242.52), (347.43, 241.75)], [(368.11, 257.54), (364.09, 260.22), (379.84, 261.89), (380.51, 258.88), (377.16, 257.54), (375.82, 232.41), (369.0, 232.0)], [(157.0, 253.0), (152.31, 254.59), (152.03, 256.82), (164.87, 256.54), (170.18, 255.43), (171.02, 254.03), (165.43, 253.47), (164.87, 230.02), (158.73, 229.18)], [(196.71, 239.51), (202.57, 239.51), (202.29, 221.08), (197.82, 220.8)], [(271.26, 235.88), (267.35, 237.0), (268.19, 238.67), (278.24, 238.39), (278.52, 236.72), (275.45, 235.88), (275.45, 220.52), (271.54, 220.52)], [(285.5, 235.32), (283.82, 236.44), (283.82, 239.23), (293.0, 239.0), (292.0, 238.0), (290.53, 235.32), (289.13, 220.24), (284.94, 219.96)], [(296.95, 230.58), (302.53, 230.58), (301.7, 215.5), (298.62, 215.5)], [(98.97, 243.14), (105.4, 242.58), (103.72, 227.78), (99.81, 226.67)], [(64.0, 243.0), (69.66, 243.14), (69.1, 226.67), (66.3, 226.67)], [(379.88, 252.36), (389.65, 252.36), (388.54, 226.67), (380.72, 225.83)], [(390.0, 243.0), (395.52, 243.14), (396.35, 222.48), (388.54, 222.2)], [(396.35, 238.11), (400.82, 236.44), (401.94, 219.41), (396.07, 219.41), (396.35, 222.48)], [(402.41, 231.25), (407.16, 230.41), (408.28, 216.73), (402.41, 215.61), (401.94, 219.41)], [(333.0, 224.0), (337.19, 223.59), (337.19, 211.53), (334.5, 211.2)], [(307.36, 220.91), (310.71, 220.58), (309.71, 212.2), (306.36, 211.87)], [(194.0, 386.0), (183.18, 392.55), (178.55, 401.24), (210.98, 411.08), (221.98, 403.56), (237.61, 390.82), (222.0, 384.0), (214.0, 300.0), (194.0, 298.0)], [(259.25, 229.18), (264.84, 228.62), (263.44, 215.78), (260.09, 216.06)], [(409.71, 215.68), (421.33, 212.56), (434.36, 208.6), (434.64, 212.85), (423.31, 217.66), (409.15, 226.44)]]",1
1693,data/Delivery_1_Workzone/Day/Batch 1.1/Images/492_0b4a01ac24e78101889bc378cdb4ff81cd72c907d32a411c27c6cd3bb2418b9400e53428988184e6f4350e231de4bce7551cdeb206b6168bd47ac38eb2672d3b_39.jpg,0b4a01ac24e78101889bc378cdb4ff81cd72c907d32a411c27c6cd3bb2418b9400e53428988184e6f4350e231de4bce7551cdeb206b6168bd47ac38eb2672d3b,1,"[[(422.99, 323.47), (416.16, 324.68), (426.61, 330.31), (436.66, 326.69), (433.04, 324.68), (430.63, 303.37), (425.4, 303.37)], [(488.13, 335.13), (482.0, 340.0), (493.0, 345.0), (502.61, 340.76), (497.38, 335.54), (497.38, 314.23), (493.36, 313.42)], [(574.98, 355.64), (570.16, 356.85), (573.37, 363.28), (592.27, 362.07), (588.25, 357.25), (585.44, 332.32), (581.42, 331.92)], [(642.94, 379.36), (655.0, 379.77), (663.44, 378.56), (659.42, 371.32), (658.62, 344.78), (654.6, 343.98), (648.0, 369.0), (641.0, 372.0)], [(714.75, 381.82), (730.43, 384.23), (728.02, 371.36), (733.65, 351.26), (729.63, 350.45), (721.99, 356.89), (719.0, 375.0), (714.35, 376.59)], [(369.11, 309.8), (364.29, 311.01), (373.13, 314.63), (382.78, 313.02), (377.96, 310.21), (375.54, 292.92), (371.0, 291.0)], [(317.81, 268.23), (321.0, 269.0), (324.0, 267.0), (322.17, 254.98), (319.91, 254.66)], [(324.16, 262.03), (328.58, 261.1), (325.79, 252.96), (323.0, 252.0)], [(58.0, 275.0), (61.22, 276.88), (64.0, 275.0), (59.36, 261.29), (57.03, 261.05)], [(102.4, 265.01), (104.5, 256.17), (108.92, 265.71), (104.27, 265.94)], [(121.25, 261.75), (123.58, 262.91), (126.84, 260.36), (123.58, 251.28), (121.95, 251.28)], [(116.0, 258.0), (120.17, 257.97), (119.89, 247.08), (118.0, 247.0)], [(136.47, 257.33), (140.94, 257.05), (140.66, 248.39), (137.59, 248.11)], [(297.29, 280.51), (294.05, 282.45), (302.62, 284.07), (304.4, 281.0), (302.3, 279.38), (301.97, 269.04), (298.09, 268.88)], [(313.95, 297.79), (310.55, 299.08), (320.41, 302.96), (324.29, 298.92), (320.25, 297.14), (319.6, 279.53), (315.89, 279.2)]]",1
1694,data/Delivery_1_Workzone/Day/Batch 1.1/Images/493_0b4a01ac24e78101889bc378cdb4ff81cd72c907d32a411c27c6cd3bb2418b9400e53428988184e6f4350e231de4bce7551cdeb206b6168bd47ac38eb2672d3b_65.jpg,0b4a01ac24e78101889bc378cdb4ff81cd72c907d32a411c27c6cd3bb2418b9400e53428988184e6f4350e231de4bce7551cdeb206b6168bd47ac38eb2672d3b,1,"[[(146.0, 261.0), (151.0, 261.0), (150.07, 248.03), (147.84, 247.47)], [(163.48, 261.43), (167.11, 261.43), (165.99, 249.98), (164.03, 249.7)], [(98.0, 292.0), (106.43, 292.4), (104.75, 287.65), (103.92, 273.69), (100.29, 273.41)], [(44.46, 301.4), (54.92, 300.6), (52.91, 298.18), (48.89, 282.9), (45.27, 282.1)], [(159.85, 273.44), (167.94, 272.88), (166.55, 270.64), (164.87, 260.59), (161.52, 259.48)], [(440.75, 284.61), (449.41, 285.16), (447.17, 282.37), (446.06, 272.04), (442.43, 271.2), (441.59, 282.09)], [(451.36, 336.54), (448.57, 338.22), (451.36, 344.08), (465.6, 342.97), (462.81, 336.82), (461.69, 315.88), (457.0, 316.0)], [(510.84, 339.89), (507.77, 340.45), (512.23, 346.04), (522.57, 344.92), (520.33, 337.1), (520.61, 316.44), (516.7, 315.32)], [(558.31, 339.06), (561.94, 343.8), (572.83, 344.08), (569.76, 338.22), (569.76, 317.28), (563.89, 316.44), (562.22, 334.31)], [(609.0, 335.0), (602.15, 338.78), (607.73, 342.97), (619.18, 341.01), (615.55, 335.15), (616.67, 315.04), (612.76, 313.65)], [(654.36, 334.59), (650.17, 335.43), (656.32, 343.52), (664.14, 338.78), (660.78, 335.43), (662.46, 313.65), (657.71, 312.53)], [(701.0, 335.0), (710.49, 336.26), (709.37, 315.88), (706.02, 315.04)], [(734.22, 326.49), (742.32, 327.05), (742.32, 306.94), (737.85, 305.83)], [(173.53, 267.29), (180.51, 266.74), (178.0, 254.0), (174.0, 254.0)]]",1
1695,data/Delivery_1_Workzone/Day/Batch 1.1/Images/494_f23609cc339fd2e4dd4a8c396bba998ad4c4e20db3561ef30bb763a8b2ea60cd166a090bccb155ba171251bb10455ba45517409abce074eb7a57ea08a4577789_0.jpg,f23609cc339fd2e4dd4a8c396bba998ad4c4e20db3561ef30bb763a8b2ea60cd166a090bccb155ba171251bb10455ba45517409abce074eb7a57ea08a4577789,1,"[[(638.2, 279.99), (643.32, 278.83), (648.44, 276.5), (652.63, 276.74), (657.05, 279.76), (660.31, 284.65), (658.68, 289.77), (657.0, 292.0), (659.0, 297.0), (661.0, 303.0), (661.93, 306.29), (664.73, 306.52), (665.42, 309.31), (662.63, 311.64), (659.37, 311.87), (657.98, 305.82), (657.05, 300.24), (655.19, 296.28), (652.86, 292.79), (649.83, 294.19), (650.07, 300.7), (650.77, 304.19), (651.23, 308.15), (648.67, 310.24), (648.21, 314.2), (647.51, 319.55), (647.51, 324.67), (650.3, 324.67), (652.86, 325.83), (651.93, 327.93), (648.9, 328.16), (646.11, 328.63), (643.78, 328.63), (642.39, 322.81), (643.55, 316.29), (645.41, 306.06), (641.92, 303.26), (639.6, 312.11), (639.36, 321.41), (638.9, 326.07), (637.04, 327.23), (634.01, 327.7), (633.31, 325.14), (635.41, 320.48), (636.57, 313.5), (637.73, 304.43), (637.04, 297.68), (635.17, 293.26), (633.55, 289.3), (635.41, 281.39)], [(620.75, 269.29), (622.14, 262.31), (624.7, 256.96), (628.19, 254.63), (627.03, 250.91), (627.03, 247.18), (628.19, 244.16), (632.62, 243.46), (635.41, 246.25), (635.64, 250.68), (636.11, 255.56), (638.9, 261.15), (639.83, 263.94), (641.92, 266.96), (638.43, 269.76), (638.43, 276.04), (638.67, 279.3), (634.94, 280.93), (633.78, 283.95), (631.92, 287.21), (630.75, 294.19), (630.06, 301.63), (627.73, 306.29), (630.29, 308.62), (629.36, 311.87), (628.89, 313.27), (624.24, 313.97), (621.21, 312.57), (622.84, 306.52), (624.47, 296.52), (625.87, 289.3), (624.01, 283.95), (621.21, 282.09), (622.38, 278.83)], [(672.17, 319.79), (674.73, 319.32), (675.66, 310.24), (675.43, 303.73), (672.87, 303.26), (673.57, 287.91), (672.17, 283.48), (671.94, 278.13), (674.5, 271.85), (671.94, 270.45), (670.78, 266.27), (668.22, 260.22), (667.75, 254.17), (667.75, 246.25), (668.45, 244.86), (669.38, 243.69), (671.01, 244.63), (672.41, 246.95), (671.24, 250.68), (672.17, 258.35), (674.03, 263.71), (678.22, 262.31), (678.92, 260.45), (677.52, 256.49), (677.99, 253.23), (679.39, 249.74), (683.57, 249.05), (685.2, 252.54), (686.37, 254.86), (687.53, 258.12), (690.09, 262.54), (689.39, 269.06), (689.16, 274.88), (689.0, 278.0), (686.83, 283.48), (689.16, 286.51), (689.39, 287.44), (686.37, 287.91), (687.0, 294.0), (686.0, 300.0), (685.9, 302.8), (685.2, 305.13), (683.34, 307.22), (683.11, 316.99), (687.06, 317.69), (687.76, 320.72), (677.52, 321.88), (674.27, 321.88)], [(578.56, 263.24), (577.35, 265.25), (581.38, 266.06), (586.2, 264.85), (582.98, 262.44), (581.38, 243.94), (579.36, 243.94)], [(597.06, 273.29), (595.05, 274.1), (599.07, 277.31), (605.1, 276.91), (600.68, 272.09), (602.28, 245.55), (599.47, 245.15)], [(363.44, 247.02), (364.37, 240.74), (368.32, 240.97), (371.58, 272.85), (366.93, 272.62), (367.39, 247.25)], [(354.0, 278.0), (366.7, 280.06), (367.16, 247.72), (358.32, 247.25)], [(483.0, 245.0), (486.0, 246.0), (485.3, 229.49), (484.36, 229.49)], [(426.96, 255.17), (432.08, 255.63), (431.85, 235.39), (429.29, 234.69)], [(378.26, 280.53), (372.44, 281.46), (374.07, 282.86), (387.1, 284.02), (387.8, 281.23), (382.45, 280.3), (383.38, 249.58), (380.12, 249.12)], [(401.18, 324.45), (395.82, 326.13), (399.51, 336.85), (427.32, 336.52), (425.31, 329.81), (420.62, 327.47), (416.6, 275.53), (405.54, 274.86)], [(534.47, 287.28), (542.84, 288.21), (545.17, 287.98), (542.0, 283.0), (543.31, 265.64), (541.45, 265.17), (538.89, 282.39)]]",1
1696,data/Delivery_1_Workzone/Day/Batch 1.1/Images/495_f23609cc339fd2e4dd4a8c396bba998ad4c4e20db3561ef30bb763a8b2ea60cd166a090bccb155ba171251bb10455ba45517409abce074eb7a57ea08a4577789_14.jpg,f23609cc339fd2e4dd4a8c396bba998ad4c4e20db3561ef30bb763a8b2ea60cd166a090bccb155ba171251bb10455ba45517409abce074eb7a57ea08a4577789,1,"[[(394.82, 243.03), (400.0, 243.0), (399.17, 228.29), (396.16, 227.95)], [(475.1, 452.91), (461.11, 455.8), (466.9, 478.48), (525.77, 477.52), (514.19, 458.21), (519.98, 360.27), (513.7, 356.41), (492.96, 357.85)], [(607.0, 348.0), (599.11, 348.54), (604.9, 355.78), (617.93, 355.78), (622.75, 354.33), (620.34, 350.47), (615.03, 349.51), (620.34, 293.1), (615.0, 294.0)], [(443.0, 364.0), (434.57, 365.91), (431.19, 366.88), (433.61, 371.7), (439.88, 375.56), (450.98, 374.64), (460.63, 374.16), (460.63, 369.34), (459.18, 366.39), (452.91, 364.95), (449.05, 364.95), (463.04, 296.43), (455.8, 296.43)], [(720.22, 276.69), (710.57, 278.58), (716.84, 283.88), (729.87, 282.97), (726.49, 276.69), (726.97, 256.38), (722.15, 255.95)], [(608.0, 278.0), (604.88, 279.67), (611.63, 281.06), (614.19, 280.37), (610.93, 278.74), (610.46, 251.98), (607.9, 251.51)]]",1
1697,data/Delivery_1_Workzone/Day/Batch 1.1/Images/496_f23609cc339fd2e4dd4a8c396bba998ad4c4e20db3561ef30bb763a8b2ea60cd166a090bccb155ba171251bb10455ba45517409abce074eb7a57ea08a4577789_56.jpg,f23609cc339fd2e4dd4a8c396bba998ad4c4e20db3561ef30bb763a8b2ea60cd166a090bccb155ba171251bb10455ba45517409abce074eb7a57ea08a4577789,1,"[[(546.41, 299.77), (542.78, 303.68), (557.58, 305.07), (562.05, 302.28), (558.42, 300.61), (558.14, 266.26), (550.88, 264.03)], [(568.47, 304.24), (563.0, 310.0), (579.36, 311.5), (582.99, 307.59), (579.36, 305.63), (580.2, 273.24), (571.54, 272.4)], [(581.0, 281.0), (587.74, 280.22), (586.34, 256.77), (580.2, 256.21)], [(590.8, 268.39), (597.98, 267.81), (595.85, 250.75), (592.16, 250.36)], [(493.16, 332.61), (483.67, 339.31), (505.0, 344.0), (518.85, 336.24), (511.03, 334.0), (509.08, 284.3), (499.03, 282.62)], [(375.32, 417.83), (351.19, 432.3), (394.62, 443.4), (399.93, 427.96), (404.27, 393.22), (407.17, 332.42), (388.35, 327.6)], [(395.0, 449.0), (382.46, 461.59), (373.78, 468.35), (431.19, 480.0), (453.87, 452.91), (436.5, 445.67), (437.95, 368.47), (428.78, 360.75), (413.82, 359.3)], [(740.08, 274.06), (748.0, 274.0), (749.0, 256.0), (742.9, 255.16)]]",1
1698,data/Delivery_1_Workzone/Day/Batch 1.1/Images/497_f23609cc339fd2e4dd4a8c396bba998ad4c4e20db3561ef30bb763a8b2ea60cd166a090bccb155ba171251bb10455ba45517409abce074eb7a57ea08a4577789_70.jpg,f23609cc339fd2e4dd4a8c396bba998ad4c4e20db3561ef30bb763a8b2ea60cd166a090bccb155ba171251bb10455ba45517409abce074eb7a57ea08a4577789,1,"[[(320.0, 237.0), (324.15, 236.55), (323.87, 226.22), (320.24, 225.94)], [(332.52, 246.04), (337.83, 246.04), (338.11, 230.41), (333.64, 230.13)], [(355.0, 257.0), (353.74, 259.45), (354.86, 262.24), (365.47, 262.24), (365.75, 259.73), (363.52, 259.17), (362.68, 240.74), (357.09, 240.46)], [(182.41, 238.72), (187.86, 238.72), (187.86, 236.78), (185.71, 235.81), (187.26, 224.57), (183.77, 223.99), (181.83, 236.01)], [(144.41, 245.32), (151.0, 246.0), (150.61, 226.31), (144.79, 225.34)], [(113.0, 257.0), (112.22, 259.66), (120.36, 260.83), (123.27, 258.31), (120.17, 256.37), (119.78, 236.78), (113.57, 236.59)], [(102.71, 254.82), (99.42, 256.56), (111.44, 257.34), (110.08, 255.01), (110.47, 235.43), (104.27, 235.04)], [(28.25, 277.21), (21.21, 280.89), (37.63, 281.9), (47.34, 279.22), (40.64, 276.87), (38.0, 243.0), (31.26, 242.36)]]",1
1699,data/Delivery_1_Workzone/Day/Batch 1.1/Images/498_497cd97c4d3781512c3ede6df9030a1a9794dee544f2c39845ff4ead0f660dd1f3d7a89fc89dfcb130e58d6c09d73f284f9747ec031f6c7a096581efccf4adb7_55.jpg,497cd97c4d3781512c3ede6df9030a1a9794dee544f2c39845ff4ead0f660dd1f3d7a89fc89dfcb130e58d6c09d73f284f9747ec031f6c7a096581efccf4adb7,1,"[[(625.91, 323.92), (622.28, 328.11), (636.8, 330.34), (639.59, 325.32), (637.64, 323.36), (637.64, 291.81), (630.1, 291.81)], [(604.69, 319.17), (602.45, 322.53), (616.42, 324.48), (618.65, 321.13), (615.86, 319.18), (616.97, 287.06), (607.76, 285.95)], [(628.7, 300.47), (624.23, 298.79), (627.03, 295.44), (628.42, 276.45), (634.57, 275.06), (635.12, 290.97), (630.1, 291.81)], [(635.52, 287.32), (638.82, 286.35), (638.62, 272.39), (635.33, 272.0)], [(644.67, 289.58), (650.54, 290.14), (649.7, 274.5), (646.07, 273.1)], [(525.28, 459.18), (522.0, 459.0), (509.84, 478.96), (564.37, 480.0), (568.23, 466.9), (559.54, 464.49), (571.6, 385.84), (563.88, 379.08), (558.58, 376.67), (548.44, 376.67)], [(490.06, 436.74), (488.61, 435.78), (467.86, 455.08), (513.22, 463.76), (530.11, 441.57), (519.01, 435.78), (525.28, 348.93), (505.98, 345.55)], [(566.3, 351.82), (560.51, 358.58), (579.32, 360.02), (587.53, 354.23), (582.7, 352.3), (584.63, 304.54), (573.05, 304.05)]]",1
1700,data/Delivery_1_Workzone/Day/Batch 1.1/Images/499_497cd97c4d3781512c3ede6df9030a1a9794dee544f2c39845ff4ead0f660dd1f3d7a89fc89dfcb130e58d6c09d73f284f9747ec031f6c7a096581efccf4adb7_7.jpg,497cd97c4d3781512c3ede6df9030a1a9794dee544f2c39845ff4ead0f660dd1f3d7a89fc89dfcb130e58d6c09d73f284f9747ec031f6c7a096581efccf4adb7,1,"[[(453.0, 411.0), (441.33, 411.89), (450.0, 436.0), (497.0, 434.0), (483.0, 414.0), (478.96, 337.59), (474.62, 334.21), (466.9, 333.73), (458.7, 336.14)], [(390.0, 303.0), (384.59, 303.33), (383.66, 299.61), (386.22, 298.68), (385.75, 268.9), (394.6, 268.2), (394.13, 281.23), (391.57, 282.16)], [(678.32, 322.58), (674.69, 322.86), (674.41, 325.93), (679.44, 326.49), (685.58, 327.05), (686.14, 323.14), (681.67, 320.63), (683.9, 295.78), (680.83, 294.94)], [(660.45, 304.43), (656.54, 306.11), (660.73, 307.5), (667.15, 307.78), (664.92, 304.43), (665.48, 274.0), (661.57, 272.88)], [(520.29, 271.78), (524.72, 271.55), (522.85, 256.66), (521.92, 257.12)], [(495.09, 291.35), (492.8, 292.02), (493.21, 293.51), (495.36, 294.18), (497.92, 294.18), (499.4, 293.77), (501.82, 293.51), (501.82, 292.29), (501.28, 291.35), (498.19, 291.22), (497.78, 268.73), (495.49, 268.46)], [(612.0, 272.0), (608.79, 274.0), (613.54, 275.11), (618.29, 275.11), (616.33, 272.6), (618.01, 259.2), (614.1, 257.8)], [(389.89, 319.62), (387.57, 320.09), (384.31, 330.09), (408.51, 329.63), (408.51, 323.34), (405.25, 321.95), (402.46, 284.25), (397.0, 281.0), (391.29, 283.32)], [(444.62, 325.44), (438.81, 326.14), (436.94, 328.0), (442.06, 330.33), (451.14, 331.02), (456.72, 329.63), (456.03, 326.37), (450.0, 325.0), (453.47, 277.97), (449.74, 277.74)], [(514.2, 324.74), (506.05, 325.44), (514.2, 331.26), (534.68, 331.26), (527.23, 325.67), (527.69, 285.88), (519.08, 284.95)], [(594.01, 324.28), (586.8, 324.28), (597.04, 331.72), (612.39, 330.33), (605.18, 325.21), (601.92, 290.3), (593.55, 289.6)], [(667.71, 275.95), (672.18, 275.95), (670.22, 259.48), (668.0, 259.0), (665.48, 274.83)]]",1
1701,data/Delivery_1_Workzone/Day/Batch 1.1/Images/49_7b7ca203e767e85b65b478c9fe0053c47a094c69ebde5acf653e0b7a55b72d3abce76d7afb5b2f71494f36840483a6f7caf9c7ab932e142ee68498b61da9ae0f_48.jpg,7b7ca203e767e85b65b478c9fe0053c47a094c69ebde5acf653e0b7a55b72d3abce76d7afb5b2f71494f36840483a6f7caf9c7ab932e142ee68498b61da9ae0f,1,"[[(157.81, 310.97), (162.56, 310.69), (162.0, 298.12), (158.09, 297.84)], [(183.22, 307.89), (188.0, 308.0), (187.96, 296.45), (183.22, 295.89)], [(101.0, 419.0), (92.31, 430.47), (124.48, 434.09), (139.36, 422.43), (123.27, 420.02), (113.7, 342.94), (102.77, 342.01), (97.0, 346.0)], [(9.82, 330.65), (18.75, 330.65), (23.5, 328.7), (18.75, 327.3), (16.52, 303.57), (8.98, 303.29)], [(220.36, 342.24), (236.27, 343.08), (233.12, 339.72), (230.69, 307.61), (221.75, 307.61)], [(104.48, 316.55), (110.34, 316.27), (108.66, 298.96), (102.8, 298.96)]]",1
1702,data/Delivery_1_Workzone/Day/Batch 1.1/Images/4_52ba7f7a2b9b4a3fdd65262febe678ff2da5ae588730734360ab931cc3ed9cff19955cd41ba433c04a301d457385f915a6cf3a91594408f06c06c78482eaee74_22.jpg,52ba7f7a2b9b4a3fdd65262febe678ff2da5ae588730734360ab931cc3ed9cff19955cd41ba433c04a301d457385f915a6cf3a91594408f06c06c78482eaee74,1,"[[(298.26, 219.24), (303.29, 218.68), (301.0, 209.0), (297.7, 208.07)], [(284.56, 217.32), (288.44, 216.73), (286.11, 208.2), (284.37, 208.2)], [(276.22, 216.93), (279.52, 216.73), (278.55, 208.01), (276.42, 207.81)]]",1
1703,data/Delivery_1_Workzone/Day/Batch 1.1/Images/500_497cd97c4d3781512c3ede6df9030a1a9794dee544f2c39845ff4ead0f660dd1f3d7a89fc89dfcb130e58d6c09d73f284f9747ec031f6c7a096581efccf4adb7_77.jpg,497cd97c4d3781512c3ede6df9030a1a9794dee544f2c39845ff4ead0f660dd1f3d7a89fc89dfcb130e58d6c09d73f284f9747ec031f6c7a096581efccf4adb7,1,"[[(298.0, 264.0), (301.73, 264.5), (302.19, 252.4), (299.0, 252.0)], [(198.1, 299.86), (196.76, 302.2), (209.15, 303.21), (213.17, 299.86), (210.83, 299.52), (209.82, 297.18), (208.82, 268.36), (201.11, 268.36)], [(261.03, 280.23), (258.7, 281.86), (267.78, 282.79), (270.57, 281.39), (268.94, 280.23), (268.01, 261.61), (261.26, 261.15)], [(291.0, 258.0), (294.04, 257.7), (294.31, 249.35), (291.49, 248.95)], [(286.0, 265.0), (290.0, 265.0), (289.59, 251.29), (284.87, 251.16)], [(95.23, 343.75), (92.21, 343.75), (89.2, 348.11), (106.95, 349.78), (105.98, 301.33), (105.61, 295.17), (96.9, 294.16)], [(107.32, 354.61), (97.27, 360.64), (118.05, 365.33), (136.48, 356.28), (135.47, 353.94), (124.75, 353.27), (117.71, 303.68), (114.02, 300.33), (105.98, 301.33)], [(576.0, 322.0), (572.13, 323.0), (579.11, 326.91), (595.03, 326.07), (593.35, 323.84), (589.16, 323.0), (588.05, 286.7), (579.67, 286.14)], [(484.3, 287.38), (483.23, 288.05), (485.25, 290.07), (493.6, 290.34), (492.11, 266.1), (488.34, 265.56), (485.38, 266.78)], [(446.0, 273.0), (444.85, 274.59), (452.26, 274.59), (451.18, 256.68), (447.0, 256.54)], [(307.31, 250.1), (321.01, 247.5), (321.71, 250.57), (321.01, 258.12), (305.19, 260.72)], [(419.67, 264.62), (423.57, 264.22), (424.25, 251.69), (420.21, 251.69)]]",1
